"Event.Number","Record","Event.Time..s.","Baseline..pA.","Peak..pA.","Amplitude..pA.","Rise.Time..ms.","Half.Width..ms.","Decay.Time..ms.","Decay.Fit.b0","Decay.Fit.b1","Decay.Fit.Tau..ms.","AUC..pA.ms.","rise_max_time","baseline_time","event_index","file_prefix","event_id","noise","event_entry_number"
1,0,0.24075,-78.8438524176654,-81.5732347657387,-2.72938234807333,0.199999999999978,0.649999999999984,0.699999999999978,-77.7594952881066,-3.5370932169934,1.32709026079365,27.6057613668915,0.24075,0.24055,4815,"2023_08_10_0027","2023_08_10_0027_ev00001_rec0","no",11633
2,0,0.3557,-79.3424938307377,-81.4955595302654,-2.15306569952774,0.249999999999972,0.249999999999972,0.099999999999989,-77.1441455797816,-3.17419188091235,1.87744617431693,59.5386048200132,0.3557,0.3554,7114,"2023_08_10_0027","2023_08_10_0027_ev00002_rec0","no",11634
3,0,0.4285,-77.7508463228101,-82.3757618013635,-4.62491547855338,0.5,3,4,-77.2920723078735,-3.66738784032261,7.6610210169727,-16.0288689803424,0.4285,0.4271,8570,"2023_08_10_0027","2023_08_10_0027_ev00003_rec0","no",11635
4,0,0.6672,-77.3950144390811,-111.488342907611,-34.0933284685297,0.099999999999989,0.450000000000061,0.350000000000072,-77.6129970315984,-24.261868666703,0.490366865244121,-28.3581043337921,0.667,0.66685,13344,"2023_08_10_0027","2023_08_10_0027_ev00004_rec0","no",11636
5,0,0.7442,-78.5251500324873,-80.6435819493405,-2.11843191685321,0.199999999999978,2.40000000000007,3.49999999999995,-77.240405183109,-2.80361683597424,11.4432390645925,7.46464365194101,0.7439,0.74355,14884,"2023_08_10_0027","2023_08_10_0027_ev00005_rec0","no",11637
6,0,0.88265,-77.1703301081298,-81.4516564269455,-4.28132631881573,0.349999999999961,30.15,30,-1472.1799246952,1394.99608922461,184573.123744392,-4.45422688921482,0.88265,0.8823,17653,"2023_08_10_0027","2023_08_10_0027_ev00006_rec0","no",11638
7,0,0.9188,-76.4988590393249,-79.0811537430096,-2.58229470368478,0.800000000000023,0.450000000000061,0,-6417.80992694313,6339.62425276077,251888.353518011,-64.6221627970223,0.9188,0.918,18376,"2023_08_10_0027","2023_08_10_0027_ev00007_rec0","no",11639
8,0,1.07925,-75.1436335387893,-85.858135146451,-10.7145016076617,5.50000000000006,14.5,14.85,-74.2678974929232,-10.6186953771901,18.8922272403145,-172.96808935316,1.0792,1.07335,21585,"2023_08_10_0027","2023_08_10_0027_ev00008_rec0","no",11640
9,0,1.5974,-78.3962519074956,-80.9791936020269,-2.58294169453126,0.099999999999989,0.099999999999989,0,-76.9868510331431,-1.65663796252514,5.06549983578453,33.9289380501949,1.5974,1.5973,31948,"2023_08_10_0027","2023_08_10_0027_ev00009_rec0","no",11641
10,0,1.70815,-78.405574444627,-80.9391589474097,-2.53358450278269,0.299999999999967,1.40000000000007,0.950000000000006,-77.4501473312523,-3.85757515610592,1.34123998691599,21.7268785468996,1.7077,1.7074,34163,"2023_08_10_0027","2023_08_10_0027_ev00010_rec0","no",11642
11,0,1.9955,-82.3042445926019,-85.3825504896133,-3.07830589701143,0.599999999999934,0.0999999999997669,0,-78.2402420244555,-5.03739400830994,15.1071189066476,55.0116888668904,1.99545,1.99465,39910,"2023_08_10_0027","2023_08_10_0027_ev00011_rec0","no",11643
12,0,2.1171,-80.5290805478677,-84.3626598197123,-3.83357927184466,0.150000000000095,0.249999999999861,0,-77.9539681876005,-3.99666407664816,3.83296482368504,61.4208266703092,2.1171,2.1168,42342,"2023_08_10_0027","2023_08_10_0027_ev00012_rec0","no",11644
13,0,2.15555,-78.2950204660655,-80.7421034218687,-2.44708295580314,0.100000000000211,0.199999999999978,0.399999999999956,-77.0413792555911,-2.61797923290801,2.15940123729838,31.7564515523575,2.15555,2.1554,43111,"2023_08_10_0027","2023_08_10_0027_ev00013_rec0","no",11645
14,0,2.226,-78.3465691100209,-81.233736955345,-2.88716784532406,0.0499999999998835,0.199999999999978,0.0999999999997669,-77.310720987383,-2.18090885820065,2.38604866278975,25.5506813937202,2.22575,2.22565,44520,"2023_08_10_0027","2023_08_10_0027_ev00014_rec0","no",11646
15,0,2.2852,-76.9940930066143,-79.6857065200844,-2.69161351347013,0.199999999999978,20.3500000000001,18.3500000000003,-60078.9087389217,60004.4161768765,314852.690871895,-11.096520422348,2.2852,2.2849,45704,"2023_08_10_0027","2023_08_10_0027_ev00015_rec0","no",11647
16,0,2.311,-76.3146533343134,-83.7740510363005,-7.45939770198706,4.50000000000017,5.34999999999997,6.74999999999981,-76.4517197146955,-5.10978179693467,10.1309639721146,-75.8578470580083,2.31045,2.3054,46220,"2023_08_10_0027","2023_08_10_0027_ev00016_rec0","no",11648
17,0,2.4659,-77.1564843816461,-82.6907090174173,-5.53422463577124,0.900000000000123,11.8,14.5,-75.1566616145836,-7.88742906533781,21.7134382146961,-75.4314491117556,2.46525,2.46435,49318,"2023_08_10_0027","2023_08_10_0027_ev00017_rec0","no",11649
18,0,2.5122,-75.2443116980681,-78.9536137531955,-3.70930205512735,0.250000000000306,0.150000000000095,0.0999999999997669,-74.8896392784928,-4.12968092097563,0.128625548637477,9.49306498705867,2.5122,2.51195,50244,"2023_08_10_0027","2023_08_10_0027_ev00018_rec0","no",11650
19,0,2.5609,-75.8897341591196,-92.9634996269811,-17.0737654678614,1.50000000000006,4.75000000000003,6.40000000000018,-73.8661513506569,-15.0047601150728,10.9086526716798,-106.880806140835,2.56065,2.5591,51218,"2023_08_10_0027","2023_08_10_0027_ev00019_rec0","no",11651
20,0,2.755,-77.1511498447189,-90.1434551141475,-12.9923052694286,0.99999999999989,7.19999999999965,6.65000000000004,-78.4416633256794,-13.3562829718186,4.96575000115862,-138.144030190195,2.75315,2.7518,55100,"2023_08_10_0027","2023_08_10_0027_ev00020_rec0","no",11652
