corrected_baseline_pA,event_id,Record,Peak..pA.,corrected_amplitude_pA,Decay.Fit.b0,rise_max_time,event_entry_number,Event.Time..s.,file_prefix,Event.Number,corrected_baseline_index,corrected_baseline_time,Decay.Fit.Tau..ms.,event_index,baseline_time,Rise.Time..ms.,noise,Amplitude..pA.,Half.Width..ms.,Decay.Fit.b1,AUC..pA.ms.,Decay.Time..ms.,Baseline..pA.
,2026_04_16_0010_ev00001_rec0,0,-75.3268377616924,,-63.7854600487637,0.0658,362560,0.0674,2026_04_16_0010,1,,,13.8914275006089,1348,0.06385,1.45000000000001,no,-9.56287317039896,10.05,-11.4685792467358,-107.047036266243,10.15,-65.7639645912935
,2026_04_16_0010_ev00002_rec0,0,-87.2776212475994,,-67.0212267729812,0.33105,362561,0.33225,2026_04_16_0010,2,,,7.26630864287029,6645,0.3279,3.05,no,-18.777191048083,4.59999999999999,-15.5240260286257,-114.366732482677,4.44999999999995,-68.5004301995164
,2026_04_16_0010_ev00003_rec0,0,-84.5899327475977,,-83.2361642440636,0.7806,362562,0.7822,2026_04_16_0010,3,,,0.377717490011832,15644,0.77875,1.70000000000003,no,-10.0220561337449,13.7499999999999,-0.343755556582961,-285.12394111568,11.95,-74.5678766138528
,2026_04_16_0010_ev00004_rec0,0,-106.986547357182,,-68.3033941255138,0.8053,362563,0.80715,2026_04_16_0010,4,,,7.92465831847399,16143,0.80375,1.44999999999995,no,-34.0548811486879,8.30000000000009,-43.4682327254382,-291.183479875876,7.34999999999997,-72.9316662084941
,2026_04_16_0010_ev00005_rec0,0,-85.6999885796571,,-66.713152076285,0.99155,362564,0.9923,2026_04_16_0010,5,,,8.98531480491969,19846,0.9902,1.24999999999997,no,-16.5073745377067,7.2000000000001,-20.2159381074673,-122.206687562843,7.70000000000004,-69.1926140419504
,2026_04_16_0010_ev00006_rec0,0,-84.6401687976476,,-67.538780539465,1.2276,362565,1.22765,2026_04_16_0010,6,,,8.20669473134988,24553,1.22515,2.24999999999986,no,-15.3988905968179,6.49999999999995,-17.811638351265,-118.84843204935,7.19999999999987,-69.2412782008297
,2026_04_16_0010_ev00007_rec0,0,-85.3675011425562,,-66.4862435823546,1.3211,362566,1.3214,2026_04_16_0010,7,,,8.42825813727829,26428,1.3171,3.70000000000004,no,-17.6276645280977,9.60000000000005,-21.2853253951246,-196.062084287269,8.49999999999995,-67.7398366144585
,2026_04_16_0010_ev00008_rec0,0,-116.651242340203,,-60.5469672521778,1.5933,362567,1.5948,2026_04_16_0010,8,,,14.1997328386013,31896,1.59055,2.65000000000004,no,-49.1970051748827,11.0000000000001,-52.8971171475467,-619.777607609282,10.6000000000002,-67.4542371653199
,2026_04_16_0010_ev00009_rec0,0,-77.3363655182268,,-70.2284640511343,1.6418,362568,1.6437,2026_04_16_0010,9,,,8.05536445649751,32874,1.6402,1.1000000000001,no,-8.98623980130371,13.05,-9.97289092044654,-155.195929811482,15.55,-68.3501257169231
,2026_04_16_0010_ev00010_rec0,0,-69.3388399889253,,-68.5431122652044,1.66235,362569,1.66325,2026_04_16_0010,10,,,8.02748401916591,33265,1.65875,2.19999999999998,no,-2.43346946947717,33.8500000000002,-4.02940647595213,-99.2100971695488,30,-66.9053705194481
