"Event.Number","Record","Event.Time..s.","Baseline..pA.","Peak..pA.","Amplitude..pA.","Rise.Time..ms.","Half.Width..ms.","Decay.Time..ms.","Decay.Fit.b0","Decay.Fit.b1","Decay.Fit.Tau..ms.","AUC..pA.ms.","rise_max_time","baseline_time","event_index","file_prefix","event_id","noise","event_entry_number"
1,0,0.248799999332428,-112.244332476124,-124.454222888097,-12.2098904119727,0.109999999999999,35.54,30,-124.819665006194,-7.60113627515117,2.1697786509543,-501.857007408484,0.242419999332428,0.242309999332428,24880,"2026_04_28_0049","2026_04_28_0049_ev00001_rec0","no",416021
2,0,0.284229999332428,-127.742150828445,-129.869174279246,-2.1270234508013,0.250000000000028,0.140000000000029,0,-121.653768157328,-6.63279957903086,3.29164354564954,160.173698330332,0.284229999332428,0.283959999332428,28423,"2026_04_28_0049","2026_04_28_0049_ev00002_rec0","no",416022
3,0,0.553239999332428,-120.852545893972,-139.494810584062,-18.64226469009,2.05,13.59,11.86,-114.762668395195,-29.9572603529319,14.1876742463278,-253.312359895244,0.551189999332428,0.548989999332428,55324,"2026_04_28_0049","2026_04_28_0049_ev00003_rec0","no",416023
4,0,0.587779999332428,-112.714405973266,-120.789588563206,-8.07518258993963,0.079999999999969,4.3700000000001,2.83999999999995,-285285.776139032,285172.056611134,408128.614702838,-353.369384264517,0.586979999332428,0.586899999332428,58778,"2026_04_28_0049","2026_04_28_0049_ev00004_rec0","no",416024
5,0,0.621009999332428,-120.155648935685,-177.635368932358,-57.4797199966727,6.00000000000001,11.2099999999999,8.92999999999999,-120.644655251521,-53.6537414163331,9.41858397088145,-793.226502211857,0.620489999332428,0.614039999332428,62101,"2026_04_28_0049","2026_04_28_0049_ev00005_rec0","no",416025
6,0,0.703829999332428,-118.224983000731,-130.524554161395,-12.2995711606643,0.680000000000014,15.44,18.96,-118.14113204978,-15.6878299951589,15.5498651920207,-220.357757848491,0.703409999332428,0.702729999332428,70383,"2026_04_28_0049","2026_04_28_0049_ev00006_rec0","no",416026
7,0,0.768299999332428,-123.170747533908,-126.146125903478,-2.97537836956968,0.02000000000002,6.7100000000001,7.49,-120.166763304472,-9.44320119834143,8.98726923849483,4.97046849442594,0.768299999332428,0.767959999332428,76830,"2026_04_28_0049","2026_04_28_0049_ev00007_rec0","no",416027
8,0,0.864409999332428,-124.306718924476,-136.789282800008,-12.4825638755316,0.709999999999988,4.12000000000001,5.5099999999999,-120.23171452128,-14.1528249892029,11.3151521663689,-39.815257555939,0.863649999332428,0.862769999332428,86441,"2026_04_28_0049","2026_04_28_0049_ev00008_rec0","no",416028
9,0,1.06893999933243,-127.15568089129,-130.837556524456,-3.6818756331664,1.26999999999988,10.31,9.14999999999999,-120.823274432923,-16.6658726756987,11.8344182006473,-5.96019808316598,1.06808999933243,1.06654999933243,106894,"2026_04_28_0049","2026_04_28_0049_ev00009_rec0","no",416029
10,0,1.25677999933243,-129.266198960831,-134.649874828203,-5.38367586737238,0.449999999999839,4.49999999999995,2.85000000000002,-122.756510829893,-11.889617376433,8.50852330812822,81.3417083096059,1.25664999933243,1.25288999933243,125678,"2026_04_28_0049","2026_04_28_0049_ev00010_rec0","no",416030
