corrected_baseline_pA,event_id,Record,Peak..pA.,corrected_amplitude_pA,Decay.Fit.b0,rise_max_time,event_entry_number,Event.Time..s.,file_prefix,Event.Number,corrected_baseline_index,corrected_baseline_time,Decay.Fit.Tau..ms.,event_index,baseline_time,Rise.Time..ms.,noise,Amplitude..pA.,Half.Width..ms.,Decay.Fit.b1,AUC..pA.ms.,Decay.Time..ms.,Baseline..pA.
,2023_02_28_0010_ev00001_rec0,0,124.807497821627,,-60335.5548938582,0.02135,6023,0.02145,2023_02_28_0010,1,,,267874.169540794,429,0.02015,1.15,no,7.20720810650486,0.199999999999999,60455.4973384443,-27.6397810028408,0,117.600289715123
,2023_02_28_0010_ev00002_rec0,0,119.852621103878,,16732.9871294766,0.04165,6024,0.04165,2023_02_28_0010,2,,,249456.273052553,833,0.04155,0.100000000000003,no,2.52345017619558,30.1,-16619.1971320256,-75.8543828886535,30,117.329170927683
,2023_02_28_0010_ev00003_rec0,0,123.713214344459,,105.38596308559,0.1304,6025,0.1304,2023_02_28_0010,3,,,19.0274392391777,2608,0.12955,0.450000000000006,no,6.09103908637134,0.200000000000006,12.2405256780832,-180.719093249238,0,117.622175258088
,2023_02_28_0010_ev00004_rec0,0,120.155560372054,,114.74050124201,0.1788,6026,0.18175,2023_02_28_0010,4,,,5.05135967478511,3635,0.1741,2.65000000000001,no,7.05316442937398,11.85,5.62271273077805,112.512050988112,8.85,113.10239594268
,2023_02_28_0010_ev00005_rec0,0,121.005301065785,,114.022422675225,0.2123,6027,0.2125,2023_02_28_0010,5,,,6.64102545084957,4250,0.21205,0.150000000000011,no,3.27698861175455,1.09999999999999,6.16909572538589,-69.6606286578388,1.49999999999997,117.728312454031
,2023_02_28_0010_ev00006_rec0,0,117.300442839435,,-29961.3135802962,0.23135,6028,0.23135,2023_02_28_0010,6,,,108314.421399366,4627,0.23105,0,no,2.45089756343856,0,30077.2565796575,-91.0720342735812,0.650000000000039,114.849545275996
,2023_02_28_0010_ev00007_rec0,0,122.34592809016,,113.713371455906,0.38205,6029,0.38215,2023_02_28_0010,7,,,1.83998827703716,7643,0.3817,0.299999999999967,no,5.63849143907585,0.450000000000006,7.31853089290694,-74.845631342222,0.649999999999984,116.707436651084
,2023_02_28_0010_ev00008_rec0,0,120.079408511006,,112.647923891643,0.40525,6030,0.40535,2023_02_28_0010,8,,,2.76521370203324,8107,0.40515,0.099999999999989,no,3.97834460330124,0.05000000000005,5.37611466874151,-88.5144420118309,0.249999999999972,116.101063907704
,2023_02_28_0010_ev00009_rec0,0,120.477138884669,,113.582393611444,0.57495,6031,0.5764,2023_02_28_0010,9,,,5.99988869817111,11528,0.57465,0.299999999999967,no,4.52030392851501,4.05,8.50353484771186,-12.6209109103709,4.45000000000007,115.956834956154
,2023_02_28_0010_ev00010_rec0,0,118.364160473168,,41284.8491770647,0.6815,6032,0.68155,2023_02_28_0010,10,,,604398.394648481,13631,0.6716,1.1000000000001,no,5.77536422609808,39.65,-41172.7250490585,51.8259797785623,29.9999999999999,112.58879624707
,2023_02_28_0010_ev00011_rec0,0,118.712119693164,,5462.63012614087,0.70915,6033,0.71025,2023_02_28_0010,11,,,229787.646326153,14205,0.70865,0.199999999999978,no,4.44228240567732,31.25,-5350.22039734897,-41.4475833217869,30,114.269837287487
,2023_02_28_0010_ev00012_rec0,0,116.726291598551,,108.885171315604,0.9089,6034,0.9089,2023_02_28_0010,12,,,6.65278709199412,18178,0.9087,0.199999999999978,no,4.47667386387197,0.0499999999999945,4.10501623762047,-73.7475598282258,0,112.249617734679
,2023_02_28_0010_ev00013_rec0,0,114.940876160017,,109.174392410383,0.9558,6035,0.9558,2023_02_28_0010,13,,,5.56152493499132,19116,0.95505,0.149999999999983,no,2.27891326929698,0.44999999999995,3.44685919434924,-85.5319652210818,0,112.66196289072
,2023_02_28_0010_ev00014_rec0,0,118.473420234983,,113.016810352021,1.1497,6036,1.14975,2023_02_28_0010,14,,,1.64022113739867,22995,1.14955,0.150000000000095,no,3.28384480879325,0.199999999999978,2.8583536570625,-60.0734999306638,0,115.189575426189
,2023_02_28_0010_ev00015_rec0,0,123.985248073427,,110.486445008824,1.2023,6037,1.2023,2023_02_28_0010,15,,,5.11597192536739,24046,1.20195,0.299999999999967,no,8.3106452502918,0.800000000000134,10.3566813268029,-101.658267505909,1.14999999999998,115.674602823135
,2023_02_28_0010_ev00016_rec0,0,118.369018372504,,112.821603336869,1.25915,6038,1.25915,2023_02_28_0010,16,,,1.46649832624262,25183,1.2576,1.15000000000021,no,2.98566402990211,0.850000000000017,4.60632882790965,-69.6546409663347,0.34999999999985,115.383354342602
,2023_02_28_0010_ev00017_rec0,0,115.525381288229,,108.060686865997,1.3738,6039,1.3738,2023_02_28_0010,17,,,3.93872820843391,27476,1.37365,0.150000000000095,no,4.43654325895052,0.0500000000001055,3.41643454073476,-77.2405856398349,0,111.088838029278
,2023_02_28_0010_ev00018_rec0,0,118.703293474074,,108.613616860033,1.48705,6040,1.48705,2023_02_28_0010,18,,,7.37091693983887,29741,1.48695,0.099999999999989,no,2.42881028776414,0.400000000000178,9.39514076000779,-161.460755096163,0.700000000000145,116.274483186309
,2023_02_28_0010_ev00019_rec0,0,122.001604028556,,113.945843326845,1.62565,6041,1.62615,2023_02_28_0010,19,,,6.33619181741701,32523,1.61555,7.64999999999993,no,6.78287562625296,6.09999999999999,8.56853942823798,52.6336568214476,5.20000000000009,115.218728402303
,2023_02_28_0010_ev00020_rec0,0,121.628891313319,,111.20810325915,1.6638,6042,1.6638,2023_02_28_0010,20,,,4.71561961677888,33276,1.66305,0.700000000000145,no,4.71278581422813,0.650000000000039,7.5439734554004,-135.491226951032,0.0499999999998835,116.916105499091
,2023_02_28_0010_ev00021_rec0,0,122.888603352749,,110.621967114225,1.77895,6043,1.77895,2023_02_28_0010,21,,,5.63306783310488,35579,1.77875,0.199999999999978,no,6.97032640095399,0.149999999999872,7.38665107034253,-117.053563781953,0,115.918276951795
,2023_02_28_0010_ev00022_rec0,0,112.460939787449,,13111.2056103862,1.9088,6044,1.91065,2023_02_28_0010,22,,,258743.046034936,38213,1.9054,3.14999999999999,no,4.66567735633356,31.65,-13003.9976139019,20.4063661269886,30,107.795262431116
,2023_02_28_0010_ev00023_rec0,0,118.301254277215,,110.611767869843,2.00665,6045,2.00665,2023_02_28_0010,23,,,3.69912015557739,40133,2.00635,0.200000000000422,no,8.01719354746336,0.0500000000003276,2.59033644967618,20.4871274459462,0,110.284060729752
,2023_02_28_0010_ev00024_rec0,0,120.680709725491,,-55011.4737107547,2.1138,6046,2.1138,2023_02_28_0010,24,,,187630.246586192,42276,2.11365,0.150000000000095,no,6.4291304059544,0.0499999999998835,55127.212491781,-87.1558598156548,0,114.251579319537
,2023_02_28_0010_ev00025_rec0,0,118.57164215001,,113.913317850344,2.2612,6047,2.26565,2023_02_28_0010,25,,,6.77112118954744,45313,2.2573,1.14999999999998,no,7.32386417038559,11.7500000000001,3.8366490583643,133.663366029014,29.9999999999998,111.247777979624
,2023_02_28_0010_ev00026_rec0,0,120.351594121038,,106.586672152899,2.4037,6048,2.4037,2023_02_28_0010,26,,,12.3893533255609,48074,2.4034,0.150000000000095,no,5.18517698626231,0.0999999999997669,8.56910945747355,-160.109627214415,0,115.166417134776
,2023_02_28_0010_ev00027_rec0,0,121.176404733346,,90035.2105955899,2.4744,6049,2.48725,2023_02_28_0010,27,,,741377.499901882,49745,2.4669,7.49999999999984,no,110.575475781544,20.3500000000001,-89924.4310658479,5076.52746840151,0,10.6009289518021
,2023_02_28_0010_ev00028_rec0,0,117.378647387863,,96.3076424159752,2.61425,6050,2.61455,2023_02_28_0010,28,,,69.7413481287071,52291,2.6142,0.0499999999998835,no,2.73739385405926,4.04999999999989,20.850223871464,-40.2448104370172,5.19999999999987,114.641253533803
,2023_02_28_0010_ev00029_rec0,0,119.295413534536,,114.148764963601,2.65565,6051,2.6569,2023_02_28_0010,29,,,3.03443917583524,53138,2.65425,0.249999999999861,no,3.09612952914944,1.45000000000017,3.44696667739765,-50.2534498978275,0.249999999999861,116.199284005387
,2023_02_28_0010_ev00030_rec0,0,124.375422727743,,115.023582039119,2.72105,6052,2.72105,2023_02_28_0010,30,,,6.47064097999951,54421,2.7206,0.100000000000211,no,3.9246039420463,0.250000000000306,7.24101984951655,-115.995255504866,0.349999999999628,120.450818785697
,2023_02_28_0010_ev00031_rec0,0,115.554658087771,,110.265632936314,2.74895,6053,2.7495,2023_02_28_0010,31,,,13.1625476520863,54990,2.74875,0.199999999999978,no,5.01386515468636,9.19999999999988,5.38454835747523,59.4971480016022,12.2,110.540792933085
,2023_02_28_0010_ev00032_rec0,0,117.592584796124,,110.772883892626,2.7854,6054,2.7854,2023_02_28_0010,32,,,9.11051995658443,55708,2.78505,0.299999999999745,no,3.13613661329832,0.0499999999998835,4.98201049937642,-66.2086036067636,0.250000000000306,114.456448182826
,2023_02_28_0010_ev00033_rec0,0,124.290925892409,,113.435983728835,2.86635,6055,2.86845,2023_02_28_0010,33,,,1.3612532001419,57369,2.8629,0.350000000000072,no,11.7373689182113,2.00000000000022,7.31555070414512,62.7606123587782,0.99999999999989,112.553556974198
,2023_02_28_0010_ev00034_rec0,0,117.096990600284,,45187.3114098174,2.9013,6056,2.9013,2023_02_28_0010,34,,,315144.744434917,58026,2.90115,0.0499999999998835,no,3.33237606877137,30.1,-45077.0374215964,-40.2493738154554,30.0000000000002,113.764614531513
,2023_02_28_0010_ev00035_rec0,0,117.453496293281,,112.057093352975,2.9256,6057,2.9256,2023_02_28_0010,35,,,4.97738871696181,58512,2.92515,0.350000000000072,no,2.48431567842296,0.900000000000123,4.59911727333246,-63.8899153496106,0.900000000000123,114.969180614858
,2023_02_28_0010_ev00036_rec0,0,123.729052560113,,9090.81429149035,3.00365,6058,3.0047,2023_02_28_0010,36,,,199545.516028421,60094,3.0029,0.450000000000284,no,4.43177399364332,31.3000000000003,-8972.26054593509,2.53071419001506,30.0000000000002,119.29727856647
,2023_02_28_0010_ev00037_rec0,0,126.10014391009,,114.291128444687,3.17625,6059,3.17635,2023_02_28_0010,37,,,12.2574167419714,63527,3.17615,0.0499999999998835,no,3.40638259910125,0.0499999999998835,7.09816004807653,-172.415956950877,0,122.693761310989
,2023_02_28_0010_ev00038_rec0,0,129.276656389768,,119.984175251518,3.2197,6060,3.2218,2023_02_28_0010,38,,,2.11381561858324,64436,3.2167,0.950000000000006,no,10.5882594302804,2.69999999999992,3.39315191215672,63.8997753393546,0.55000000000005,118.688396959487
,2023_02_28_0010_ev00039_rec0,0,118.080248169751,,117.197001635035,3.2459,6061,3.24605,2023_02_28_0010,39,,,6.08620989771652,64921,3.24535,0.55000000000005,no,4.18961412859451,30.5499999999999,4.6039995117268,131.103574798221,29.9999999999998,113.890634041157
,2023_02_28_0010_ev00040_rec0,0,116.852989511232,,114.603388001723,3.43155,6062,3.4317,2023_02_28_0010,40,,,0.12238318280816,68634,3.4313,0.0999999999997669,no,2.117280733862,0.449999999999839,1.82269122672827,-3.06668157834299,0.0999999999997669,114.73570877737
,2023_02_28_0010_ev00041_rec0,0,124.168072326622,,-10330.8435259158,3.5269,6063,3.52715,2023_02_28_0010,41,,,36645.848601617,70543,3.5255,0.299999999999745,no,5.18582569716536,1.45000000000017,10450.3828314191,-107.859322632196,0,118.982246629457
,2023_02_28_0010_ev00042_rec0,0,119.789357686842,,80984.2250493663,3.58625,6064,3.58645,2023_02_28_0010,42,,,462901.252586573,71729,3.58615,0.100000000000211,no,3.81190406441613,20.8499999999998,-80869.97952178,27.6551259035612,17.9999999999998,115.977453622426
,2023_02_28_0010_ev00043_rec0,0,116.192118134086,,116.10294827228,3.63835,6065,3.63835,2023_02_28_0010,43,,,2.29523088545873,72767,3.63795,0.399999999999956,no,3.59754529802743,30.4000000000002,3.02629218270842,114.801006058684,30.0000000000002,112.594572836059
,2023_02_28_0010_ev00044_rec0,0,128.920199460537,,114.759307893163,3.7263,6066,3.7263,2023_02_28_0010,44,,,6.98212340550318,74526,3.7261,0.0499999999998835,no,5.79796881717196,0.300000000000189,11.5788603976329,-170.917514275229,0.700000000000145,123.122230643365
