corrected_baseline_pA,event_id,Record,Peak..pA.,corrected_amplitude_pA,Decay.Fit.b0,rise_max_time,event_entry_number,Event.Time..s.,file_prefix,Event.Number,corrected_baseline_index,corrected_baseline_time,Decay.Fit.Tau..ms.,event_index,baseline_time,Rise.Time..ms.,noise,Amplitude..pA.,Half.Width..ms.,Decay.Fit.b1,AUC..pA.ms.,Decay.Time..ms.,Baseline..pA.
,2026_01_20_0024_ev00001_rec0,0,245.72249652602,,8755.31224282242,0.0844,326779,0.0844,2026_01_20_0024,1,,,295232.555023749,1688,0.08425,0.100000000000017,no,7.27756521689798,30.1,-8521.59603365042,-129.028475968384,30,238.444931309122
,2026_01_20_0024_ev00002_rec0,0,243.776873001482,,238.435677496333,0.1288,326780,0.12895,2026_01_20_0024,2,,,2.32002862032066,2579,0.12775,0.300000000000022,no,3.1221775199607,1.09999999999999,4.05975261469243,-56.7348900167559,0.450000000000006,240.654695481521
,2026_01_20_0024_ev00003_rec0,0,242.970242531692,,-20402.9219900681,0.20315,326781,0.20315,2026_01_20_0024,3,,,68514.4390792544,4063,0.20285,0.299999999999995,no,2.76420995640279,3.75,20645.5740768544,-61.1969399757021,4.70000000000001,240.206032575289
,2026_01_20_0024_ev00004_rec0,0,251.83929331779,,238.099813352957,0.27785,326782,0.27915,2026_01_20_0024,4,,,9.246066369677,5583,0.2759,0.700000000000034,no,7.72923230688826,1.29999999999997,10.3700964670595,-77.8343822320294,1.45000000000001,244.110061010902
,2026_01_20_0024_ev00005_rec0,0,243.839762907744,,239.437966838391,0.34615,326783,0.34625,2026_01_20_0024,5,,,1.5069045532416,6925,0.34595,0.099999999999989,no,2.1122569784855,0.250000000000028,3.44967787411539,-62.9541705562737,0.200000000000033,241.727505929259
,2026_01_20_0024_ev00006_rec0,0,257.898610646107,,249.683378493728,0.4824,326784,0.48495,2026_01_20_0024,6,,,5.22490224997514,9699,0.47085,11.2,no,15.7021057860865,25.55,7.7431552022501,416.934587271272,30,242.196504860021
,2026_01_20_0024_ev00007_rec0,0,252.297607715886,,45271.5987589889,0.5216,326785,0.5227,2026_01_20_0024,7,,,232827.268006615,10454,0.521,0.600000000000045,no,4.12472127999447,16.25,-45024.2006137449,72.7987005243892,11.9,248.172886435892
,2026_01_20_0024_ev00008_rec0,0,249.21777088433,,233.321015237279,0.59945,326786,0.59965,2026_01_20_0024,8,,,71.2572728464115,11993,0.59595,1.49999999999995,no,3.17028330000454,3.29999999999997,14.3937969336124,-20.5721018773397,2.50000000000006,246.047487584325
,2026_01_20_0024_ev00009_rec0,0,248.029320563547,,241.965078320121,0.61525,326787,0.61525,2026_01_20_0024,9,,,6.56111863441859,12305,0.6147,0.0499999999999945,no,4.12841320697569,1.8999999999999,5.09777633615444,-23.2635615802039,2.54999999999994,243.900907356572
,2026_01_20_0024_ev00010_rec0,0,246.189034093458,,-53589.4830044408,0.6484,326788,0.6484,2026_01_20_0024,10,,,216114.872252765,12968,0.6481,0.300000000000078,no,3.2236847495779,0.0499999999999945,53832.3156574537,-115.474073739457,0,242.96534934388
,2026_01_20_0024_ev00011_rec0,0,238.765523245593,,234.074580154565,0.69855,326789,0.69865,2026_01_20_0024,11,,,3.83535180365867,13973,0.6974,0.950000000000006,no,2.70849832560398,2.50000000000006,5.72712220345063,-33.9338589856271,2.49999999999995,236.057024919989
,2026_01_20_0024_ev00012_rec0,0,250.676302188525,,238.387390462731,0.7599,326790,0.7599,2026_01_20_0024,12,,,3.04232267427462,15198,0.75605,0.399999999999956,no,10.0788350567866,2.54999999999994,5.56263036683598,-45.549412693575,0,240.597467131738
,2026_01_20_0024_ev00013_rec0,0,248.106755137016,,235.922870823835,0.7839,326791,0.784,2026_01_20_0024,13,,,7.76471819839007,15680,0.7837,0.199999999999978,no,11.0329118671814,0.650000000000039,7.11468038876145,21.1403745577684,2.39999999999996,237.073843269835
,2026_01_20_0024_ev00014_rec0,0,242.008176671501,,233.697595841995,0.8068,326792,0.8068,2026_01_20_0024,14,,,4.62802409154806,16136,0.8065,0.149999999999983,no,5.77784882097015,0.549999999999939,5.87559828653636,-47.8436615078103,1.05,236.230327850531
,2026_01_20_0024_ev00015_rec0,0,249.804322838517,,263.260007489021,0.8602,326793,0.86095,2026_01_20_0024,15,,,30.7325604117997,17219,0.8541,3.25000000000009,no,6.30741536280482,15.35,-24.6659261571847,127.363847600111,10.65,243.496907475712
,2026_01_20_0024_ev00016_rec0,0,258.06343781571,,-17408.1811789303,0.9077,326794,0.90875,2026_01_20_0024,16,,,109015.791090269,18175,0.9069,0.800000000000023,no,6.30947522490979,23.55,17666.6341890542,139.947223187442,26.9499999999999,251.753962590801
,2026_01_20_0024_ev00017_rec0,0,256.626291424445,,228.644062355789,0.997,326795,0.99965,2026_01_20_0024,17,,,32.19211026702,19993,0.9959,0.649999999999817,no,8.86404202492815,1.79999999999991,24.0626584175312,-95.2739013210339,2.30000000000008,247.762249399517
,2026_01_20_0024_ev00018_rec0,0,249.069781202403,,241.516895708808,1.11625,326796,1.11635,2026_01_20_0024,18,,,4.93037811289108,22327,1.1158,0.099999999999989,no,3.09111457767088,1.54999999999994,7.69516752174861,-94.7712731752827,1.54999999999994,245.978666624732
,2026_01_20_0024_ev00019_rec0,0,256.851489181755,,243.062293888423,1.20625,326797,1.2067,2026_01_20_0024,19,,,14.8617289140894,24134,1.2023,3.84999999999991,no,14.5346151765342,13.15,14.488974284382,244.735064090426,16.95,242.31687400522
,2026_01_20_0024_ev00020_rec0,0,249.565513434321,,242.289206766264,1.2531,326798,1.2531,2026_01_20_0024,20,,,2.20959228355697,25062,1.2524,0.699999999999923,no,4.4565977995677,0.650000000000039,5.59485663145906,-70.012265122534,0.499999999999945,245.108915634753
,2026_01_20_0024_ev00021_rec0,0,251.956631350414,,-89450.77042596,1.3662,326799,1.3673,2026_01_20_0024,21,,,211000.188883236,27346,1.3657,0.350000000000072,no,3.40976832427896,3.05,89701.8968540731,-112.275186188811,3.09999999999988,248.546863026135
,2026_01_20_0024_ev00022_rec0,0,247.27548886667,,42214.3036103445,1.67965,326800,1.67965,2026_01_20_0024,22,,,362061.549808949,33593,1.6793,0.350000000000072,no,2.75160081563848,30.3500000000001,-41972.0872854123,-15.8108565403087,28.6999999999999,244.523888051032
,2026_01_20_0024_ev00023_rec0,0,256.029123368066,,-5086.6539767411,1.78055,326801,1.78095,2026_01_20_0024,23,,,26724.4461226161,35619,1.77775,2.49999999999995,no,4.20404779772872,1.84999999999991,5336.81296093481,-138.707217107692,0,251.825075570337
,2026_01_20_0024_ev00024_rec0,0,300.960706022323,,242.148439535829,1.91035,326802,1.91075,2026_01_20_0024,24,,,25.0662577862707,38215,1.89965,9.59999999999983,no,53.8421756401189,24.3,60.6883049300329,1328.46662954216,22.3500000000001,247.118530382204
,2026_01_20_0024_ev00025_rec0,0,273.823414985889,,224.991217832265,1.9484,326803,1.9485,2026_01_20_0024,25,,,46.8038938181759,38970,1.94765,0.600000000000156,no,8.2422432410529,3.89999999999979,48.2839857348512,-144.448159547799,4.75000000000003,265.581171744836
,2026_01_20_0024_ev00026_rec0,0,258.65712636798,,248.717517257333,2.01845,326804,2.0187,2026_01_20_0024,26,,,14.8643594151775,40374,2.0175,0.0499999999998835,no,2.07367980157437,0.700000000000145,7.39733584200102,-140.686853748115,0,256.583446566406
,2026_01_20_0024_ev00027_rec0,0,262.353886628971,,252.70988290392,2.09295,326805,2.0932,2026_01_20_0024,27,,,1e-07,41864,2.09285,0.0999999999997669,no,3.41818563798211,0.150000000000095,9.64320687447535,-186.521279643926,0,258.935700990988
,2026_01_20_0024_ev00028_rec0,0,294.976856988655,,242.77463603248,2.1262,326806,2.1331,2026_01_20_0024,28,,,13.9347143507551,42662,2.12165,3.49999999999984,no,43.0943622793855,18.6000000000002,58.7194022244045,845.562156655114,11.8499999999999,251.88249470927
,2026_01_20_0024_ev00029_rec0,0,254.92369657036,,250.077287926593,2.18085,326807,2.18125,2026_01_20_0024,29,,,4.43448186635782,43625,2.1804,0.100000000000211,no,4.27763494265324,4.29999999999975,6.06251552684508,13.7732390676631,4.59999999999994,250.646061627707
,2026_01_20_0024_ev00030_rec0,0,254.744301972383,,20330.8661630244,2.1969,326808,2.1969,2026_01_20_0024,30,,,230958.136603566,43938,2.1965,0.350000000000072,no,4.3399866519141,28.7000000000002,-20080.7611045798,31.473566693061,21.9,250.404315320469
,2026_01_20_0024_ev00031_rec0,0,258.436464997626,,-81606.8289123482,2.50575,326809,2.509,2026_01_20_0024,31,,,339792.022958039,50180,2.50465,1.05000000000022,no,3.40444862654641,12.4,81866.1170472063,29.5365564504639,12.4499999999999,255.032016371079
,2026_01_20_0024_ev00032_rec0,0,259.11060072752,,265.292959991681,2.52755,326810,2.5277,2026_01_20_0024,32,,,26.3316635478035,50554,2.5274,0.150000000000095,no,3.3547082667574,12.4999999999997,-12.60882054852,61.4039975290937,11.0000000000001,255.755892460762
,2026_01_20_0024_ev00033_rec0,0,260.694642010453,,247.197085222671,2.54225,326811,2.5446,2026_01_20_0024,33,,,15.5803323942757,50892,2.54085,1.39999999999985,no,8.29052367512136,15.8499999999999,20.6617880090986,149.748497117325,14.2499999999997,252.404118335331
,2026_01_20_0024_ev00034_rec0,0,260.756206931285,,248.755754641073,2.5823,326812,2.5824,2026_01_20_0024,34,,,7.52099417626449,51648,2.5818,0.299999999999745,no,8.10239090332126,1.14999999999998,8.71883440313434,-50.3676590395144,1.74999999999992,252.653816027963
,2026_01_20_0024_ev00035_rec0,0,246.413450652529,,244.769766435687,2.64205,326813,2.64215,2026_01_20_0024,35,,,1.10763898780559,52843,2.64175,0.300000000000189,no,2.90571496299893,2.80000000000014,1.78580817406716,41.3430407871991,30.0000000000002,243.50773568953
,2026_01_20_0024_ev00036_rec0,0,409.362757813432,,178.915730485724,2.71455,326814,2.7191,2026_01_20_0024,36,,,48.1886918558451,54382,2.7099,4,no,163.260762151356,28.5000000000002,230.541511718448,4248.66848868382,28.5000000000002,246.101995662076
,2026_01_20_0024_ev00037_rec0,0,259.762220902166,,41854.2426084294,2.8653,326815,2.86535,2026_01_20_0024,37,,,280372.370672977,57307,2.86525,0.0500000000003276,no,2.837910097438,30.0499999999997,-41601.1350356991,-47.5996211436133,29.9999999999998,256.924310804728
,2026_01_20_0024_ev00038_rec0,0,353.053380348675,,264.7575522684,2.9225,326816,2.92395,2026_01_20_0024,38,,,18.0746903786689,58479,2.91315,9.10000000000011,no,93.5102487734414,23.6500000000004,89.915690104456,2279.86594462891,20.2,259.543131575234
,2026_01_20_0024_ev00039_rec0,0,257.74787445362,,246.075357450027,3.0628,326817,3.06305,2026_01_20_0024,39,,,7.28845256576101,61261,3.06,1.59999999999982,no,6.2736710100292,2.25000000000009,10.4495030850321,-79.4498506166612,2.2000000000002,251.474203443591
,2026_01_20_0024_ev00040_rec0,0,247.600982545946,,234.585371779199,3.1059,326818,3.1059,2026_01_20_0024,40,,,24.7147203460554,62118,3.1053,0.599999999999934,no,4.24164434202686,5.24999999999975,13.4376830222877,-27.685581249169,6.45000000000007,243.359338203919
,2026_01_20_0024_ev00041_rec0,0,246.608106625419,,238.595724428578,3.14055,326819,3.14055,2026_01_20_0024,41,,,7.34640778221193,62811,3.1404,0.150000000000095,no,4.0934071345782,0.100000000000211,4.12996210267404,-87.6923945354115,0,242.514699490841
,2026_01_20_0024_ev00042_rec0,0,241.083817688298,,39027.9684342327,3.40515,326820,3.40515,2026_01_20_0024,42,,,264728.072372782,68103,3.40495,0.199999999999978,no,4.32142576411511,21.8999999999996,-38792.2266193934,36.327736491735,17.8999999999996,236.762391924182
