"Event.Number","Record","Event.Time..s.","Baseline..pA.","Peak..pA.","Amplitude..pA.","Rise.Time..ms.","Half.Width..ms.","Decay.Time..ms.","Decay.Fit.b0","Decay.Fit.b1","Decay.Fit.Tau..ms.","AUC..pA.ms.","rise_max_time","baseline_time","event_index","file_prefix","event_id","noise","event_entry_number"
1,0,0.00544999999999999,108.470697584046,114.714279232611,6.2435816485648,0.200000000000002,0.0999999999999994,0,101.673614810576,6.24109178751352,3.40682481838998,-182.290674399209,0.00544999999999999,0.00524999999999999,109,"2023_02_28_0009","2023_02_28_0009_ev00001_rec0","no",5031
2,0,0.10855,98.3528667988569,101.410850612606,3.05798381374936,1.3,32.75,30,100.960874177971,4.12383675821966,7.06743058141878,129.143390362468,0.1051,0.1038,2171,"2023_02_28_0009","2023_02_28_0009_ev00002_rec0","no",5032
3,0,0.1507,102.977783371531,106.543639884265,3.56585651273386,0.0500000000000222,0.5,1.19999999999998,95.275087937823,9.62835030632506,18.7267243575789,-86.3295054759702,0.1507,0.1503,3014,"2023_02_28_0009","2023_02_28_0009_ev00003_rec0","no",5033
4,0,0.31795,102.047699717543,107.359700792293,5.31200107474965,0.450000000000006,2.85000000000002,2.40000000000001,99.9780383737076,7.02437420963181,4.31628677923213,-23.8053126166045,0.3179,0.3149,6359,"2023_02_28_0009","2023_02_28_0009_ev00004_rec0","no",5034
5,0,0.37345,100.879284802329,107.847350717384,6.96806591505532,0.0499999999999945,0.099999999999989,0,98.7008108195094,4.11467177587713,4.62767755266442,-46.012036848337,0.37345,0.3731,7469,"2023_02_28_0009","2023_02_28_0009_ev00005_rec0","no",5035
6,0,0.47,103.65438109547,106.801694866956,3.14731377148529,0.0499999999999945,0.099999999999989,0,97.0989642555853,7.43697069438565,11.0162109379002,-120.040944596812,0.47,0.46985,9400,"2023_02_28_0009","2023_02_28_0009_ev00006_rec0","no",5036
7,0,0.54805,99.9522651988143,103.196649587786,3.24438438897195,0.349999999999961,1.09999999999999,1.24999999999997,98.8054209106735,4.21934426631145,2.15241297877256,-23.8783661679353,0.54805,0.5477,10961,"2023_02_28_0009","2023_02_28_0009_ev00007_rec0","no",5037
8,0,0.6407,102.90082250884,106.826961027862,3.92613851902175,0.299999999999967,3.09999999999999,4.24999999999998,101.261810330855,4.93731799243293,9.10627061001667,-4.68116826117029,0.6407,0.6404,12814,"2023_02_28_0009","2023_02_28_0009_ev00008_rec0","no",5038
9,0,0.99005,107.863113133873,110.109094019184,2.24598088531113,0.499999999999945,2.04999999999989,0.150000000000095,103.314139367167,5.56138941070657,4.54023509158304,-111.506814758666,0.98955,0.98755,19801,"2023_02_28_0009","2023_02_28_0009_ev00009_rec0","no",5039
10,0,1.30135,102.520130829714,105.944657677932,3.42452684821792,0.0499999999998835,0.650000000000039,1.70000000000003,97.0574097735056,7.36142962363339,19.0248000596277,-52.2081662178226,1.30125,1.3012,26027,"2023_02_28_0009","2023_02_28_0009_ev00010_rec0","no",5040
