"matched_baseline_rows","file","start_sample","time_noise","return_sample","sweep","Event_Time","Record","event_time","baseline_current","peak_current","amplitude","event_id","noise","event_index","file_prefix","baseline_time","event_entry_number","corrected_baseline_index","corrected_baseline_time","corrected_baseline_pA","corrected_amplitude_pA"
"[{'Event.Number': '488', 'Record': '3', 'Event.Time..s.': '85.2526', 'Baseline..pA.': '62.8662071228027', 'Peak..pA.': '-40.8935508728027', 'Amplitude..pA.': '-103.759757995605', 'Rise.Time..ms.': '2.09999999999866', 'Half.Width..ms.': '35.8499999999964', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-35.6765072452153', 'Decay.Fit.b1': '-11.188613588155', 'Decay.Fit.Tau..ms.': '4.78200513090957', 'AUC..pA.ms.': '-3603.85112295747', 'rise_max_time': '85.2487', 'baseline_time': '85.24655', 'event_index': '205052', 'file_prefix': '2024_08_27_0013', 'event_id': '2024_08_27_0013_ev00488_rec3', 'noise': 'no', 'event_entry_number': '207260', 'corrected_baseline_index': 204948, 'corrected_baseline_time': np.float64(85.2474), 'corrected_baseline_pA': np.float64(-113.52538299560547), 'corrected_amplitude_pA': np.float64(72.63183212280276)}]","2024_08_27_0013.abf",204931,"[np.float64(85.24655), np.float64(85.2466), np.float64(85.24665), np.float64(85.2467), np.float64(85.24675), np.float64(85.2468), np.float64(85.24685), np.float64(85.2469)]",204938,3,"488","3","85.2526","62.8662071228027","-40.8935508728027","-103.759757995605","2024_08_27_0013_ev00488_rec3","no","205052","2024_08_27_0013","85.24655","207260","204948","85.2474","-113.52538299560547","72.63183212280276"
"[{'Event.Number': '242', 'Record': '2', 'Event.Time..s.': '60.8761', 'Baseline..pA.': '-7.67299048105876', 'Peak..pA.': '-64.0869140625', 'Amplitude..pA.': '-56.4139235814412', 'Rise.Time..ms.': '1.10000000000099', 'Half.Width..ms.': '31.8999999999932', 'Decay.Time..ms.': '29.999999999994', 'Decay.Fit.b0': '-45.0885595594611', 'Decay.Fit.b1': '-16.2519403638922', 'Decay.Fit.Tau..ms.': '3.10025191050871', 'AUC..pA.ms.': '-1256.91867940426', 'rise_max_time': '60.87555', 'baseline_time': '60.8742', 'event_index': '217522', 'file_prefix': '2024_08_27_0014', 'event_id': '2024_08_27_0014_ev00242_rec2', 'noise': 'no', 'event_entry_number': '207590', 'corrected_baseline_index': 217494, 'corrected_baseline_time': np.float64(60.8747), 'corrected_baseline_pA': np.float64(-40.893550872802734), 'corrected_amplitude_pA': np.float64(-23.193363189697266)}]","2024_08_27_0014.abf",217478,"[np.float64(60.8739), np.float64(60.87395), np.float64(60.873999999999995), np.float64(60.87405), np.float64(60.8741), np.float64(60.87415), np.float64(60.8742)]",217484,2,"242","2","60.8761","-7.67299048105876","-64.0869140625","-56.4139235814412","2024_08_27_0014_ev00242_rec2","no","217522","2024_08_27_0014","60.8742","207590","217494","60.8747","-40.893550872802734","-23.193363189697266"
"[{'Event.Number': '319', 'Record': '3', 'Event.Time..s.': '85.3026', 'Baseline..pA.': '-17.351420538766', 'Peak..pA.': '-77.5146484375', 'Amplitude..pA.': '-60.163227898734', 'Rise.Time..ms.': '4.85000000000468', 'Half.Width..ms.': '33.0000000000013', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-54.6819536353494', 'Decay.Fit.b1': '-23.078904408448', 'Decay.Fit.Tau..ms.': '1.62625521623118', 'AUC..pA.ms.': '-1359.78912810598', 'rise_max_time': '85.3022', 'baseline_time': '85.29735', 'event_index': '206052', 'file_prefix': '2024_08_27_0014', 'event_id': '2024_08_27_0014_ev00319_rec3', 'noise': 'no', 'event_entry_number': '207667', 'corrected_baseline_index': 205957, 'corrected_baseline_time': np.float64(85.29785), 'corrected_baseline_pA': np.float64(-49.438472747802734), 'corrected_amplitude_pA': np.float64(-28.076175689697266)}]","2024_08_27_0014.abf",205942,"[np.float64(85.2971), np.float64(85.29715), np.float64(85.2972), np.float64(85.29725), np.float64(85.29729999999999), np.float64(85.29735)]",205947,3,"319","3","85.3026","-17.351420538766","-77.5146484375","-60.163227898734","2024_08_27_0014_ev00319_rec3","no","206052","2024_08_27_0014","85.29735","207667","205957","85.29785","-49.438472747802734","-28.076175689697266"
"[{'Event.Number': '62', 'Record': '0', 'Event.Time..s.': '10.1812', 'Baseline..pA.': '61.0932811555408', 'Peak..pA.': '-98.8769454956055', 'Amplitude..pA.': '-159.970226651146', 'Rise.Time..ms.': '0.0999999999997669', 'Half.Width..ms.': '52.5500000000001', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-75.7443191278628', 'Decay.Fit.b1': '-23.6819299346821', 'Decay.Fit.Tau..ms.': '4.19751564537482', 'AUC..pA.ms.': '-7440.09795277459', 'rise_max_time': '10.1587', 'baseline_time': '10.1586', 'event_index': '203624', 'file_prefix': '2024_08_27_0015', 'event_id': '2024_08_27_0015_ev00062_rec0', 'noise': 'no', 'event_entry_number': '207775', 'corrected_baseline_index': 203184, 'corrected_baseline_time': np.float64(10.159199999999998), 'corrected_baseline_pA': np.float64(-77.5146484375), 'corrected_amplitude_pA': np.float64(-21.362297058105497)}]","2024_08_27_0015.abf",203167,"[np.float64(10.158349999999999), np.float64(10.158399999999999), np.float64(10.158449999999998), np.float64(10.158499999999998), np.float64(10.15855), np.float64(10.1586), np.float64(10.15865), np.float64(10.1587)]",203174,0,"62","0","10.1812","61.0932811555408","-98.8769454956055","-159.970226651146","2024_08_27_0015_ev00062_rec0","no","203624","2024_08_27_0015","10.1586","207775","203184","10.159199999999998","-77.5146484375","-21.362297058105497"
"[{'Event.Number': '325', 'Record': '1', 'Event.Time..s.': '35.3271', 'Baseline..pA.': '90.3901552926926', 'Peak..pA.': '-75.0732421875', 'Amplitude..pA.': '-165.463397480193', 'Rise.Time..ms.': '1.30000000000052', 'Half.Width..ms.': '55.2500000000009', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-57.6226995597862', 'Decay.Fit.b1': '-9.49626983545956', 'Decay.Fit.Tau..ms.': '16.5662439689156', 'AUC..pA.ms.': '-8360.15860240233', 'rise_max_time': '35.30315', 'baseline_time': '35.30185', 'event_index': '206542', 'file_prefix': '2024_08_27_0015', 'event_id': '2024_08_27_0015_ev00325_rec1', 'noise': 'no', 'event_entry_number': '208038', 'corrected_baseline_index': 206048, 'corrected_baseline_time': np.float64(35.3024), 'corrected_baseline_pA': np.float64(-50.048824310302734), 'corrected_amplitude_pA': np.float64(-25.024417877197266)}]","2024_08_27_0015.abf",206031,"[np.float64(35.30155), np.float64(35.30159999999999), np.float64(35.301649999999995), np.float64(35.3017), np.float64(35.30175), np.float64(35.3018), np.float64(35.301849999999995), np.float64(35.301899999999996)]",206038,1,"325","1","35.3271","90.3901552926926","-75.0732421875","-165.463397480193","2024_08_27_0015_ev00325_rec1","no","206542","2024_08_27_0015","35.30185","208038","206048","35.3024","-50.048824310302734","-25.024417877197266"
"[{'Event.Number': '928', 'Record': '1', 'Event.Time..s.': '35.9346', 'Baseline..pA.': '-133.260080428351', 'Peak..pA.': '-203.857406616211', 'Amplitude..pA.': '-70.5973261878604', 'Rise.Time..ms.': '0.349999999997408', 'Half.Width..ms.': '31.8499999999986', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-175.75948042426', 'Decay.Fit.b1': '-30.3534674212441', 'Decay.Fit.Tau..ms.': '3.71663257271832', 'AUC..pA.ms.': '-1511.31424733571', 'rise_max_time': '35.93305', 'baseline_time': '35.9327', 'event_index': '218692', 'file_prefix': '2026_01_13_0017', 'event_id': '2026_01_13_0017_ev00928_rec1', 'noise': 'no', 'event_entry_number': '247356', 'corrected_baseline_index': 218665, 'corrected_baseline_time': np.float64(35.93325), 'corrected_baseline_pA': np.float64(-202.94187927246094), 'corrected_amplitude_pA': np.float64(-0.9155273437500568)}]","2026_01_13_0017.abf",218649,"[np.float64(35.932449999999996), np.float64(35.9325), np.float64(35.93255), np.float64(35.932599999999994), np.float64(35.932649999999995), np.float64(35.9327), np.float64(35.93275)]",218655,1,"928","1","35.9346","-133.260080428351","-203.857406616211","-70.5973261878604","2026_01_13_0017_ev00928_rec1","no","218692","2026_01_13_0017","35.9327","247356","218665","35.93325","-202.94187927246094","-0.9155273437500568"
"[{'Event.Number': '951', 'Record': '2', 'Event.Time..s.': '61.5498', 'Baseline..pA.': '128.406336398352', 'Peak..pA.': '198.059066772461', 'Amplitude..pA.': '69.6527303741092', 'Rise.Time..ms.': '9.39999999999941', 'Half.Width..ms.': '40.300000000002', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '189.365466567912', 'Decay.Fit.b1': '12.8880303237767', 'Decay.Fit.Tau..ms.': '1.19640046695965', 'AUC..pA.ms.': '2366.52631255502', 'rise_max_time': '61.54745', 'baseline_time': '61.53805', 'event_index': '230996', 'file_prefix': '2026_01_13_0024', 'event_id': '2026_01_13_0024_ev00951_rec2', 'noise': 'no', 'event_entry_number': '258435', 'corrected_baseline_index': 230771, 'corrected_baseline_time': np.float64(61.53855), 'corrected_baseline_pA': np.float64(168.76219177246094), 'corrected_amplitude_pA': np.float64(29.296875000000057)}]","2026_01_13_0024.abf",230755,"[np.float64(61.53775), np.float64(61.5378), np.float64(61.53785), np.float64(61.5379), np.float64(61.537949999999995), np.float64(61.538), np.float64(61.53805)]",230761,2,"951","2","61.5498","128.406336398352","198.059066772461","69.6527303741092","2026_01_13_0024_ev00951_rec2","no","230996","2026_01_13_0024","61.53805","258435","230771","61.53855","168.76219177246094","29.296875000000057"
"[{'Event.Number': '200', 'Record': '0', 'Event.Time..s.': '11.28455', 'Baseline..pA.': '-126.996714932578', 'Peak..pA.': '-160.21728515625', 'Amplitude..pA.': '-33.2205702236721', 'Rise.Time..ms.': '0.299999999999301', 'Half.Width..ms.': '30.899999999999', 'Decay.Time..ms.': '29.9999999999994', 'Decay.Fit.b0': '-152.754200700723', 'Decay.Fit.b1': '-6.32240008476279', 'Decay.Fit.Tau..ms.': '3.11851799007348', 'AUC..pA.ms.': '-818.836958835806', 'rise_max_time': '11.28395', 'baseline_time': '11.28365', 'event_index': '225691', 'file_prefix': '2026_01_14_0036', 'event_id': '2026_01_14_0036_ev00200_rec0', 'noise': 'no', 'event_entry_number': '277023', 'corrected_baseline_index': 225684, 'corrected_baseline_time': np.float64(11.284199999999998), 'corrected_baseline_pA': np.float64(-155.6396484375), 'corrected_amplitude_pA': np.float64(-4.57763671875)}]","2026_01_14_0036.abf",225667,"[np.float64(11.283349999999999), np.float64(11.283399999999999), np.float64(11.283449999999998), np.float64(11.283499999999998), np.float64(11.283549999999998), np.float64(11.2836), np.float64(11.28365), np.float64(11.2837)]",225674,0,"200","0","11.28455","-126.996714932578","-160.21728515625","-33.2205702236721","2026_01_14_0036_ev00200_rec0","no","225691","2026_01_14_0036","11.28365","277023","225684","11.284199999999998","-155.6396484375","-4.57763671875"
"[{'Event.Number': '412', 'Record': '1', 'Event.Time..s.': '35.5293', 'Baseline..pA.': '-274.425663902646', 'Peak..pA.': '255.737289428711', 'Amplitude..pA.': '530.162953331357', 'Rise.Time..ms.': '0.0500000000016598', 'Half.Width..ms.': '1.55000000000172', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '88352.6556858942', 'Decay.Fit.b1': '-88105.5563196048', 'Decay.Fit.Tau..ms.': '483563.906744776', 'AUC..pA.ms.': '16531.2582188833', 'rise_max_time': '35.5278', 'baseline_time': '35.52775', 'event_index': '210586', 'file_prefix': '2026_01_20_0023', 'event_id': '2026_01_20_0023_ev00412_rec1', 'noise': 'no', 'event_entry_number': '326010', 'corrected_baseline_index': 210566, 'corrected_baseline_time': np.float64(35.528299999999994), 'corrected_baseline_pA': np.float64(255.73728942871094), 'corrected_amplitude_pA': np.float64(5.684341886080802e-14)}]","2026_01_20_0023.abf",210549,"[np.float64(35.527449999999995), np.float64(35.527499999999996), np.float64(35.52755), np.float64(35.52759999999999), np.float64(35.527649999999994), np.float64(35.527699999999996), np.float64(35.52775), np.float64(35.5278)]",210556,1,"412","1","35.5293","-274.425663902646","255.737289428711","530.162953331357","2026_01_20_0023_ev00412_rec1","no","210586","2026_01_20_0023","35.52775","326010","210566","35.528299999999994","255.73728942871094","5.684341886080802e-14"
"[{'Event.Number': '135', 'Record': '0', 'Event.Time..s.': '10.5591', 'Baseline..pA.': '189.877452941168', 'Peak..pA.': '244.750961303711', 'Amplitude..pA.': '54.873508362543', 'Rise.Time..ms.': '0.750000000000028', 'Half.Width..ms.': '33.8499999999993', 'Decay.Time..ms.': '29.9999999999994', 'Decay.Fit.b0': '-27185.1119466577', 'Decay.Fit.b1': '27427.2974922117', 'Decay.Fit.Tau..ms.': '94203.0902844354', 'AUC..pA.ms.': '1635.22254207021', 'rise_max_time': '10.55595', 'baseline_time': '10.5552', 'event_index': '211182', 'file_prefix': '2026_01_20_0024', 'event_id': '2026_01_20_0024_ev00135_rec0', 'noise': 'no', 'event_entry_number': '326913', 'corrected_baseline_index': 211115, 'corrected_baseline_time': np.float64(10.55575), 'corrected_baseline_pA': np.float64(242.91990661621094), 'corrected_amplitude_pA': np.float64(1.8310546875000568)}]","2026_01_20_0024.abf",211099,"[np.float64(10.55495), np.float64(10.555), np.float64(10.55505), np.float64(10.5551), np.float64(10.55515), np.float64(10.5552), np.float64(10.55525)]",211105,0,"135","0","10.5591","189.877452941168","244.750961303711","54.873508362543","2026_01_20_0024_ev00135_rec0","no","211182","2026_01_20_0024","10.5552","326913","211115","10.55575","242.91990661621094","1.8310546875000568"
"[{'Event.Number': '429', 'Record': '1', 'Event.Time..s.': '35.78185', 'Baseline..pA.': '98.2520606631324', 'Peak..pA.': '255.737289428711', 'Amplitude..pA.': '157.485228765578', 'Rise.Time..ms.': '0.0500000000016598', 'Half.Width..ms.': '34.0499999999935', 'Decay.Time..ms.': '29.999999999994', 'Decay.Fit.b0': '213.101619107846', 'Decay.Fit.b1': '40.3972017680578', 'Decay.Fit.Tau..ms.': '92.9799769764278', 'AUC..pA.ms.': '5105.55101668948', 'rise_max_time': '35.77785', 'baseline_time': '35.7778', 'event_index': '215637', 'file_prefix': '2026_01_20_0024', 'event_id': '2026_01_20_0024_ev00429_rec1', 'noise': 'no', 'event_entry_number': '327207', 'corrected_baseline_index': 215567, 'corrected_baseline_time': np.float64(35.778349999999996), 'corrected_baseline_pA': np.float64(255.73728942871094), 'corrected_amplitude_pA': np.float64(5.684341886080802e-14)}]","2026_01_20_0024.abf",215550,"[np.float64(35.777499999999996), np.float64(35.77755), np.float64(35.7776), np.float64(35.777649999999994), np.float64(35.777699999999996), np.float64(35.77775), np.float64(35.7778), np.float64(35.77785)]",215557,1,"429","1","35.78185","98.2520606631324","255.737289428711","157.485228765578","2026_01_20_0024_ev00429_rec1","no","215637","2026_01_20_0024","35.7778","327207","215567","35.778349999999996","255.73728942871094","5.684341886080802e-14"
"[{'Event.Number': '742', 'Record': '2', 'Event.Time..s.': '60.633', 'Baseline..pA.': '-386.526891980852', 'Peak..pA.': '253.906234741211', 'Amplitude..pA.': '640.433126722063', 'Rise.Time..ms.': '0.0499999999945544', 'Half.Width..ms.': '1.09999999999388', 'Decay.Time..ms.': '0.0500000000016598', 'Decay.Fit.b0': '248.841838811386', 'Decay.Fit.b1': '5.06680271965571', 'Decay.Fit.Tau..ms.': '1e-07', 'AUC..pA.ms.': '19713.0733240264', 'rise_max_time': '60.632', 'baseline_time': '60.63195', 'event_index': '212660', 'file_prefix': '2026_01_20_0024', 'event_id': '2026_01_20_0024_ev00742_rec2', 'noise': 'no', 'event_entry_number': '327520', 'corrected_baseline_index': 212649, 'corrected_baseline_time': np.float64(60.63245), 'corrected_baseline_pA': np.float64(251.46482849121094), 'corrected_amplitude_pA': np.float64(2.441406250000057)}]","2026_01_20_0024.abf",212633,"[np.float64(60.63165), np.float64(60.631699999999995), np.float64(60.63175), np.float64(60.6318), np.float64(60.63185), np.float64(60.6319), np.float64(60.63195)]",212639,2,"742","2","60.633","-386.526891980852","253.906234741211","640.433126722063","2026_01_20_0024_ev00742_rec2","no","212660","2026_01_20_0024","60.63195","327520","212649","60.63245","251.46482849121094","2.441406250000057"
"[{'Event.Number': '561', 'Record': '2', 'Event.Time..s.': '60.62415', 'Baseline..pA.': '-45.601975781577', 'Peak..pA.': '-90.3320236206055', 'Amplitude..pA.': '-44.7300478390285', 'Rise.Time..ms.': '0.299999999995748', 'Half.Width..ms.': '30.3499999999985', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-75.2143307767785', 'Decay.Fit.b1': '-14.0298672998297', 'Decay.Fit.Tau..ms.': '35.0361409684268', 'AUC..pA.ms.': '-1185.43346886124', 'rise_max_time': '60.6241', 'baseline_time': '60.6238', 'event_index': '212483', 'file_prefix': '2026_04_16_0010', 'event_id': '2026_04_16_0010_ev00561_rec2', 'noise': 'no', 'event_entry_number': '363120', 'corrected_baseline_index': 212487, 'corrected_baseline_time': np.float64(60.62435), 'corrected_baseline_pA': np.float64(-90.33202362060547), 'corrected_amplitude_pA': np.float64(-2.842170943040401e-14)}]","2026_04_16_0010.abf",212471,"[np.float64(60.62355), np.float64(60.623599999999996), np.float64(60.62365), np.float64(60.6237), np.float64(60.62375), np.float64(60.6238), np.float64(60.62385)]",212477,2,"561","2","60.62415","-45.601975781577","-90.3320236206055","-44.7300478390285","2026_04_16_0010_ev00561_rec2","no","212483","2026_04_16_0010","60.6238","363120","212487","60.62435","-90.33202362060547","-2.842170943040401e-14"
"[{'Event.Number': '703', 'Record': '2', 'Event.Time..s.': '61.83125', 'Baseline..pA.': '60.4538644154867', 'Peak..pA.': '107.421867370605', 'Amplitude..pA.': '46.9680029551188', 'Rise.Time..ms.': '1.34999999999508', 'Half.Width..ms.': '49.9499999999955', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '105.067890863616', 'Decay.Fit.b1': '3.4734671958006', 'Decay.Fit.Tau..ms.': '1.22157202673836', 'AUC..pA.ms.': '2202.87925651868', 'rise_max_time': '61.81265', 'baseline_time': '61.8113', 'event_index': '236625', 'file_prefix': '2026_04_16_0018', 'event_id': '2026_04_16_0018_ev00703_rec2', 'noise': 'no', 'event_entry_number': '368959', 'corrected_baseline_index': 236236, 'corrected_baseline_time': np.float64(61.8118), 'corrected_baseline_pA': np.float64(99.48729705810547), 'corrected_amplitude_pA': np.float64(7.934570312499531)}]","2026_04_16_0018.abf",236220,"[np.float64(61.811), np.float64(61.81105), np.float64(61.811099999999996), np.float64(61.81115), np.float64(61.8112), np.float64(61.81125), np.float64(61.8113)]",236226,2,"703","2","61.83125","60.4538644154867","107.421867370605","46.9680029551188","2026_04_16_0018_ev00703_rec2","no","236625","2026_04_16_0018","61.8113","368959","236236","61.8118","99.48729705810547","7.934570312499531"
"[{'Event.Number': '585', 'Record': '2', 'Event.Time..s.': '60.5094', 'Baseline..pA.': '158.69140625', 'Peak..pA.': '-86.0595626831055', 'Amplitude..pA.': '-244.750968933105', 'Rise.Time..ms.': '0.499999999995282', 'Half.Width..ms.': '32.350000000001', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-70.0907343532068', 'Decay.Fit.b1': '-15.3044045864016', 'Decay.Fit.Tau..ms.': '4.70110033650925', 'AUC..pA.ms.': '-7486.43491206169', 'rise_max_time': '60.50745', 'baseline_time': '60.50695', 'event_index': '210188', 'file_prefix': '2026_04_16_0022', 'event_id': '2026_04_16_0022_ev00585_rec2', 'noise': 'no', 'event_entry_number': '371930', 'corrected_baseline_index': 210150, 'corrected_baseline_time': np.float64(60.5075), 'corrected_baseline_pA': np.float64(-64.697265625), 'corrected_amplitude_pA': np.float64(-21.362297058105497)}]","2026_04_16_0022.abf",210139,"[np.float64(60.50695), np.float64(60.507)]",210140,2,"585","2","60.5094","158.69140625","-86.0595626831055","-244.750968933105","2026_04_16_0022_ev00585_rec2","no","210188","2026_04_16_0022","60.50695","371930","210150","60.5075","-64.697265625","-21.362297058105497"
"[{'Event.Number': '102', 'Record': '0', 'Event.Time..s.': '10.6362', 'Baseline..pA.': '-56.7626914978027', 'Peak..pA.': '-165.405258178711', 'Amplitude..pA.': '-108.642566680908', 'Rise.Time..ms.': '4.84999999999935', 'Half.Width..ms.': '34.9500000000003', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-122.45124574246', 'Decay.Fit.b1': '-51.3668734957973', 'Decay.Fit.Tau..ms.': '5.84520013762758', 'AUC..pA.ms.': '-2740.03596639633', 'rise_max_time': '10.6354', 'baseline_time': '10.63055', 'event_index': '212724', 'file_prefix': '2026_04_23_0003', 'event_id': '2026_04_23_0003_ev00102_rec0', 'noise': 'no', 'event_entry_number': '376554', 'corrected_baseline_index': 212628, 'corrected_baseline_time': np.float64(10.6314), 'corrected_baseline_pA': np.float64(-128.173828125), 'corrected_amplitude_pA': np.float64(-37.231430053710994)}]","2026_04_23_0003.abf",212610,"[np.float64(10.6305), np.float64(10.63055), np.float64(10.6306), np.float64(10.63065), np.float64(10.6307), np.float64(10.630749999999999), np.float64(10.630799999999999), np.float64(10.630849999999999), np.float64(10.630899999999999)]",212618,0,"102","0","10.6362","-56.7626914978027","-165.405258178711","-108.642566680908","2026_04_23_0003_ev00102_rec0","no","212724","2026_04_23_0003","10.63055","376554","212628","10.6314","-128.173828125","-37.231430053710994"
"[{'Event.Number': '107', 'Record': '0', 'Event.Time..s.': '10.11765', 'Baseline..pA.': '89.3728928338914', 'Peak..pA.': '240.478500366211', 'Amplitude..pA.': '151.10560753232', 'Rise.Time..ms.': '0.0499999999998835', 'Half.Width..ms.': '30.3500000000003', 'Decay.Time..ms.': '29.9999999999994', 'Decay.Fit.b0': '100.413383762136', 'Decay.Fit.b1': '138.225961241621', 'Decay.Fit.Tau..ms.': '177.414589314622', 'AUC..pA.ms.': '4193.98714314416', 'rise_max_time': '10.11735', 'baseline_time': '10.1173', 'event_index': '202353', 'file_prefix': '2026_04_23_0017', 'event_id': '2026_04_23_0017_ev00107_rec0', 'noise': 'no', 'event_entry_number': '385009', 'corrected_baseline_index': 202357, 'corrected_baseline_time': np.float64(10.117849999999999), 'corrected_baseline_pA': np.float64(238.03709411621094), 'corrected_amplitude_pA': np.float64(2.441406250000057)}]","2026_04_23_0017.abf",202345,"[np.float64(10.117249999999999), np.float64(10.117299999999998), np.float64(10.117349999999998)]",202347,0,"107","0","10.11765","89.3728928338914","240.478500366211","151.10560753232","2026_04_23_0017_ev00107_rec0","no","202353","2026_04_23_0017","10.1173","385009","202357","10.117849999999999","238.03709411621094","2.441406250000057"
"[{'Event.Number': '396', 'Record': '1', 'Event.Time..s.': '35.57455', 'Baseline..pA.': '57.4311726888021', 'Peak..pA.': '213.623031616211', 'Amplitude..pA.': '156.191858927409', 'Rise.Time..ms.': '0', 'Half.Width..ms.': '31.1999999999983', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '193.652455694286', 'Decay.Fit.b1': '14.6474775284239', 'Decay.Fit.Tau..ms.': '19.2149901921123', 'AUC..pA.ms.': '5043.30910021464', 'rise_max_time': '35.57335', 'baseline_time': '35.5697', 'event_index': '211491', 'file_prefix': '2026_04_23_0017', 'event_id': '2026_04_23_0017_ev00396_rec1', 'noise': 'no', 'event_entry_number': '385298', 'corrected_baseline_index': 211411, 'corrected_baseline_time': np.float64(35.57055), 'corrected_baseline_pA': np.float64(204.46775817871094), 'corrected_amplitude_pA': np.float64(9.155273437500057)}]","2026_04_23_0017.abf",211394,"[np.float64(35.5697), np.float64(35.56975), np.float64(35.5698), np.float64(35.569849999999995), np.float64(35.5699), np.float64(35.56995), np.float64(35.56999999999999), np.float64(35.570049999999995)]",211401,1,"396","1","35.57455","57.4311726888021","213.623031616211","156.191858927409","2026_04_23_0017_ev00396_rec1","no","211491","2026_04_23_0017","35.5697","385298","211411","35.57055","204.46775817871094","9.155273437500057"
"[{'Event.Number': '960', 'Record': '3', 'Event.Time..s.': '85.812', 'Baseline..pA.': '188.191717738197', 'Peak..pA.': '245.971664428711', 'Amplitude..pA.': '57.779946690514', 'Rise.Time..ms.': '25.9000000000071', 'Half.Width..ms.': '48.4499999999883', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '157.902708284774', 'Decay.Fit.b1': '80.3020816439734', 'Decay.Fit.Tau..ms.': '68.2876460908728', 'AUC..pA.ms.': '2062.15914824917', 'rise_max_time': '85.80905', 'baseline_time': '85.78315', 'event_index': '216240', 'file_prefix': '2026_04_23_0018', 'event_id': '2026_04_23_0018_ev00960_rec3', 'noise': 'no', 'event_entry_number': '387037', 'corrected_baseline_index': 215674, 'corrected_baseline_time': np.float64(85.7837), 'corrected_baseline_pA': np.float64(211.79197692871094), 'corrected_amplitude_pA': np.float64(34.17968750000006)}]","2026_04_23_0018.abf",215661,"[np.float64(85.78305), np.float64(85.7831), np.float64(85.78314999999999), np.float64(85.7832)]",215664,3,"960","3","85.812","188.191717738197","245.971664428711","57.779946690514","2026_04_23_0018_ev00960_rec3","no","216240","2026_04_23_0018","85.78315","387037","215674","85.7837","211.79197692871094","34.17968750000006"
"[{'Event.Number': '854', 'Record': '3', 'Event.Time..s.': '85.42515', 'Baseline..pA.': '293.230336507161', 'Peak..pA.': '-139.16015625', 'Amplitude..pA.': '-432.390492757161', 'Rise.Time..ms.': '20.6000000000017', 'Half.Width..ms.': '59.0499999999992', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-116.718476885269', 'Decay.Fit.b1': '-26.780228731572', 'Decay.Fit.Tau..ms.': '4.63123259648159', 'AUC..pA.ms.': '-24105.8263158798', 'rise_max_time': '85.4167', 'baseline_time': '85.39595', 'event_index': '208503', 'file_prefix': '2026_04_28_0003', 'event_id': '2026_04_28_0003_ev00854_rec3', 'noise': 'no', 'event_entry_number': '406066', 'corrected_baseline_index': 207935, 'corrected_baseline_time': np.float64(85.39675), 'corrected_baseline_pA': np.float64(-112.30467987060547), 'corrected_amplitude_pA': np.float64(-26.85547637939453)}]","2026_04_28_0003.abf",207919,"[np.float64(85.39595), np.float64(85.396), np.float64(85.39605), np.float64(85.3961), np.float64(85.39614999999999), np.float64(85.3962), np.float64(85.39625)]",207925,3,"854","3","85.42515","293.230336507161","-139.16015625","-432.390492757161","2026_04_28_0003_ev00854_rec3","no","208503","2026_04_28_0003","85.39595","406066","207935","85.39675","-112.30467987060547","-26.85547637939453"
"[{'Event.Number': '197', 'Record': '1', 'Event.Time..s.': '48.53455', 'Baseline..pA.': '320.192575151421', 'Peak..pA.': '371.698872632493', 'Amplitude..pA.': '51.5062974810712', 'Rise.Time..ms.': '11.6999999999976', 'Half.Width..ms.': '57.6499999999953', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '370.155192991039', 'Decay.Fit.b1': '9.9026493851207', 'Decay.Fit.Tau..ms.': '2.11266329460196', 'AUC..pA.ms.': '3101.06389610852', 'rise_max_time': '48.5185', 'baseline_time': '48.5068', 'event_index': '470691', 'file_prefix': '2026_04_28_0028', 'event_id': '2026_04_28_0028_ev00197_rec1', 'noise': 'no', 'event_entry_number': '414862', 'corrected_baseline_index': 470149, 'corrected_baseline_time': np.float64(48.50745), 'corrected_baseline_pA': np.float64(372.3144226074219), 'corrected_amplitude_pA': np.float64(-0.6155499749288538)}]","2026_04_28_0028.abf",470136,"[np.float64(48.5068), np.float64(48.50685), np.float64(48.5069), np.float64(48.506949999999996)]",470139,1,"197","1","48.53455","320.192575151421","371.698872632493","51.5062974810712","2026_04_28_0028_ev00197_rec1","no","470691","2026_04_28_0028","48.5068","414862","470149","48.50745","372.3144226074219","-0.6155499749288538"
