"matched_baseline_rows","file","start_sample","time_noise","return_sample","sweep","Event_Time","Record","event_time","baseline_current","peak_current","amplitude","event_id","noise","event_index","file_prefix","baseline_time","event_entry_number","corrected_baseline_index","corrected_baseline_time","corrected_baseline_pA","corrected_amplitude_pA"
"[{'Event.Number': '450', 'Record': '1', 'Event.Time..s.': '33.742', 'Baseline..pA.': '14.7003860711761', 'Peak..pA.': '-51.4797321394421', 'Amplitude..pA.': '-66.1801182106182', 'Rise.Time..ms.': '12.2', 'Half.Width..ms.': '49.1000000000028', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-44.7815708638197', 'Decay.Fit.b1': '-4.41306916906877', 'Decay.Fit.Tau..ms.': '6.44887878700226', 'AUC..pA.ms.': '-2963.98942705646', 'rise_max_time': '33.7351', 'baseline_time': '33.7229', 'event_index': '174840', 'file_prefix': '2023_08_23_0033', 'event_id': '2023_08_23_0033_ev00450_rec1', 'noise': 'no', 'event_entry_number': '33454', 'corrected_baseline_index': 174469, 'corrected_baseline_time': np.float64(33.72345), 'corrected_baseline_pA': np.float64(-42.419429779052734), 'corrected_amplitude_pA': np.float64(-9.060302360389365)}]","2023_08_23_0033.abf",174452,"[np.float64(33.7226), np.float64(33.722649999999994), np.float64(33.722699999999996), np.float64(33.72275), np.float64(33.7228), np.float64(33.722849999999994), np.float64(33.722899999999996), np.float64(33.72295)]",174459,1,"450","1","33.742","14.7003860711761","-51.4797321394421","-66.1801182106182","2023_08_23_0033_ev00450_rec1","no","174840","2023_08_23_0033","33.7229","33454","174469","33.72345","-42.419429779052734","-9.060302360389365"
"[{'Event.Number': '481', 'Record': '1', 'Event.Time..s.': '35.74935', 'Baseline..pA.': '11.1171158381871', 'Peak..pA.': '-48.8281211853027', 'Amplitude..pA.': '-59.9452370234898', 'Rise.Time..ms.': '1.30000000000052', 'Half.Width..ms.': '16.0499999999928', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-386643.356749819', 'Decay.Fit.b1': '386608.424447718', 'Decay.Fit.Tau..ms.': '285676.060080497', 'AUC..pA.ms.': '-2886.02421650887', 'rise_max_time': '35.7346', 'baseline_time': '35.7333', 'event_index': '214987', 'file_prefix': '2023_08_23_0033', 'event_id': '2023_08_23_0033_ev00481_rec1', 'noise': 'no', 'event_entry_number': '33485', 'corrected_baseline_index': 214676, 'corrected_baseline_time': np.float64(35.733799999999995), 'corrected_baseline_pA': np.float64(-42.114253997802734), 'corrected_amplitude_pA': np.float64(-6.7138671874999645)}]","2023_08_23_0033.abf",214660,"[np.float64(35.733), np.float64(35.73305), np.float64(35.73309999999999), np.float64(35.733149999999995), np.float64(35.7332), np.float64(35.73325), np.float64(35.7333)]",214666,1,"481","1","35.74935","11.1171158381871","-48.8281211853027","-59.9452370234898","2023_08_23_0033_ev00481_rec1","no","214987","2023_08_23_0033","35.7333","33485","214676","35.733799999999995","-42.114253997802734","-6.7138671874999645"
"[{'Event.Number': '911', 'Record': '2', 'Event.Time..s.': '58.7746', 'Baseline..pA.': '32.1349277254334', 'Peak..pA.': '-58.2669547946452', 'Amplitude..pA.': '-90.4018825200785', 'Rise.Time..ms.': '0.450000000000728', 'Half.Width..ms.': '33.850000000001', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-49.0203730187746', 'Decay.Fit.b1': '-9.13773204145093', 'Decay.Fit.Tau..ms.': '1.88945263550576', 'AUC..pA.ms.': '-2779.7930275526', 'rise_max_time': '58.7712', 'baseline_time': '58.77075', 'event_index': '175492', 'file_prefix': '2023_08_23_0033', 'event_id': '2023_08_23_0033_ev00911_rec2', 'noise': 'no', 'event_entry_number': '33915', 'corrected_baseline_index': 175426, 'corrected_baseline_time': np.float64(58.7713), 'corrected_baseline_pA': np.float64(-46.234127044677734), 'corrected_amplitude_pA': np.float64(-12.032827749967467)}]","2023_08_23_0033.abf",175409,"[np.float64(58.77045), np.float64(58.7705), np.float64(58.77055), np.float64(58.7706), np.float64(58.77065), np.float64(58.7707), np.float64(58.77075), np.float64(58.7708)]",175416,2,"911","2","58.7746","32.1349277254334","-58.2669547946452","-90.4018825200785","2023_08_23_0033_ev00911_rec2","no","175492","2023_08_23_0033","58.77075","33915","175426","58.7713","-46.234127044677734","-12.032827749967467"
"[{'Event.Number': '124', 'Record': '0', 'Event.Time..s.': '10.66895', 'Baseline..pA.': '-21.725606963748', 'Peak..pA.': '-46.9970664978027', 'Amplitude..pA.': '-25.2714595340547', 'Rise.Time..ms.': '3.20000000000142', 'Half.Width..ms.': '18.8500000000005', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-46107.3392818973', 'Decay.Fit.b1': '46064.2260210994', 'Decay.Fit.Tau..ms.': '533179.83391305', 'AUC..pA.ms.': '-1108.19709331762', 'rise_max_time': '10.65325', 'baseline_time': '10.65005', 'event_index': '213379', 'file_prefix': '2023_08_23_0034', 'event_id': '2023_08_23_0034_ev00124_rec0', 'noise': 'no', 'event_entry_number': '34911', 'corrected_baseline_index': 213012, 'corrected_baseline_time': np.float64(10.650599999999999), 'corrected_baseline_pA': np.float64(-41.503902435302734), 'corrected_amplitude_pA': np.float64(-5.4931640624999645)}]","2023_08_23_0034.abf",212996,"[np.float64(10.649799999999999), np.float64(10.649849999999999), np.float64(10.649899999999999), np.float64(10.649949999999999), np.float64(10.649999999999999), np.float64(10.650049999999998), np.float64(10.650099999999998)]",213002,0,"124","0","10.66895","-21.725606963748","-46.9970664978027","-25.2714595340547","2023_08_23_0034_ev00124_rec0","no","213379","2023_08_23_0034","10.65005","34911","213012","10.650599999999999","-41.503902435302734","-5.4931640624999645"
"[{'Event.Number': '824', 'Record': '2', 'Event.Time..s.': '58.81315', 'Baseline..pA.': '183.405553043957', 'Peak..pA.': '-47.5349538783242', 'Amplitude..pA.': '-230.940506922281', 'Rise.Time..ms.': '0.200000000006639', 'Half.Width..ms.': '43.2000000000059', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-40.5468803029745', 'Decay.Fit.b1': '-4.58834493895783', 'Decay.Fit.Tau..ms.': '8.56612104651936', 'AUC..pA.ms.': '-9707.50461446394', 'rise_max_time': '58.80015', 'baseline_time': '58.79995', 'event_index': '176263', 'file_prefix': '2023_08_23_0034', 'event_id': '2023_08_23_0034_ev00824_rec2', 'noise': 'no', 'event_entry_number': '35611', 'corrected_baseline_index': 176010, 'corrected_baseline_time': np.float64(58.8005), 'corrected_baseline_pA': np.float64(-33.87451171875), 'corrected_amplitude_pA': np.float64(-13.660442159574202)}]","2023_08_23_0034.abf",175993,"[np.float64(58.79965), np.float64(58.7997), np.float64(58.79975), np.float64(58.7998), np.float64(58.79985), np.float64(58.7999), np.float64(58.799949999999995), np.float64(58.8)]",176000,2,"824","2","58.81315","183.405553043957","-47.5349538783242","-230.940506922281","2023_08_23_0034_ev00824_rec2","no","176263","2023_08_23_0034","58.79995","35611","176010","58.8005","-33.87451171875","-13.660442159574202"
"[{'Event.Number': '855', 'Record': '2', 'Event.Time..s.': '60.6514', 'Baseline..pA.': '75.5382701328823', 'Peak..pA.': '-54.6264610290527', 'Amplitude..pA.': '-130.164731161935', 'Rise.Time..ms.': '0.750000000003581', 'Half.Width..ms.': '43.3999999999983', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-49.27154123175', 'Decay.Fit.b1': '-6.08229733633463', 'Decay.Fit.Tau..ms.': '4.6427398158113', 'AUC..pA.ms.': '-5419.30601346152', 'rise_max_time': '60.63875', 'baseline_time': '60.638', 'event_index': '213028', 'file_prefix': '2023_08_23_0034', 'event_id': '2023_08_23_0034_ev00855_rec2', 'noise': 'no', 'event_entry_number': '35642', 'corrected_baseline_index': 212771, 'corrected_baseline_time': np.float64(60.638549999999995), 'corrected_baseline_pA': np.float64(-38.75732421875), 'corrected_amplitude_pA': np.float64(-15.869136810302699)}]","2023_08_23_0034.abf",212754,"[np.float64(60.637699999999995), np.float64(60.63775), np.float64(60.6378), np.float64(60.63785), np.float64(60.6379), np.float64(60.63795), np.float64(60.638), np.float64(60.63805)]",212761,2,"855","2","60.6514","75.5382701328823","-54.6264610290527","-130.164731161935","2023_08_23_0034_ev00855_rec2","no","213028","2023_08_23_0034","60.638","35642","212771","60.638549999999995","-38.75732421875","-15.869136810302699"
"[{'Event.Number': '1219', 'Record': '3', 'Event.Time..s.': '84.70595', 'Baseline..pA.': '4.4191241418891', 'Peak..pA.': '-43.7825341408009', 'Amplitude..pA.': '-48.20165828269', 'Rise.Time..ms.': '1.24999999999886', 'Half.Width..ms.': '51.1000000000053', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-41.9833207505526', 'Decay.Fit.b1': '-2.04430263987705', 'Decay.Fit.Tau..ms.': '3.20399138289491', 'AUC..pA.ms.': '-2388.40603346868', 'rise_max_time': '84.6861', 'baseline_time': '84.68485', 'event_index': '194119', 'file_prefix': '2023_08_23_0034', 'event_id': '2023_08_23_0034_ev01219_rec3', 'noise': 'no', 'event_entry_number': '36006', 'corrected_baseline_index': 193707, 'corrected_baseline_time': np.float64(84.68535), 'corrected_baseline_pA': np.float64(-39.6728515625), 'corrected_amplitude_pA': np.float64(-4.109682578300898)}]","2023_08_23_0034.abf",193692,"[np.float64(84.6846), np.float64(84.68465), np.float64(84.6847), np.float64(84.68475), np.float64(84.6848), np.float64(84.68485)]",193697,3,"1219","3","84.70595","4.4191241418891","-43.7825341408009","-48.20165828269","2023_08_23_0034_ev01219_rec3","no","194119","2023_08_23_0034","84.68485","36006","193707","84.68535","-39.6728515625","-4.109682578300898"
"[{'Event.Number': '420', 'Record': '1', 'Event.Time..s.': '33.8071', 'Baseline..pA.': '46.8160736130867', 'Peak..pA.': '80.4318038514996', 'Amplitude..pA.': '33.6157302384129', 'Rise.Time..ms.': '0.399999999999068', 'Half.Width..ms.': '31.3500000000033', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '75.681592460667', 'Decay.Fit.b1': '3.06123342233544', 'Decay.Fit.Tau..ms.': '5.38249321304771', 'AUC..pA.ms.': '925.245587632603', 'rise_max_time': '33.80605', 'baseline_time': '33.80565', 'event_index': '176142', 'file_prefix': '2023_08_23_0038', 'event_id': '2023_08_23_0038_ev00420_rec1', 'noise': 'no', 'event_entry_number': '38689', 'corrected_baseline_index': 176123, 'corrected_baseline_time': np.float64(33.806149999999995), 'corrected_baseline_pA': np.float64(76.446533203125), 'corrected_amplitude_pA': np.float64(3.9852706483745948)}]","2023_08_23_0038.abf",176107,"[np.float64(33.80535), np.float64(33.8054), np.float64(33.80544999999999), np.float64(33.805499999999995), np.float64(33.80555), np.float64(33.8056), np.float64(33.80565)]",176113,1,"420","1","33.8071","46.8160736130867","80.4318038514996","33.6157302384129","2023_08_23_0038_ev00420_rec1","no","176142","2023_08_23_0038","33.80565","38689","176123","33.806149999999995","76.446533203125","3.9852706483745948"
"[{'Event.Number': '669', 'Record': '2', 'Event.Time..s.': '57.82925', 'Baseline..pA.': '-23.9700912764023', 'Peak..pA.': '75.0644910071068', 'Amplitude..pA.': '99.0345822835092', 'Rise.Time..ms.': '0.0999999999962142', 'Half.Width..ms.': '43.7000000000012', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '70.1954638445591', 'Decay.Fit.b1': '4.44142554248941', 'Decay.Fit.Tau..ms.': '11.9042318036695', 'AUC..pA.ms.': '4192.66789973485', 'rise_max_time': '57.81565', 'baseline_time': '57.81555', 'event_index': '156585', 'file_prefix': '2023_08_23_0038', 'event_id': '2023_08_23_0038_ev00669_rec2', 'noise': 'no', 'event_entry_number': '38938', 'corrected_baseline_index': 156322, 'corrected_baseline_time': np.float64(57.8161), 'corrected_baseline_pA': np.float64(67.138671875), 'corrected_amplitude_pA': np.float64(7.9258191321067955)}]","2023_08_23_0038.abf",156305,"[np.float64(57.81525), np.float64(57.8153), np.float64(57.81535), np.float64(57.8154), np.float64(57.81545), np.float64(57.8155), np.float64(57.81555), np.float64(57.815599999999996)]",156312,2,"669","2","57.82925","-23.9700912764023","75.0644910071068","99.0345822835092","2023_08_23_0038_ev00669_rec2","no","156585","2023_08_23_0038","57.81555","38938","156322","57.8161","67.138671875","7.9258191321067955"
"[{'Event.Number': '397', 'Record': '1', 'Event.Time..s.': '33.85725', 'Baseline..pA.': '124.111479842979', 'Peak..pA.': '-101.374896490783', 'Amplitude..pA.': '-225.486376333762', 'Rise.Time..ms.': '13.7500000000017', 'Half.Width..ms.': '51.0000000000019', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '7304.08532887356', 'Decay.Fit.b1': '-7400.48025972868', 'Decay.Fit.Tau..ms.': '105766.999723856', 'AUC..pA.ms.': '-11229.5483016403', 'rise_max_time': '33.85', 'baseline_time': '33.83625', 'event_index': '177145', 'file_prefix': '2023_08_31_0005', 'event_id': '2023_08_31_0005_ev00397_rec1', 'noise': 'no', 'event_entry_number': '40786', 'corrected_baseline_index': 176736, 'corrected_baseline_time': np.float64(33.8368), 'corrected_baseline_pA': np.float64(-98.41918182373047), 'corrected_amplitude_pA': np.float64(-2.9557146670525327)}]","2023_08_31_0005.abf",176719,"[np.float64(33.83595), np.float64(33.836), np.float64(33.83605), np.float64(33.836099999999995), np.float64(33.836149999999996), np.float64(33.8362), np.float64(33.83624999999999), np.float64(33.836299999999994)]",176726,1,"397","1","33.85725","124.111479842979","-101.374896490783","-225.486376333762","2023_08_31_0005_ev00397_rec1","no","177145","2023_08_31_0005","33.83625","40786","176736","33.8368","-98.41918182373047","-2.9557146670525327"
"[{'Event.Number': '424', 'Record': '1', 'Event.Time..s.': '35.7302', 'Baseline..pA.': '-74.8988500776745', 'Peak..pA.': '-101.623527526855', 'Amplitude..pA.': '-26.724677449181', 'Rise.Time..ms.': '0.349999999997408', 'Half.Width..ms.': '50.2499999999984', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-96.1653840697404', 'Decay.Fit.b1': '-5.18399140206346', 'Decay.Fit.Tau..ms.': '1.77783632157132', 'AUC..pA.ms.': '-1205.81644860563', 'rise_max_time': '35.7053', 'baseline_time': '35.70495', 'event_index': '214604', 'file_prefix': '2023_08_31_0005', 'event_id': '2023_08_31_0005_ev00424_rec1', 'noise': 'no', 'event_entry_number': '40813', 'corrected_baseline_index': 214109, 'corrected_baseline_time': np.float64(35.70545), 'corrected_baseline_pA': np.float64(-99.18212127685547), 'corrected_amplitude_pA': np.float64(-2.441406249999531)}]","2023_08_31_0005.abf",214094,"[np.float64(35.704699999999995), np.float64(35.70475), np.float64(35.7048), np.float64(35.70484999999999), np.float64(35.704899999999995), np.float64(35.70495)]",214099,1,"424","1","35.7302","-74.8988500776745","-101.623527526855","-26.724677449181","2023_08_31_0005_ev00424_rec1","no","214604","2023_08_31_0005","35.70495","40813","214109","35.70545","-99.18212127685547","-2.441406249999531"
"[{'Event.Number': '1171', 'Record': '3', 'Event.Time..s.': '84.7788', 'Baseline..pA.': '-46.3143712954762', 'Peak..pA.': '-106.703104936254', 'Amplitude..pA.': '-60.3887336407778', 'Rise.Time..ms.': '5.40000000000873', 'Half.Width..ms.': '44.3500000000085', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-101.091083438782', 'Decay.Fit.b1': '-6.26956767530872', 'Decay.Fit.Tau..ms.': '3.4766081326515', 'AUC..pA.ms.': '-2486.05149882761', 'rise_max_time': '84.7698', 'baseline_time': '84.7644', 'event_index': '195576', 'file_prefix': '2023_08_31_0005', 'event_id': '2023_08_31_0005_ev01171_rec3', 'noise': 'no', 'event_entry_number': '41560', 'corrected_baseline_index': 195299, 'corrected_baseline_time': np.float64(84.76495), 'corrected_baseline_pA': np.float64(-102.69164276123047), 'corrected_amplitude_pA': np.float64(-4.011462175023524)}]","2023_08_31_0005.abf",195283,"[np.float64(84.76415), np.float64(84.7642), np.float64(84.76425), np.float64(84.7643), np.float64(84.76435), np.float64(84.7644), np.float64(84.76445)]",195289,3,"1171","3","84.7788","-46.3143712954762","-106.703104936254","-60.3887336407778","2023_08_31_0005_ev01171_rec3","no","195576","2023_08_31_0005","84.7644","41560","195299","84.76495","-102.69164276123047","-4.011462175023524"
"[{'Event.Number': '1212', 'Record': '2', 'Event.Time..s.': '60.1839', 'Baseline..pA.': '-16.8427998679025', 'Peak..pA.': '-141.29638671875', 'Amplitude..pA.': '-124.453586850848', 'Rise.Time..ms.': '0.250000000008299', 'Half.Width..ms.': '34.1999999999985', 'Decay.Time..ms.': '29.999999999994', 'Decay.Fit.b0': '-130.790306350828', 'Decay.Fit.b1': '-7.45247880139511', 'Decay.Fit.Tau..ms.': '1.76984158583315', 'AUC..pA.ms.': '-3944.64645221574', 'rise_max_time': '60.1799', 'baseline_time': '60.17965', 'event_index': '203678', 'file_prefix': '2023_08_31_0006', 'event_id': '2023_08_31_0006_ev01212_rec2', 'noise': 'no', 'event_entry_number': '42945', 'corrected_baseline_index': 203605, 'corrected_baseline_time': np.float64(60.18025), 'corrected_baseline_pA': np.float64(-137.3291015625), 'corrected_amplitude_pA': np.float64(-3.96728515625)}]","2023_08_31_0006.abf",203588,"[np.float64(60.1794), np.float64(60.17945), np.float64(60.1795), np.float64(60.17955), np.float64(60.1796), np.float64(60.179649999999995), np.float64(60.1797), np.float64(60.17975)]",203595,2,"1212","2","60.1839","-16.8427998679025","-141.29638671875","-124.453586850848","2023_08_31_0006_ev01212_rec2","no","203678","2023_08_31_0006","60.17965","42945","203605","60.18025","-137.3291015625","-3.96728515625"
"[{'Event.Number': '1233', 'Record': '2', 'Event.Time..s.': '60.9877', 'Baseline..pA.': '-62.1105335553487', 'Peak..pA.': '-151.06201171875', 'Amplitude..pA.': '-88.9514781634013', 'Rise.Time..ms.': '13.149999999996', 'Half.Width..ms.': '43.7499999999957', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-114.496635776233', 'Decay.Fit.b1': '-31.170844933452', 'Decay.Fit.Tau..ms.': '23.3409696562935', 'AUC..pA.ms.': '-2944.70832869609', 'rise_max_time': '60.98705', 'baseline_time': '60.9739', 'event_index': '219754', 'file_prefix': '2023_08_31_0006', 'event_id': '2023_08_31_0006_ev01233_rec2', 'noise': 'no', 'event_entry_number': '42966', 'corrected_baseline_index': 219490, 'corrected_baseline_time': np.float64(60.9745), 'corrected_baseline_pA': np.float64(-120.54442596435547), 'corrected_amplitude_pA': np.float64(-30.51758575439453)}]","2023_08_31_0006.abf",219473,"[np.float64(60.97365), np.float64(60.9737), np.float64(60.973749999999995), np.float64(60.9738), np.float64(60.97385), np.float64(60.9739), np.float64(60.97395), np.float64(60.974)]",219480,2,"1233","2","60.9877","-62.1105335553487","-151.06201171875","-88.9514781634013","2023_08_31_0006_ev01233_rec2","no","219754","2023_08_31_0006","60.9739","42966","219490","60.9745","-120.54442596435547","-30.51758575439453"
"[{'Event.Number': '1095', 'Record': '2', 'Event.Time..s.': '58.2831', 'Baseline..pA.': '28.6462176171473', 'Peak..pA.': '-74.0760576269157', 'Amplitude..pA.': '-102.722275244063', 'Rise.Time..ms.': '1.89999999999912', 'Half.Width..ms.': '43.1499999999971', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-70.3279199836344', 'Decay.Fit.b1': '-4.6653070441097', 'Decay.Fit.Tau..ms.': '2.66339545988456', 'AUC..pA.ms.': '-4260.51237792062', 'rise_max_time': '58.27185', 'baseline_time': '58.26995', 'event_index': '165662', 'file_prefix': '2023_08_31_0025', 'event_id': '2023_08_31_0025_ev01095_rec2', 'noise': 'no', 'event_entry_number': '46336', 'corrected_baseline_index': 165409, 'corrected_baseline_time': np.float64(58.27045), 'corrected_baseline_pA': np.float64(-64.544677734375), 'corrected_amplitude_pA': np.float64(-9.531379892540699)}]","2023_08_31_0025.abf",165393,"[np.float64(58.26965), np.float64(58.2697), np.float64(58.26975), np.float64(58.269800000000004), np.float64(58.26985), np.float64(58.2699), np.float64(58.26995)]",165399,2,"1095","2","58.2831","28.6462176171473","-74.0760576269157","-102.722275244063","2023_08_31_0025_ev01095_rec2","no","165662","2023_08_31_0025","58.26995","46336","165409","58.27045","-64.544677734375","-9.531379892540699"
"[{'Event.Number': '1128', 'Record': '2', 'Event.Time..s.': '59.4028', 'Baseline..pA.': '-35.7386268725625', 'Peak..pA.': '-127.37737719098', 'Amplitude..pA.': '-91.638750318418', 'Rise.Time..ms.': '4.6999999999997', 'Half.Width..ms.': '34.550000000003', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-76.3341136377265', 'Decay.Fit.b1': '-56.8963251125159', 'Decay.Fit.Tau..ms.': '12.578761932602', 'AUC..pA.ms.': '-2225.33528461946', 'rise_max_time': '59.40175', 'baseline_time': '59.39705', 'event_index': '188056', 'file_prefix': '2023_08_31_0025', 'event_id': '2023_08_31_0025_ev01128_rec2', 'noise': 'no', 'event_entry_number': '46369', 'corrected_baseline_index': 187951, 'corrected_baseline_time': np.float64(59.397549999999995), 'corrected_baseline_pA': np.float64(-81.02416229248047), 'corrected_amplitude_pA': np.float64(-46.35321489849953)}]","2023_08_31_0025.abf",187936,"[np.float64(59.3968), np.float64(59.39685), np.float64(59.3969), np.float64(59.39695), np.float64(59.397), np.float64(59.39705)]",187941,2,"1128","2","59.4028","-35.7386268725625","-127.37737719098","-91.638750318418","2023_08_31_0025_ev01128_rec2","no","188056","2023_08_31_0025","59.39705","46369","187951","59.397549999999995","-81.02416229248047","-46.35321489849953"
"[{'Event.Number': '1731', 'Record': '3', 'Event.Time..s.': '84.71805', 'Baseline..pA.': '-23.9989973089105', 'Peak..pA.': '-110.544536335983', 'Amplitude..pA.': '-86.5455390270721', 'Rise.Time..ms.': '15.8500000000004', 'Half.Width..ms.': '48.49999999999', 'Decay.Time..ms.': '29.9999999999869', 'Decay.Fit.b0': '-74.0733512049813', 'Decay.Fit.b1': '-38.764541526714', 'Decay.Fit.Tau..ms.': '6.29848904907296', 'AUC..pA.ms.': '-2937.33699664582', 'rise_max_time': '84.71535', 'baseline_time': '84.6995', 'event_index': '194361', 'file_prefix': '2023_08_31_0025', 'event_id': '2023_08_31_0025_ev01731_rec3', 'noise': 'no', 'event_entry_number': '46972', 'corrected_baseline_index': 194000, 'corrected_baseline_time': np.float64(84.7), 'corrected_baseline_pA': np.float64(-80.26123046875), 'corrected_amplitude_pA': np.float64(-30.283305867232997)}]","2023_08_31_0025.abf",193985,"[np.float64(84.69924999999999), np.float64(84.6993), np.float64(84.69935), np.float64(84.6994), np.float64(84.69945), np.float64(84.6995)]",193990,3,"1731","3","84.71805","-23.9989973089105","-110.544536335983","-86.5455390270721","2023_08_31_0025_ev01731_rec3","no","194361","2023_08_31_0025","84.6995","46972","194000","84.7","-80.26123046875","-30.283305867232997"
"[{'Event.Number': '1752', 'Record': '3', 'Event.Time..s.': '85.7004', 'Baseline..pA.': '6.53221048911413', 'Peak..pA.': '-73.8525390625', 'Amplitude..pA.': '-80.3847495516141', 'Rise.Time..ms.': '8.35000000000719', 'Half.Width..ms.': '46.5500000000105', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-70.57953424829', 'Decay.Fit.b1': '-3.75157611541545', 'Decay.Fit.Tau..ms.': '3.33377480999108', 'AUC..pA.ms.': '-3611.41002470006', 'rise_max_time': '85.6922', 'baseline_time': '85.68385', 'event_index': '214008', 'file_prefix': '2023_08_31_0025', 'event_id': '2023_08_31_0025_ev01752_rec3', 'noise': 'no', 'event_entry_number': '46993', 'corrected_baseline_index': 213688, 'corrected_baseline_time': np.float64(85.6844), 'corrected_baseline_pA': np.float64(-69.427490234375), 'corrected_amplitude_pA': np.float64(-4.425048828125)}]","2023_08_31_0025.abf",213671,"[np.float64(85.68355), np.float64(85.6836), np.float64(85.68365), np.float64(85.6837), np.float64(85.68375), np.float64(85.6838), np.float64(85.68384999999999), np.float64(85.6839)]",213678,3,"1752","3","85.7004","6.53221048911413","-73.8525390625","-80.3847495516141","2023_08_31_0025_ev01752_rec3","no","214008","2023_08_31_0025","85.68385","46993","213688","85.6844","-69.427490234375","-4.425048828125"
"[{'Event.Number': '823', 'Record': '2', 'Event.Time..s.': '60.36595', 'Baseline..pA.': '22.4594850994292', 'Peak..pA.': '86.0595626831055', 'Amplitude..pA.': '63.6000775836763', 'Rise.Time..ms.': '3.30000000000297', 'Half.Width..ms.': '42.4500000000023', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '81.6444650711136', 'Decay.Fit.b1': '3.32185741426497', 'Decay.Fit.Tau..ms.': '1.77963189592244', 'AUC..pA.ms.': '2517.65938987959', 'rise_max_time': '60.35675', 'baseline_time': '60.35345', 'event_index': '207319', 'file_prefix': '2023_08_31_0038', 'event_id': '2023_08_31_0038_ev00823_rec2', 'noise': 'no', 'event_entry_number': '60239', 'corrected_baseline_index': 207081, 'corrected_baseline_time': np.float64(60.35405), 'corrected_baseline_pA': np.float64(82.09227752685547), 'corrected_amplitude_pA': np.float64(3.9672851562500284)}]","2023_08_31_0038.abf",207064,"[np.float64(60.3532), np.float64(60.35325), np.float64(60.3533), np.float64(60.35335), np.float64(60.3534), np.float64(60.353449999999995), np.float64(60.3535), np.float64(60.35355)]",207071,2,"823","2","60.36595","22.4594850994292","86.0595626831055","63.6000775836763","2023_08_31_0038_ev00823_rec2","no","207319","2023_08_31_0038","60.35345","60239","207081","60.35405","82.09227752685547","3.9672851562500284"
"[{'Event.Number': '224', 'Record': '0', 'Event.Time..s.': '10.43335', 'Baseline..pA.': '-18.0867507571266', 'Peak..pA.': '-64.75830078125', 'Amplitude..pA.': '-46.6715500241234', 'Rise.Time..ms.': '0.350000000000961', 'Half.Width..ms.': '33.5999999999999', 'Decay.Time..ms.': '29.9999999999994', 'Decay.Fit.b0': '-44.4665167566096', 'Decay.Fit.b1': '-17.0977436761474', 'Decay.Fit.Tau..ms.': '22.4187009915993', 'AUC..pA.ms.': '-1231.84142435165', 'rise_max_time': '10.43005', 'baseline_time': '10.4297', 'event_index': '208667', 'file_prefix': '2024_05_17_0020', 'event_id': '2024_05_17_0020_ev00224_rec0', 'noise': 'no', 'event_entry_number': '92491', 'corrected_baseline_index': 208605, 'corrected_baseline_time': np.float64(10.43025), 'corrected_baseline_pA': np.float64(-61.645503997802734), 'corrected_amplitude_pA': np.float64(-3.1127967834472656)}]","2024_05_17_0020.abf",208589,"[np.float64(10.42945), np.float64(10.429499999999999), np.float64(10.429549999999999), np.float64(10.429599999999999), np.float64(10.429649999999999), np.float64(10.429699999999999), np.float64(10.429749999999999)]",208595,0,"224","0","10.43335","-18.0867507571266","-64.75830078125","-46.6715500241234","2024_05_17_0020_ev00224_rec0","no","208667","2024_05_17_0020","10.4297","92491","208605","10.43025","-61.645503997802734","-3.1127967834472656"
