"Event.Number","Record","Event.Time..s.","Baseline..pA.","Peak..pA.","Amplitude..pA.","Rise.Time..ms.","Half.Width..ms.","Decay.Time..ms.","Decay.Fit.b0","Decay.Fit.b1","Decay.Fit.Tau..ms.","AUC..pA.ms.","rise_max_time","baseline_time","event_index","file_prefix","event_id","noise","event_entry_number"
1,0,2.36825,74.471016208223,80.5696056486439,6.09858944042089,0.399999999999956,11.05,19.6499999999999,76.5756537251004,9.97175178043544,4.69723145623436,114.588126142661,2.36825,2.36785,47365,"2026_04_28_0006","2026_04_28_0006_ev00001_rec0","no",406282
2,0,4.13385,78.3438078018384,85.0698611538619,6.72605335202347,0.0999999999997669,13.9500000000004,17.3999999999994,78.2940291429094,10.0543859734639,12.6280596430958,117.771792563358,4.13355,4.13345,82677,"2026_04_28_0006","2026_04_28_0006_ev00002_rec0","no",406283
3,0,5.7994,87.3722572550903,91.0464577778777,3.67420052278734,0.250000000000306,0.0499999999998835,0,77.9420933024636,10.3987276270427,10.1683271098264,-182.443513181344,5.7994,5.799,115988,"2026_04_28_0006","2026_04_28_0006_ev00003_rec0","no",406284
4,0,7.21905,89.0664132247581,97.2511098975108,8.18469667275274,0.0999999999997669,0.199999999999534,0.0499999999998835,81.8949855246375,10.2452046970975,10.9143439958005,-109.929937727288,7.21905,7.21885,144381,"2026_04_28_0006","2026_04_28_0006_ev00004_rec0","no",406285
5,0,8.21735,89.48346174854,107.987477158094,18.5040154095541,6.24999999999964,35.7500000000002,29.9999999999994,101.442601684978,8.12455916362114,7.74899316418038,534.69352111589,8.21715,8.2107,164347,"2026_04_28_0006","2026_04_28_0006_ev00005_rec0","no",406286
6,0,10.0999,69.580078125,79.345703125,9.765625,0.900000000001455,30.3500000000003,29.9999999999994,79.4437659839066,9.13264095312609,3.51583147446323,342.483392715454,10.0999,10.099,201998,"2026_04_28_0006","2026_04_28_0006_ev00006_rec0","no",406287
7,0,10.7753,83.8216080438523,86.0595626831055,2.23795463925316,0.20000000000131,1.85000000000102,1.94999999999901,78.3721077614992,8.14019004446464,7.5825996786126,-101.948976534889,10.7753,10.7751,215506,"2026_04_28_0006","2026_04_28_0006_ev00007_rec0","no",406288
8,0,16.17055,97.332818880056,102.69650780981,5.36368892975389,0.0500000000016598,1.50000000000006,2.19999999999843,78.9527514362901,22.679202059642,20.6025390670129,-192.581448317168,16.17055,16.17035,323411,"2026_04_28_0006","2026_04_28_0006_ev00008_rec0","no",406289
9,0,21.00225,91.7691595329953,97.7756761893552,6.00651665635986,0.0499999999981071,0.0499999999981071,0,83.8863597906532,9.23323106061009,6.03439922257817,-180.898982040544,21.00225,21.00215,420045,"2026_04_28_0006","2026_04_28_0006_ev00009_rec0","no",406290
10,1,25.6941,73.6954977812396,81.2540986291731,7.55860084793349,1.59999999999982,20.3000000000024,30.0000000000011,76.6004731338919,7.54188061902818,9.10786856406502,186.294483715537,25.6924,25.6908,13882,"2026_04_28_0006","2026_04_28_0006_ev00010_rec1","no",406291
11,1,26.067,85.5795966312219,88.9137084400576,3.33411180883566,0.350000000000961,0.600000000002154,0.499999999998835,76.5655412844511,11.0853563775779,6.17758358417948,-201.445186868741,26.067,26.06665,21340,"2026_04_28_0006","2026_04_28_0006_ev00011_rec1","no",406292
12,1,28.1593,70.5073396048381,80.9170500349397,10.4097104301017,0.0999999999997669,30.4499999999983,30.0000000000011,78.5410131381955,8.05875201836108,4.95431409714108,288.219973491511,28.15885,28.15875,63186,"2026_04_28_0006","2026_04_28_0006_ev00012_rec1","no",406293
13,1,35.1326,82.5427776518322,93.3837814331055,10.8410037812733,0.0500000000016598,0.149999999997874,0,64.45627464936,20.9987898736063,6.12629236722257,-414.709075264703,35.1326,35.1324,202652,"2026_04_28_0006","2026_04_28_0006_ev00013_rec1","no",406294
14,2,50.10505,67.6621223883609,75.6573889590281,7.99526657066721,0.399999999999068,30.2999999999969,30.0000000000011,69.3659691144843,13.7706396543681,22.7542702324752,286.384074180805,50.10505,50.10465,2101,"2026_04_28_0006","2026_04_28_0006_ev00014_rec2","no",406295
15,2,52.2961,82.3025280007559,84.3166841059776,2.0141561052217,0,30.0499999999957,29.999999999994,50176.1323282802,-50099.3945094451,296481.58674472,-90.9543476907279,52.29605,52.296,45922,"2026_04_28_0006","2026_04_28_0006_ev00015_rec2","no",406296
16,2,54.26755,68.313673699275,77.159726494384,8.84605279510903,4.94999999999379,15.9499999999966,12.4500000000012,40.5716266179155,45.1189341041912,33.2097116517111,217.768091940142,54.2606,54.25565,85351,"2026_04_28_0006","2026_04_28_0006_ev00016_rec2","no",406297
17,2,54.8559,68.7405697862762,78.4995176795855,9.75894789330923,0.10000000000332,12.750000000004,30.0000000000011,72.8921743651782,11.3290683577519,4.40021234077599,183.261288365612,54.8553,54.8552,97118,"2026_04_28_0006","2026_04_28_0006_ev00017_rec2","no",406298
18,2,59.26065,68.2409789574671,76.8347672950003,8.59378833753323,0.300000000002854,0.699999999994816,0,57481.9159853835,-57407.6208700332,449733.891549517,262.620564284298,59.25905,59.25875,185213,"2026_04_28_0006","2026_04_28_0006_ev00018_rec2","no",406299
19,2,60.7675,83.2693859281994,86.6699142456055,3.40052831740607,0.149999999997874,1.64999999999793,2.00000000000244,77.1382503544251,10.2308606693083,6.18157892639849,-120.459346126375,60.7675,60.76735,215350,"2026_04_28_0006","2026_04_28_0006_ev00019_rec2","no",406300
20,2,70.91615,81.4601314540599,85.0934970505298,3.6333655964699,0.450000000000728,0.200000000006639,0,74.7247640025491,7.79323226458044,4.88577707953385,-163.908727345222,70.91615,70.9157,418323,"2026_04_28_0006","2026_04_28_0006_ev00020_rec2","no",406301
21,3,83.58505,80.817131476381,83.5014344170758,2.68430294069481,0,0.250000000008299,0.550000000004047,75.0954603768861,7.37576653544706,5.93540561591866,-128.223638342344,83.58505,83.5849,171701,"2026_04_28_0006","2026_04_28_0006_ev00021_rec3","no",406302
22,3,85.2582,80.5373382568359,84.2285079956055,3.69116973876953,0.250000000008299,0.250000000008299,0,73.6553895226015,8.06395222148701,6.1055019011373,-157.552020072937,85.2582,85.2579,205164,"2026_04_28_0006","2026_04_28_0006_ev00022_rec3","no",406303
23,3,87.36795,78.3575123378209,81.7871017456055,3.4295894077846,0,1.24999999999886,1.4500000000055,73.7838509248906,8.65089359428961,3.66815630433699,-104.737014171055,87.36785,87.3678,247359,"2026_04_28_0006","2026_04_28_0006_ev00023_rec3","no",406304
