Amplitude..pA.,Decay.Fit.b1,corrected_peak_amp_pA,event_index,corrected_peak_pA,corrected_peak_index,AUC..pA.ms.,Baseline..pA.,Rise.Time..ms.,noise,Decay.Time..ms.,event_id,corrected_peak_time,event_entry_number,Event.Time..s.,Decay.Fit.b0,rise_max_time,Half.Width..ms.,Event.Number,baseline_time,file_prefix,Record,Decay.Fit.Tau..ms.,Peak..pA.
-51.7145150248258,-14.4026419808967,,224,,,-970.436646109186,-55.3577236917621,5.6,no,30,2026_04_28_0024_ev00001_rec0,,410917,0.0112,-77.2872083574668,0.00879999999999999,9.5,1,0.00289999999999999,2026_04_28_0024,0,2.63037811165915,-107.072238716588
-43.9013872027377,-11.3451058330597,,623,,,-423.070649667366,-69.9648755883475,4.5,no,0.900000000000001,2026_04_28_0024_ev00002_rec0,,410918,0.03115,-78.0737492536075,0.0295,2.1,2,0.0247,2026_04_28_0024,0,2.75168593397007,-113.866262791085
-39.1617372900915,226980.051713046,,1021,,,-567.845527904263,-76.3932939080262,4.10000000000001,no,14,2026_04_28_0024_ev00003_rec0,,410919,0.05105,-227055.69158405,0.05055,21.7,3,0.04595,2026_04_28_0024,0,208358.215696511,-115.555031198118
-92.3889419423553,-59.9445194982424,,1418,,,-1909.51446725606,-45.2014494957046,5.94999999999998,no,30,2026_04_28_0024_ev00004_rec0,,410920,0.0709,-87.0196796009319,0.06935,15.15,4,0.0618,2026_04_28_0024,0,3.98518833211179,-137.59039143806
-42.1957774031674,-68.0789435033558,,1819,,,393.575039688262,-94.9571833991007,2.69999999999998,no,1.34999999999999,2026_04_28_0024_ev00005_rec0,,410921,0.09095,-75.0312975411706,0.09055,2.40000000000001,5,0.08735,2026_04_28_0024,0,2.07401805673127,-137.152960802268
-34.3126381707654,80589141.8065529,,2226,,,-10892.590911723,-80.7347487630988,2.15000000000001,no,9.24999999999998,2026_04_28_0024_ev00006_rec0,,410922,0.1113,-80588672.5068348,0.1101,11.85,6,0.1072,2026_04_28_0024,0,1324843.64955723,-115.047386933864
-3497.41350060504,-95753019.7873996,,2809,,,-66235.9989838601,-146.450902012218,4.39999999999999,yes,20.85,2026_04_28_0024_ev00007_rec0,,410923,0.14045,95749169.3532116,0.14,17.7,7,0.13405,2026_04_28_0024,0,827478.878633527,-3643.86440261726
-77.7442716090734,-113.086912287327,,4596,,,-382.321185073699,-160.300476237369,5.60000000000002,no,4.80000000000003,2026_04_28_0024_ev00008_rec0,,410924,0.2298,-138.103942162504,0.2284,9.00000000000004,8,0.2223,2026_04_28_0024,0,6.04544245150625,-238.044747846442
-60.3769728473092,-70.4219743696407,,5413,,,-768.696128578515,-88.2135894478808,3.45000000000001,no,4.24999999999998,2026_04_28_0024_ev00009_rec0,,410925,0.27065,-97.1446442655487,0.2666,9.00000000000001,9,0.2628,2026_04_28_0024,0,2.56039867173817,-148.59056229519
-31.6690413591699,-41.3607706219554,,5825,,,284.453845403902,-105.851790413885,2.35000000000002,no,1,2026_04_28_0024_ev00010_rec0,,410926,0.29125,-92.2260473905917,0.291,1.25000000000003,10,0.2885,2026_04_28_0024,0,2.084871988813,-137.520831773055
