"Event.Number","Record","Event.Time..s.","Baseline..pA.","Peak..pA.","Amplitude..pA.","Rise.Time..ms.","Half.Width..ms.","Decay.Time..ms.","Decay.Fit.b0","Decay.Fit.b1","Decay.Fit.Tau..ms.","AUC..pA.ms.","rise_max_time","baseline_time","event_index","file_prefix","event_id","noise","event_entry_number"
1,0,0.0472499991989136,-391.117191963808,-409.594979814654,-18.4777878508457,3.84999999999999,8.45,8.74999999999999,-385.570441403587,-20.8664000701623,16.7419908895931,-180.3668914727,0.0468999991989136,0.0428499991989136,945,"2026_06_04_0029","2026_06_04_0029_ev00001_rec0","no",451724
2,0,0.191399999198914,-398.446332696668,-415.561382992041,-17.1150502953723,0.199999999999978,0.150000000000011,0,-398.130609777144,-3.26747717743566,2.74757931462793,-2.03730507559334,0.191299999198914,0.191049999198914,3828,"2026_06_04_0029","2026_06_04_0029_ev00002_rec0","no",451725
3,0,0.355799999198914,-399.696580840448,-406.366612782224,-6.67003194177619,0.350000000000017,4.19999999999998,3.70000000000004,-396.797396479579,-13.4327211424341,4.01143634992363,24.6131870843291,0.355099999198914,0.354549999198914,7116,"2026_06_04_0029","2026_06_04_0029_ev00003_rec0","no",451726
4,0,0.374099999198914,-389.631362292555,-398.416678922295,-8.78531662974052,0.450000000000006,0.450000000000006,0,-10923.3928089242,10527.75884887,111430.968129134,-228.308572529332,0.374049999198914,0.373599999198914,7482,"2026_06_04_0029","2026_06_04_0029_ev00004_rec0","no",451727
5,0,0.505199999198914,-401.679965138232,-422.0871406867,-20.4071755484681,1.80000000000002,5.24999999999998,4.59999999999994,-392.621040562317,-30.1994393077575,7.69991898162425,13.6637715294506,0.505049999198914,0.502849999198913,10104,"2026_06_04_0029","2026_06_04_0029_ev00005_rec0","no",451728
6,0,0.535899999198914,-400.338548763028,-405.929698026969,-5.59114926394113,0.249999999999972,0.800000000000023,0.650000000000039,-391.149923477882,-14.5633896418901,2.56604629066312,236.692661441581,0.535899999198914,0.535599999198914,10718,"2026_06_04_0029","2026_06_04_0029_ev00006_rec0","no",451729
7,0,0.555549999198914,-396.375823599237,-400.73259959601,-4.35677599677234,0.099999999999989,19.7999999999999,18.25,-414.599783325491,25.539640939202,42.4281070283952,2.26412481421491,0.555549999198914,0.555449999198914,11111,"2026_06_04_0029","2026_06_04_0029_ev00007_rec0","no",451730
8,0,0.575949999198914,-397.095439415597,-424.582071243632,-27.4866318280349,2.44999999999995,4.30000000000008,2.39999999999996,-394.033732791711,-33.9629434543716,2.52915971767783,-52.3671951878174,0.575149999198914,0.572599999198914,11519,"2026_06_04_0029","2026_06_04_0029_ev00008_rec0","no",451731
9,0,0.677099999198914,-403.022673065615,-407.331726812212,-4.30905374659631,0.249999999999972,0.750000000000028,0.700000000000034,-390.711637358583,-18.6632118148329,2.4171193455521,323.24424170703,0.676899999198914,0.675799999198914,13542,"2026_06_04_0029","2026_06_04_0029_ev00009_rec0","no",451732
10,0,0.696299999198913,-396.885596831869,-409.086100858756,-12.2005040268865,0.750000000000028,30.65,30,-12515.283480226,12124.0277302896,123202.17499103,120.760415488191,0.696299999198913,0.695399999198913,13926,"2026_06_04_0029","2026_06_04_0029_ev00010_rec0","no",451733
