corrected_baseline_pA,event_id,Record,Peak..pA.,corrected_amplitude_pA,Decay.Fit.b0,rise_max_time,event_entry_number,Event.Time..s.,file_prefix,Event.Number,corrected_baseline_index,corrected_baseline_time,Decay.Fit.Tau..ms.,event_index,baseline_time,Rise.Time..ms.,noise,Amplitude..pA.,Half.Width..ms.,Decay.Fit.b1,AUC..pA.ms.,Decay.Time..ms.,Baseline..pA.
,2026_04_28_0064_ev00001_rec0,0,526.988502622358,,509.774280422462,0.14245,424565,0.14245,2026_04_28_0064,1,,,20.7713350883034,2849,0.14085,1.25,no,4.20710566129253,1.05,11.3424120766935,-209.884038759061,0,522.781396961065
,2026_04_28_0064_ev00002_rec0,0,519.0492506709,,502.517794757561,0.16505,424566,0.16505,2026_04_28_0064,2,,,22.1921324758093,3301,0.16495,0,no,3.83170819835345,0,12.1620629196571,-180.649004797681,0,515.217542472547
,2026_04_28_0064_ev00003_rec0,0,528.069337600559,,517.678214148778,0.2645,424567,0.26465,2026_04_28_0064,3,,,2.53966554537189,5293,0.26365,0.849999999999962,no,4.59044104777786,0.900000000000012,8.60812404536299,-150.80511455224,0.349999999999961,523.478896552781
,2026_04_28_0064_ev00004_rec0,0,515.033390780755,,512.86040338962,0.2936,424568,0.2936,2026_04_28_0064,4,,,3.31215174719907,5872,0.29255,0.450000000000006,no,5.65474166032539,30.35,8.53132313947078,142.712431472523,30,509.378649120429
,2026_04_28_0064_ev00005_rec0,0,504.503475390892,,7725.5669192666,0.6251,424569,0.6251,2026_04_28_0064,5,,,88474.3459920397,12502,0.62495,0.099999999999989,no,2.76118505614357,30.0999999999999,-7225.50814471533,-13.4680646718044,29.9999999999999,501.742290334748
,2026_04_28_0064_ev00006_rec0,0,514.374595963217,,499.194439673051,1.2452,424570,1.24525,2026_04_28_0064,6,,,25.1273258947643,24905,1.2451,0,no,4.15539612657449,2,14.1624416865663,-82.2150778802046,2.99999999999989,510.219199836642
,2026_04_28_0064_ev00007_rec0,0,495.724339415804,,488.09641828579,1.65275,424571,1.6528,2026_04_28_0064,7,,,3.7368138216289,33056,1.6524,0.350000000000072,no,8.48851737415725,3.80000000000003,8.82394541990981,62.6432986630531,5.05,487.235822041647
,2026_04_28_0064_ev00008_rec0,0,507.009540430729,,491.905810813513,1.76195,424572,1.76195,2026_04_28_0064,8,,,4.54166963655036,35239,1.7618,0.150000000000095,no,9.56668639503471,0.0500000000001055,7.23845786063022,-132.748024504058,0,497.442854035694
,2026_04_28_0064_ev00009_rec0,0,518.057890083124,,509.11620376991,1.8278,424573,1.8303,2026_04_28_0064,9,,,5.18308560183959,36606,1.82335,4.35000000000008,no,17.5586355532468,29.7499999999999,14.6266264677226,457.795640414712,30,500.499254529878
,2026_04_28_0064_ev00010_rec0,0,511.254066414757,,502.561328648293,1.8589,424574,1.8589,2026_04_28_0064,10,,,7.45718260845915,37178,1.8588,0,no,2.12369726104271,0.099999999999989,7.72129641994793,-140.200910539601,0.350000000000072,509.130369153714
