corrected_baseline_pA,event_id,Record,Peak..pA.,corrected_amplitude_pA,Decay.Fit.b0,rise_max_time,event_entry_number,Event.Time..s.,file_prefix,Event.Number,corrected_baseline_index,corrected_baseline_time,Decay.Fit.Tau..ms.,event_index,baseline_time,Rise.Time..ms.,noise,Amplitude..pA.,Half.Width..ms.,Decay.Fit.b1,AUC..pA.ms.,Decay.Time..ms.,Baseline..pA.
,2024_05_17_0020_ev00001_rec0,0,-60.9545666220692,,-44.9313321821563,0.04475,92268,0.0461,2024_05_17_0020,1,,,13.5642768751102,922,0.041,3.65,no,-10.5002805353552,8.8,-16.9679763984704,-72.7618723039696,8.00000000000001,-50.454286086714
,2024_05_17_0020_ev00002_rec0,0,-60.7422229786838,,-133.470722111589,0.10465,92269,0.1048,2024_05_17_0020,2,,,268.643618343197,2096,0.09895,5.59999999999999,no,-8.8238290433154,11.45,79.2661607466718,-221.562252688599,3.34999999999999,-51.9183939353684
,2024_05_17_0020_ev00003_rec0,0,-70.2104983648767,,-55539.48527249,0.12465,92270,0.1247,2024_05_17_0020,3,,,304050.910978607,2494,0.12115,3.24999999999998,no,-15.7572021826682,16.7,55479.8883140308,-265.395943749293,3.74999999999999,-54.4532961822085
,2024_05_17_0020_ev00004_rec0,0,-74.1216157067614,,-57.5853076855118,0.15385,92271,0.1539,2024_05_17_0020,4,,,21.6250331790954,3078,0.1483,5.50000000000001,no,-13.0560616059329,0.899999999999984,-8.76697775674606,-72.4820644342034,1.15000000000001,-61.0655541008285
,2024_05_17_0020_ev00005_rec0,0,-55.3495887075672,,6180.8892663545,0.2123,92272,0.21235,2024_05_17_0020,5,,,36433.6655168386,4247,0.2122,0.100000000000017,no,-3.89410012703946,0.099999999999989,-6232.85805706537,61.3075036413313,0,-51.4554885805277
,2024_05_17_0020_ev00006_rec0,0,-52.5736873886155,,-35455.5243443149,0.2566,92273,0.25785,2024_05_17_0020,6,,,390099.416185423,5157,0.25465,1.90000000000001,no,-6.56041355527351,17.75,35407.5817763832,-110.407934017397,5.50000000000001,-46.013273833342
,2024_05_17_0020_ev00007_rec0,0,-84.7658481043029,,-5.47183387512363,0.35005,92274,0.3529,2024_05_17_0020,7,,,78.7148113194296,7058,0.3474,2.55,no,-32.5222219050443,20.55,-76.8335789065613,-654.47011973151,21.05,-52.2436261992586
,2024_05_17_0020_ev00008_rec0,0,-65.0700301511673,,-38.2268777318933,0.413,92275,0.413,2024_05_17_0020,8,,,37.6187929257373,8260,0.41155,0.450000000000006,no,-5.26269863921628,1,-24.3129542207439,142.993183220479,1.24999999999997,-59.807331511951
,2024_05_17_0020_ev00009_rec0,0,-59.794816549237,,-30.7459566104527,0.45255,92276,0.4549,2024_05_17_0020,9,,,47.3324143762514,9098,0.45105,1.45000000000001,no,-8.08912298022512,8.34999999999997,-29.160828426518,-43.1845779067822,9.29999999999998,-51.7056935690118
,2024_05_17_0020_ev00010_rec0,0,-78.4164271289374,,-34.6328290755887,0.49465,92277,0.49565,2024_05_17_0020,10,,,24.5265134209507,9913,0.49175,2.39999999999996,no,-30.3705024193477,14.4500000000001,-46.3396505062241,-476.078316196393,15.5000000000001,-48.0459247095897
,2024_05_17_0020_ev00011_rec0,0,-59.0430222285429,,-51.3342378820439,0.54365,92278,0.5437,2024_05_17_0020,11,,,5.99980991159116,10874,0.54055,2.85000000000002,no,-11.0548904749784,9.35000000000008,-6.63217099696401,-157.841313632684,13.1,-47.9881317535644
,2024_05_17_0020_ev00012_rec0,0,-65.4438715280297,,-44.7510859933301,0.57795,92279,0.5797,2024_05_17_0020,12,,,18.7119998357237,11594,0.5757,2.09999999999999,no,-12.6973935963986,9.39999999999996,-21.3820384819405,-108.269725619216,9.74999999999992,-52.7464779316311
,2024_05_17_0020_ev00013_rec0,0,-58.1111084211992,,-45.2903016667963,0.62745,92280,0.62745,2024_05_17_0020,13,,,8.18470362489154,12549,0.6262,0.399999999999956,no,-5.17382572416085,0.249999999999972,-9.27002176337287,153.975079255792,0,-52.9372826970383
,2024_05_17_0020_ev00014_rec0,0,-56.7856982426954,,-50.0213774678044,0.6788,92281,0.6794,2024_05_17_0020,14,,,7.94446330346279,13588,0.67345,3.45000000000006,no,-11.6020969278016,17.5999999999999,-5.35420465779221,-224.908760876934,30,-45.1836013148938
,2024_05_17_0020_ev00015_rec0,0,-56.3971169904992,,-51.2645408807979,0.71135,92282,0.7137,2024_05_17_0020,15,,,1.73869860230415,14274,0.71065,0.700000000000034,no,-5.21058628077824,4.29999999999997,-5.74233693060838,-21.8774459269168,1.95000000000001,-51.186530709721
,2024_05_17_0020_ev00016_rec0,0,-57.6993553289942,,-52.8657366704987,0.74305,92283,0.74325,2024_05_17_0020,16,,,2.37547390024102,14865,0.7412,0.600000000000045,no,-3.05816511043555,1,-4.53487015318232,41.3755410736629,1.05,-54.6411902185586
,2024_05_17_0020_ev00017_rec0,0,-58.2355374279796,,163584.812618443,0.76575,92284,0.76595,2024_05_17_0020,17,,,546339.034922353,15319,0.76505,0.700000000000034,no,-4.22242383431509,0.549999999999939,-163640.628039901,78.732801312001,0.800000000000023,-54.0131135936645
,2024_05_17_0020_ev00018_rec0,0,-57.5645005704718,,56167.2472993333,0.81465,92285,0.81635,2024_05_17_0020,18,,,221332.256776393,16327,0.8134,0.349999999999961,no,-4.88704203545752,6.29999999999997,-56223.3706495794,1.56042201289107,6.45000000000007,-52.6774585350143
,2024_05_17_0020_ev00019_rec0,0,-63.1421404875944,,-48.2267252992216,0.8823,92286,0.8831,2024_05_17_0020,19,,,12.639763758481,17662,0.87135,10.2500000000001,no,-18.6706103268383,17.2,-16.52756897221,-408.085027177667,20.95,-44.4715301607561
,2024_05_17_0020_ev00020_rec0,0,-57.5163800823221,,-43.8952656266034,0.92055,92287,0.9206,2024_05_17_0020,20,,,14.647726949543,18412,0.91965,0.649999999999928,no,-3.39963662955908,0.150000000000095,-11.5252370511717,158.302774069182,0.0499999999999945,-54.116743452763
,2024_05_17_0020_ev00021_rec0,0,-57.4313503274762,,-53.4197290507755,0.9916,92288,0.9935,2024_05_17_0020,21,,,2.97040986764612,19870,0.99035,0.750000000000028,no,-6.34699308973261,8.00000000000001,-5.25931225812075,-103.473716407352,17.85,-51.0843572377436
,2024_05_17_0020_ev00022_rec0,0,-55.6655889354784,,-36024.1787149731,1.01575,92289,1.01585,2024_05_17_0020,22,,,475918.986191089,20317,1.0152,0.55000000000005,no,-3.09671790266413,30.4500000000001,35972.5344693269,-7.90912688753004,27.4000000000001,-52.5688710328143
