time_noise,start_sample,matched_peak_rows,file,return_sample,sweep
"[np.float64(6.512599999999999), np.float64(6.51265), np.float64(6.5127), np.float64(6.51275)]",130252,[],2026_04_28_0025.abf,130255,0
"[np.float64(7.887599999999999), np.float64(7.887649999999999), np.float64(7.8877), np.float64(7.88775), np.float64(7.8877999999999995)]",157752,[],2026_04_28_0025.abf,157756,0
"[np.float64(10.9094), np.float64(10.90945), np.float64(10.9095)]",218188,[],2026_04_28_0025.abf,218190,0
"[np.float64(12.478649999999998), np.float64(12.478699999999998), np.float64(12.47875), np.float64(12.4788), np.float64(12.47885)]",249573,[],2026_04_28_0025.abf,249577,0
"[np.float64(23.349649999999997), np.float64(23.3497), np.float64(23.349749999999997)]",466993,[],2026_04_28_0025.abf,466995,0
"[np.float64(33.3456), np.float64(33.34565), np.float64(33.345699999999994), np.float64(33.345749999999995), np.float64(33.3458)]",166912,[],2026_04_28_0025.abf,166916,1
"[np.float64(36.298199999999994), np.float64(36.298249999999996), np.float64(36.2983), np.float64(36.29835), np.float64(36.2984)]",225964,[],2026_04_28_0025.abf,225968,1
"[np.float64(37.71995), np.float64(37.72), np.float64(37.72005), np.float64(37.720099999999995), np.float64(37.72015)]",254399,[],2026_04_28_0025.abf,254403,1
"[np.float64(39.602199999999996), np.float64(39.60225), np.float64(39.6023), np.float64(39.60235)]",292044,[],2026_04_28_0025.abf,292047,1
"[np.float64(44.214749999999995), np.float64(44.2148), np.float64(44.21485), np.float64(44.2149)]",384295,[],2026_04_28_0025.abf,384298,1
"[np.float64(50.58915), np.float64(50.5892), np.float64(50.58925), np.float64(50.5893), np.float64(50.58935), np.float64(50.5894)]",11783,[],2026_04_28_0025.abf,11788,2
"[np.float64(51.81275), np.float64(51.8128)]",36255,[],2026_04_28_0025.abf,36256,2
"[np.float64(59.26515), np.float64(59.2652), np.float64(59.26525), np.float64(59.265299999999996)]",185303,"[{'Event.Number': '1098', 'Record': '2', 'Event.Time..s.': '59.2652', 'Baseline..pA.': '-203.243449540274', 'Peak..pA.': '-228.928224961904', 'Amplitude..pA.': '-25.6847754216299', 'Rise.Time..ms.': '0.300000000002854', 'Half.Width..ms.': '0.849999999999795', 'Decay.Time..ms.': '1.95000000000078', 'Decay.Fit.b0': '-193.478048715121', 'Decay.Fit.b1': '-24.2837821834353', 'Decay.Fit.Tau..ms.': '8.39232794311591', 'AUC..pA.ms.': '89.7543216145556', 'rise_max_time': '59.2652', 'baseline_time': '59.2648', 'event_index': '185304', 'file_prefix': '2026_04_28_0025', 'event_id': '2026_04_28_0025_ev01098_rec2', 'noise': 'no', 'event_entry_number': '413445', 'corrected_peak_index': 185316, 'corrected_peak_time': np.float64(59.2658), 'corrected_peak_pA': np.float64(-212.40232849121094), 'corrected_peak_amp_pA': np.float64(-9.158878950936924)}]",2026_04_28_0025.abf,185306,2
"[np.float64(60.42275), np.float64(60.422799999999995), np.float64(60.42285), np.float64(60.4229)]",208455,[],2026_04_28_0025.abf,208458,2
"[np.float64(60.6442), np.float64(60.64425)]",212884,[],2026_04_28_0025.abf,212885,2
"[np.float64(65.0528), np.float64(65.05284999999999)]",301056,[],2026_04_28_0025.abf,301057,2
"[np.float64(77.59055), np.float64(77.5906), np.float64(77.59065), np.float64(77.5907), np.float64(77.59075)]",51811,[],2026_04_28_0025.abf,51815,3
"[np.float64(85.4299), np.float64(85.42995), np.float64(85.42999999999999)]",208598,[],2026_04_28_0025.abf,208600,3
"[np.float64(86.7426), np.float64(86.74265), np.float64(86.7427)]",234852,[],2026_04_28_0025.abf,234854,3
"[np.float64(86.79115), np.float64(86.7912)]",235823,[],2026_04_28_0025.abf,235824,3
"[np.float64(86.90895), np.float64(86.909), np.float64(86.90905)]",238179,[],2026_04_28_0025.abf,238181,3
"[np.float64(88.31365), np.float64(88.3137), np.float64(88.31375), np.float64(88.3138)]",266273,[],2026_04_28_0025.abf,266276,3
"[np.float64(95.8018), np.float64(95.80185), np.float64(95.8019), np.float64(95.80194999999999), np.float64(95.802)]",416036,[],2026_04_28_0025.abf,416040,3
"[np.float64(97.67575), np.float64(97.6758)]",453515,[],2026_04_28_0025.abf,453516,3
"[np.float64(98.842), np.float64(98.84205)]",476840,[],2026_04_28_0025.abf,476841,3
"[np.float64(1.4535999999999998), np.float64(1.4536499999999999), np.float64(1.4536999999999998), np.float64(1.4537499999999999)]",29072,[],2026_04_28_0027.abf,29075,0
"[np.float64(4.774699999999999), np.float64(4.774749999999999), np.float64(4.7748)]",95494,[],2026_04_28_0027.abf,95496,0
"[np.float64(10.392249999999999), np.float64(10.392299999999999), np.float64(10.392349999999999), np.float64(10.392399999999999)]",207845,[],2026_04_28_0027.abf,207848,0
"[np.float64(15.0063), np.float64(15.00635), np.float64(15.0064)]",300126,[],2026_04_28_0027.abf,300128,0
"[np.float64(15.480849999999998), np.float64(15.480899999999998), np.float64(15.480949999999998), np.float64(15.480999999999998), np.float64(15.481049999999998), np.float64(15.481099999999998)]",309617,[],2026_04_28_0027.abf,309622,0
"[np.float64(33.38775), np.float64(33.3878), np.float64(33.38785)]",167755,[],2026_04_28_0027.abf,167757,1
"[np.float64(37.43425), np.float64(37.43429999999999), np.float64(37.434349999999995), np.float64(37.4344)]",248685,[],2026_04_28_0027.abf,248688,1
"[np.float64(49.0579), np.float64(49.05795), np.float64(49.05799999999999)]",481158,[],2026_04_28_0027.abf,481160,1
"[np.float64(64.68425), np.float64(64.6843), np.float64(64.68435)]",293685,[],2026_04_28_0027.abf,293687,2
"[np.float64(68.075), np.float64(68.07504999999999), np.float64(68.0751)]",361500,[],2026_04_28_0027.abf,361502,2
"[np.float64(70.92184999999999), np.float64(70.9219), np.float64(70.92195), np.float64(70.922), np.float64(70.92205)]",418437,[],2026_04_28_0027.abf,418441,2
"[np.float64(77.46005), np.float64(77.4601), np.float64(77.46015), np.float64(77.4602)]",49201,[],2026_04_28_0027.abf,49204,3
"[np.float64(78.3757), np.float64(78.37575), np.float64(78.3758), np.float64(78.37585)]",67514,[],2026_04_28_0027.abf,67517,3
"[np.float64(87.80575), np.float64(87.8058), np.float64(87.80585), np.float64(87.8059)]",256115,[],2026_04_28_0027.abf,256118,3
"[np.float64(99.70935), np.float64(99.7094), np.float64(99.70944999999999)]",494187,[],2026_04_28_0027.abf,494189,3
"[np.float64(99.75715), np.float64(99.7572)]",495143,[],2026_04_28_0027.abf,495144,3
"[np.float64(4.06785), np.float64(4.0679)]",81357,[],2026_04_28_0028.abf,81358,0
"[np.float64(8.369499999999999), np.float64(8.369549999999998), np.float64(8.3696), np.float64(8.36965), np.float64(8.3697)]",167390,[],2026_04_28_0028.abf,167394,0
"[np.float64(10.52075), np.float64(10.5208), np.float64(10.52085)]",210415,[],2026_04_28_0028.abf,210417,0
"[np.float64(11.89415), np.float64(11.8942), np.float64(11.89425), np.float64(11.8943), np.float64(11.89435), np.float64(11.8944), np.float64(11.894449999999999)]",237883,[],2026_04_28_0028.abf,237889,0
"[np.float64(15.52235), np.float64(15.5224), np.float64(15.52245)]",310447,[],2026_04_28_0028.abf,310449,0
"[np.float64(18.4333), np.float64(18.433349999999997), np.float64(18.4334)]",368666,[],2026_04_28_0028.abf,368668,0
"[np.float64(22.76935), np.float64(22.769399999999997)]",455387,[],2026_04_28_0028.abf,455388,0
"[np.float64(28.893499999999996), np.float64(28.893549999999998), np.float64(28.893599999999996)]",77870,[],2026_04_28_0028.abf,77872,1
"[np.float64(30.685299999999998), np.float64(30.685349999999996), np.float64(30.685399999999998), np.float64(30.685449999999996)]",113706,[],2026_04_28_0028.abf,113709,1
"[np.float64(31.411699999999996), np.float64(31.411749999999998), np.float64(31.411799999999996), np.float64(31.411849999999998), np.float64(31.411899999999996), np.float64(31.411949999999997)]",128234,[],2026_04_28_0028.abf,128239,1
"[np.float64(32.369949999999996), np.float64(32.37), np.float64(32.37005), np.float64(32.370099999999994), np.float64(32.370149999999995)]",147399,[],2026_04_28_0028.abf,147403,1
"[np.float64(41.3925), np.float64(41.39255), np.float64(41.3926), np.float64(41.392649999999996)]",327850,[],2026_04_28_0028.abf,327853,1
"[np.float64(42.822449999999996), np.float64(42.8225), np.float64(42.82254999999999), np.float64(42.822599999999994), np.float64(42.822649999999996)]",356449,[],2026_04_28_0028.abf,356453,1
"[np.float64(47.83409999999999), np.float64(47.834149999999994), np.float64(47.834199999999996)]",456682,[],2026_04_28_0028.abf,456684,1
"[np.float64(48.5068), np.float64(48.50685), np.float64(48.5069), np.float64(48.506949999999996)]",470136,[],2026_04_28_0028.abf,470139,1
"[np.float64(50.3565), np.float64(50.35655), np.float64(50.3566), np.float64(50.35665)]",7130,[],2026_04_28_0028.abf,7133,2
"[np.float64(54.20015), np.float64(54.2002), np.float64(54.20025), np.float64(54.2003)]",84003,[],2026_04_28_0028.abf,84006,2
"[np.float64(54.47345), np.float64(54.4735), np.float64(54.47355)]",89469,[],2026_04_28_0028.abf,89471,2
"[np.float64(61.0564), np.float64(61.05645), np.float64(61.0565)]",221128,[],2026_04_28_0028.abf,221130,2
"[np.float64(71.73135), np.float64(71.7314), np.float64(71.73145), np.float64(71.7315)]",434627,[],2026_04_28_0028.abf,434630,2
"[np.float64(79.07455), np.float64(79.0746)]",81491,[],2026_04_28_0028.abf,81492,3
"[np.float64(81.92375), np.float64(81.9238), np.float64(81.92385)]",138475,[],2026_04_28_0028.abf,138477,3
"[np.float64(91.76805), np.float64(91.76809999999999), np.float64(91.76815), np.float64(91.7682), np.float64(91.76825)]",335361,[],2026_04_28_0028.abf,335365,3
"[np.float64(92.13595), np.float64(92.136), np.float64(92.13605), np.float64(92.1361), np.float64(92.13615)]",342719,[],2026_04_28_0028.abf,342723,3
"[np.float64(92.47715), np.float64(92.4772), np.float64(92.47725)]",349543,[],2026_04_28_0028.abf,349545,3
"[np.float64(96.66015), np.float64(96.6602)]",433203,[],2026_04_28_0028.abf,433204,3
"[np.float64(2.84625), np.float64(2.8463), np.float64(2.8463499999999997)]",56925,[],2026_04_28_0029.abf,56927,0
"[np.float64(12.6274), np.float64(12.62745)]",252548,[],2026_04_28_0029.abf,252549,0
"[np.float64(18.694), np.float64(18.694049999999997), np.float64(18.6941)]",373880,[],2026_04_28_0029.abf,373882,0
"[np.float64(20.339399999999998), np.float64(20.33945), np.float64(20.339499999999997), np.float64(20.33955)]",406788,[],2026_04_28_0029.abf,406791,0
"[np.float64(21.853749999999998), np.float64(21.8538), np.float64(21.853849999999998)]",437075,[],2026_04_28_0029.abf,437077,0
"[np.float64(35.450149999999994), np.float64(35.450199999999995), np.float64(35.45025)]",209003,[],2026_04_28_0029.abf,209005,1
"[np.float64(47.10025), np.float64(47.1003)]",442005,[],2026_04_28_0029.abf,442006,1
"[np.float64(47.9046), np.float64(47.90465), np.float64(47.9047), np.float64(47.90474999999999), np.float64(47.904799999999994), np.float64(47.904849999999996), np.float64(47.9049)]",458092,[],2026_04_28_0029.abf,458098,1
"[np.float64(60.54195), np.float64(60.542)]",210839,[],2026_04_28_0029.abf,210840,2
"[np.float64(61.2213), np.float64(61.22135)]",224426,[],2026_04_28_0029.abf,224427,2
"[np.float64(61.76575), np.float64(61.7658), np.float64(61.76585)]",235315,[],2026_04_28_0029.abf,235317,2
"[np.float64(79.97775), np.float64(79.9778), np.float64(79.97785), np.float64(79.9779), np.float64(79.97795), np.float64(79.978)]",99555,[],2026_04_28_0029.abf,99560,3
"[np.float64(91.57525), np.float64(91.5753), np.float64(91.57535), np.float64(91.5754), np.float64(91.57545), np.float64(91.57549999999999), np.float64(91.57555)]",331505,[],2026_04_28_0029.abf,331511,3
"[np.float64(96.241), np.float64(96.24105), np.float64(96.2411), np.float64(96.24114999999999), np.float64(96.2412)]",424820,[],2026_04_28_0029.abf,424824,3
"[np.float64(97.67535), np.float64(97.6754), np.float64(97.67545)]",453507,[],2026_04_28_0029.abf,453509,3
"[np.float64(98.36455), np.float64(98.3646), np.float64(98.36465)]",467291,[],2026_04_28_0029.abf,467293,3
"[np.float64(99.04005), np.float64(99.0401)]",480801,[],2026_04_28_0029.abf,480802,3
"[np.float64(99.0767), np.float64(99.07674999999999), np.float64(99.0768)]",481534,[],2026_04_28_0029.abf,481536,3
"[np.float64(1.5837999999999999), np.float64(1.5838499999999998), np.float64(1.5838999999999999)]",31676,[],2026_04_28_0030.abf,31678,0
"[np.float64(4.917599999999999), np.float64(4.917649999999999), np.float64(4.9177)]",98352,[],2026_04_28_0030.abf,98354,0
"[np.float64(12.661249999999999), np.float64(12.661299999999999), np.float64(12.661349999999999), np.float64(12.661399999999999)]",253225,[],2026_04_28_0030.abf,253228,0
"[np.float64(16.697), np.float64(16.697049999999997), np.float64(16.6971), np.float64(16.697149999999997)]",333940,[],2026_04_28_0030.abf,333943,0
"[np.float64(21.676199999999998), np.float64(21.67625), np.float64(21.676299999999998)]",433524,[],2026_04_28_0030.abf,433526,0
"[np.float64(28.645699999999998), np.float64(28.645749999999996), np.float64(28.645799999999998), np.float64(28.645849999999996), np.float64(28.645899999999997)]",72914,[],2026_04_28_0030.abf,72918,1
"[np.float64(29.573849999999997), np.float64(29.573899999999995), np.float64(29.573949999999996), np.float64(29.573999999999998), np.float64(29.574049999999996), np.float64(29.574099999999998)]",91477,[],2026_04_28_0030.abf,91482,1
"[np.float64(34.6209), np.float64(34.62094999999999), np.float64(34.620999999999995), np.float64(34.62105)]",192418,[],2026_04_28_0030.abf,192421,1
"[np.float64(35.037549999999996), np.float64(35.0376)]",200751,[],2026_04_28_0030.abf,200752,1
"[np.float64(41.6384), np.float64(41.63845), np.float64(41.63849999999999), np.float64(41.638549999999995), np.float64(41.6386)]",332768,[],2026_04_28_0030.abf,332772,1
"[np.float64(42.597449999999995), np.float64(42.5975)]",351949,[],2026_04_28_0030.abf,351950,1
"[np.float64(43.810449999999996), np.float64(43.8105), np.float64(43.81054999999999), np.float64(43.810599999999994)]",376209,[],2026_04_28_0030.abf,376212,1
"[np.float64(47.370999999999995), np.float64(47.37105), np.float64(47.3711)]",447420,[],2026_04_28_0030.abf,447422,1
"[np.float64(48.32975), np.float64(48.3298), np.float64(48.32984999999999), np.float64(48.329899999999995)]",466595,[],2026_04_28_0030.abf,466598,1
"[np.float64(50.455), np.float64(50.45505)]",9100,[],2026_04_28_0030.abf,9101,2
"[np.float64(56.113749999999996), np.float64(56.1138), np.float64(56.11385), np.float64(56.1139)]",122275,[],2026_04_28_0030.abf,122278,2
"[np.float64(59.63955), np.float64(59.6396), np.float64(59.63965), np.float64(59.6397)]",192791,[],2026_04_28_0030.abf,192794,2
"[np.float64(60.5901), np.float64(60.59015), np.float64(60.590199999999996)]",211802,[],2026_04_28_0030.abf,211804,2
"[np.float64(60.8249), np.float64(60.82495), np.float64(60.825), np.float64(60.82505)]",216498,[],2026_04_28_0030.abf,216501,2
"[np.float64(63.7351), np.float64(63.73515), np.float64(63.7352), np.float64(63.73525), np.float64(63.735299999999995)]",274702,[],2026_04_28_0030.abf,274706,2
"[np.float64(66.21505), np.float64(66.21509999999999), np.float64(66.21515), np.float64(66.2152), np.float64(66.21525)]",324301,[],2026_04_28_0030.abf,324305,2
"[np.float64(75.4446), np.float64(75.44465), np.float64(75.4447), np.float64(75.44475), np.float64(75.4448)]",8892,[],2026_04_28_0030.abf,8896,3
"[np.float64(76.71115), np.float64(76.7112)]",34223,[],2026_04_28_0030.abf,34224,3
"[np.float64(82.33655), np.float64(82.3366), np.float64(82.33665), np.float64(82.3367)]",146731,[],2026_04_28_0030.abf,146734,3
"[np.float64(88.6793), np.float64(88.67935)]",273586,[],2026_04_28_0030.abf,273587,3
"[np.float64(95.49759999999999), np.float64(95.49765)]",409952,[],2026_04_28_0030.abf,409953,3
"[np.float64(83.99496809198378), np.float64(83.99497809198378), np.float64(83.99498809198379), np.float64(83.99499809198379), np.float64(83.99500809198378)]",399497,[],2026_04_28_0053.abf,399501,3
"[np.float64(37.321196030216214), np.float64(37.32120603021621), np.float64(37.32121603021621), np.float64(37.32122603021621)]",1065453,[],2026_04_28_0054.abf,1065456,1
"[np.float64(64.5777320611), np.float64(64.5777420611), np.float64(64.57775206109999), np.float64(64.57776206109999), np.float64(64.57777206109999)]",1124440,[],2026_04_28_0057.abf,1124444,2
"[np.float64(86.09139809198378), np.float64(86.09140809198378), np.float64(86.09141809198378), np.float64(86.09142809198379)]",609140,[],2026_04_28_0057.abf,609143,3
"[np.float64(1.8076499999999998), np.float64(1.8076999999999999), np.float64(1.8077499999999997)]",36153,[],2026_04_28_0060.abf,36155,0
"[np.float64(3.9048), np.float64(3.9048499999999997), np.float64(3.9048999999999996), np.float64(3.9049499999999995), np.float64(3.905), np.float64(3.9050499999999997)]",78096,[],2026_04_28_0060.abf,78101,0
"[np.float64(4.61625), np.float64(4.6163), np.float64(4.61635), np.float64(4.6164)]",92325,[],2026_04_28_0060.abf,92328,0
"[np.float64(4.7871), np.float64(4.78715), np.float64(4.7871999999999995), np.float64(4.787249999999999)]",95742,[],2026_04_28_0060.abf,95745,0
"[np.float64(7.122199999999999), np.float64(7.122249999999999), np.float64(7.122299999999999), np.float64(7.122349999999999)]",142444,[],2026_04_28_0060.abf,142447,0
"[np.float64(10.627099999999999), np.float64(10.627149999999999), np.float64(10.627199999999998)]",212542,[],2026_04_28_0060.abf,212544,0
"[np.float64(10.747399999999999), np.float64(10.747449999999999), np.float64(10.747499999999999), np.float64(10.747549999999999), np.float64(10.747599999999998), np.float64(10.747649999999998), np.float64(10.747699999999998), np.float64(10.74775), np.float64(10.7478)]",214948,"[{'Event.Number': '146', 'Record': '0', 'Event.Time..s.': '10.7476', 'Baseline..pA.': '-537.429074242001', 'Peak..pA.': '-4104.00390625', 'Amplitude..pA.': '-3566.574832008', 'Rise.Time..ms.': '3.35000000000107', 'Half.Width..ms.': '5.65000000000104', 'Decay.Time..ms.': '6.75000000000026', 'Decay.Fit.b0': '-163.249004784789', 'Decay.Fit.b1': '-4392.38413125916', 'Decay.Fit.Tau..ms.': '7.06235685721081', 'AUC..pA.ms.': '-23720.2656945001', 'rise_max_time': '10.7472', 'baseline_time': '10.74185', 'event_index': '214952', 'file_prefix': '2026_04_28_0060', 'event_id': '2026_04_28_0060_ev00146_rec0', 'noise': 'yes', 'event_entry_number': '419698', 'corrected_peak_index': 214966, 'corrected_peak_time': np.float64(10.748299999999999), 'corrected_peak_pA': np.float64(-3742.065185546875), 'corrected_peak_amp_pA': np.float64(-3204.6361113048742)}]",2026_04_28_0060.abf,214956,0
"[np.float64(10.972499999999998), np.float64(10.972549999999998), np.float64(10.9726)]",219450,[],2026_04_28_0060.abf,219452,0
"[np.float64(11.2906), np.float64(11.29065), np.float64(11.2907), np.float64(11.29075)]",225812,[],2026_04_28_0060.abf,225815,0
"[np.float64(12.6848), np.float64(12.684849999999999), np.float64(12.684899999999999)]",253696,[],2026_04_28_0060.abf,253698,0
"[np.float64(18.57105), np.float64(18.571099999999998), np.float64(18.57115), np.float64(18.571199999999997)]",371421,[],2026_04_28_0060.abf,371424,0
"[np.float64(26.491999999999997), np.float64(26.492049999999995), np.float64(26.492099999999997), np.float64(26.492149999999995)]",29840,[],2026_04_28_0060.abf,29843,1
"[np.float64(28.743849999999995), np.float64(28.743899999999996), np.float64(28.743949999999998), np.float64(28.743999999999996)]",74877,[],2026_04_28_0060.abf,74880,1
"[np.float64(29.708049999999997), np.float64(29.708099999999995), np.float64(29.708149999999996)]",94161,[],2026_04_28_0060.abf,94163,1
"[np.float64(34.022499999999994), np.float64(34.022549999999995), np.float64(34.0226), np.float64(34.02265), np.float64(34.0227), np.float64(34.022749999999995)]",180450,[],2026_04_28_0060.abf,180455,1
"[np.float64(35.9345), np.float64(35.934549999999994), np.float64(35.934599999999996), np.float64(35.93465)]",218690,[],2026_04_28_0060.abf,218693,1
"[np.float64(36.053349999999995), np.float64(36.053399999999996), np.float64(36.05345), np.float64(36.0535)]",221067,[],2026_04_28_0060.abf,221070,1
"[np.float64(41.921899999999994), np.float64(41.921949999999995), np.float64(41.922), np.float64(41.92205), np.float64(41.9221), np.float64(41.92215)]",338438,[],2026_04_28_0060.abf,338443,1
"[np.float64(42.91915), np.float64(42.9192), np.float64(42.91925), np.float64(42.91929999999999), np.float64(42.919349999999994), np.float64(42.919399999999996), np.float64(42.91945)]",358383,[],2026_04_28_0060.abf,358389,1
"[np.float64(43.833), np.float64(43.83305), np.float64(43.8331), np.float64(43.833149999999996), np.float64(43.8332)]",376660,[],2026_04_28_0060.abf,376664,1
"[np.float64(45.49835), np.float64(45.4984), np.float64(45.49845), np.float64(45.49849999999999), np.float64(45.498549999999994)]",409967,[],2026_04_28_0060.abf,409971,1
"[np.float64(47.632), np.float64(47.63204999999999), np.float64(47.632099999999994)]",452640,[],2026_04_28_0060.abf,452642,1
"[np.float64(52.08255), np.float64(52.0826), np.float64(52.08265), np.float64(52.0827), np.float64(52.08275)]",41651,"[{'Event.Number': '867', 'Record': '2', 'Event.Time..s.': '52.0826', 'Baseline..pA.': '-53.539252132399', 'Peak..pA.': '-85.0934917144511', 'Amplitude..pA.': '-31.5542395820522', 'Rise.Time..ms.': '0.799999999998136', 'Half.Width..ms.': '1.4499999999984', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-44.1331790491216', 'Decay.Fit.b1': '-15.1017649703976', 'Decay.Fit.Tau..ms.': '1.77929034051503', 'AUC..pA.ms.': '250.507969010197', 'rise_max_time': '52.0826', 'baseline_time': '52.0809', 'event_index': '41652', 'file_prefix': '2026_04_28_0060', 'event_id': '2026_04_28_0060_ev00867_rec2', 'noise': 'no', 'event_entry_number': '420419', 'corrected_peak_index': 41665, 'corrected_peak_time': np.float64(52.08325), 'corrected_peak_pA': np.float64(-58.593746185302734), 'corrected_peak_amp_pA': np.float64(-5.054494052903735)}]",2026_04_28_0060.abf,41655,2
"[np.float64(54.4095), np.float64(54.409549999999996), np.float64(54.4096), np.float64(54.40965), np.float64(54.4097), np.float64(54.40975)]",88190,[],2026_04_28_0060.abf,88195,2
"[np.float64(55.20995), np.float64(55.21)]",104199,[],2026_04_28_0060.abf,104200,2
"[np.float64(58.0262), np.float64(58.02625), np.float64(58.0263), np.float64(58.02635), np.float64(58.026399999999995)]",160524,"[{'Event.Number': '942', 'Record': '2', 'Event.Time..s.': '58.02625', 'Baseline..pA.': '-63.4009784272911', 'Peak..pA.': '-106.206986401688', 'Amplitude..pA.': '-42.806007974397', 'Rise.Time..ms.': '0.349999999997408', 'Half.Width..ms.': '0.450000000000728', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-40.4679505629856', 'Decay.Fit.b1': '-28.4982546145132', 'Decay.Fit.Tau..ms.': '4.81153081127218', 'AUC..pA.ms.': '546.329982788362', 'rise_max_time': '58.02625', 'baseline_time': '58.02575', 'event_index': '160525', 'file_prefix': '2026_04_28_0060', 'event_id': '2026_04_28_0060_ev00942_rec2', 'noise': 'no', 'event_entry_number': '420494', 'corrected_peak_index': 160538, 'corrected_peak_time': np.float64(58.0269), 'corrected_peak_pA': np.float64(-64.0869140625), 'corrected_peak_amp_pA': np.float64(-0.6859356352088994)}]",2026_04_28_0060.abf,160528,2
"[np.float64(67.29469999999999), np.float64(67.29475)]",345894,[],2026_04_28_0060.abf,345895,2
"[np.float64(68.9888), np.float64(68.98885), np.float64(68.9889)]",379776,[],2026_04_28_0060.abf,379778,2
"[np.float64(73.12895), np.float64(73.129)]",462579,[],2026_04_28_0060.abf,462580,2
"[np.float64(74.6095), np.float64(74.60955), np.float64(74.6096), np.float64(74.60965)]",492190,"[{'Event.Number': '1206', 'Record': '2', 'Event.Time..s.': '74.6095', 'Baseline..pA.': '-51.0332052475535', 'Peak..pA.': '-127.068835328698', 'Amplitude..pA.': '-76.0356300811443', 'Rise.Time..ms.': '6.64999999999338', 'Half.Width..ms.': '1.69999999999959', 'Decay.Time..ms.': '0.10000000000332', 'Decay.Fit.b0': '-61.8345541277054', 'Decay.Fit.b1': '-63.1099462450979', 'Decay.Fit.Tau..ms.': '0.0791228556266101', 'AUC..pA.ms.': '-449.951540674899', 'rise_max_time': '74.6095', 'baseline_time': '74.6028', 'event_index': '492190', 'file_prefix': '2026_04_28_0060', 'event_id': '2026_04_28_0060_ev01206_rec2', 'noise': 'no', 'event_entry_number': '420758', 'corrected_peak_index': 492203, 'corrected_peak_time': np.float64(74.61014999999999), 'corrected_peak_pA': np.float64(-59.204097747802734), 'corrected_peak_amp_pA': np.float64(-8.170892500249238)}]",2026_04_28_0060.abf,492193,2
"[np.float64(75.28325), np.float64(75.2833), np.float64(75.28335)]",5665,[],2026_04_28_0060.abf,5667,3
"[np.float64(78.3852), np.float64(78.38525), np.float64(78.3853), np.float64(78.38535), np.float64(78.3854), np.float64(78.38545), np.float64(78.3855)]",67704,[],2026_04_28_0060.abf,67710,3
"[np.float64(78.82785), np.float64(78.8279), np.float64(78.82795), np.float64(78.828), np.float64(78.82805), np.float64(78.8281), np.float64(78.82815), np.float64(78.8282)]",76557,"[{'Event.Number': '1264', 'Record': '3', 'Event.Time..s.': '78.8281', 'Baseline..pA.': '-57.1289124795014', 'Peak..pA.': '-59.3451542201493', 'Amplitude..pA.': '-2.2162417406479', 'Rise.Time..ms.': '0', 'Half.Width..ms.': '0.549999999989836', 'Decay.Time..ms.': '0.649999999993156', 'Decay.Fit.b0': '-50.5396869655926', 'Decay.Fit.b1': '-9.59119759767244', 'Decay.Fit.Tau..ms.': '2.47790841552705', 'AUC..pA.ms.': '168.466921813315', 'rise_max_time': '78.8281', 'baseline_time': '78.8278', 'event_index': '76562', 'file_prefix': '2026_04_28_0060', 'event_id': '2026_04_28_0060_ev01264_rec3', 'noise': 'no', 'event_entry_number': '420816', 'corrected_peak_index': 76574, 'corrected_peak_time': np.float64(78.8287), 'corrected_peak_pA': np.float64(-69.580078125), 'corrected_peak_amp_pA': np.float64(-12.451165645498598)}]",2026_04_28_0060.abf,76564,3
"[np.float64(81.76865), np.float64(81.7687), np.float64(81.76875)]",135373,[],2026_04_28_0060.abf,135375,3
"[np.float64(81.9986), np.float64(81.99865), np.float64(81.9987), np.float64(81.99875), np.float64(81.9988)]",139972,[],2026_04_28_0060.abf,139976,3
"[np.float64(87.5674), np.float64(87.56745), np.float64(87.5675), np.float64(87.56755), np.float64(87.5676), np.float64(87.56765), np.float64(87.5677)]",251348,[],2026_04_28_0060.abf,251354,3
"[np.float64(88.02105), np.float64(88.0211), np.float64(88.02114999999999), np.float64(88.0212), np.float64(88.02125), np.float64(88.0213), np.float64(88.02135)]",260421,[],2026_04_28_0060.abf,260427,3
"[np.float64(88.24695), np.float64(88.247), np.float64(88.24705), np.float64(88.2471)]",264939,[],2026_04_28_0060.abf,264942,3
"[np.float64(89.93095), np.float64(89.931), np.float64(89.93105), np.float64(89.9311), np.float64(89.93115), np.float64(89.9312)]",298619,"[{'Event.Number': '1476', 'Record': '3', 'Event.Time..s.': '89.93095', 'Baseline..pA.': '-57.1114643641881', 'Peak..pA.': '-143.4326171875', 'Amplitude..pA.': '-86.3211528233119', 'Rise.Time..ms.': '3.10000000000343', 'Half.Width..ms.': '0.999999999990564', 'Decay.Time..ms.': '0.200000000006639', 'Decay.Fit.b0': '-61.101353827043', 'Decay.Fit.b1': '-29.429998980911', 'Decay.Fit.Tau..ms.': '4.23603207746033', 'AUC..pA.ms.': '-312.931639085497', 'rise_max_time': '89.93095', 'baseline_time': '89.9276', 'event_index': '298619', 'file_prefix': '2026_04_28_0060', 'event_id': '2026_04_28_0060_ev01476_rec3', 'noise': 'no', 'event_entry_number': '421028', 'corrected_peak_index': 298634, 'corrected_peak_time': np.float64(89.93169999999999), 'corrected_peak_pA': np.float64(-90.33202362060547), 'corrected_peak_amp_pA': np.float64(-33.22055925641737)}]",2026_04_28_0060.abf,298624,3
