time_noise,start_sample,matched_peak_rows,file,return_sample,sweep
"[np.float64(35.561049999999994), np.float64(35.561099999999996), np.float64(35.56115), np.float64(35.5612), np.float64(35.56125), np.float64(35.561299999999996), np.float64(35.56135), np.float64(35.5614)]",211221,[],2024_06_25_0006.abf,211228,1
"[np.float64(60.5338), np.float64(60.53385), np.float64(60.5339), np.float64(60.53395), np.float64(60.534)]",210676,[],2024_06_25_0006.abf,210680,2
"[np.float64(85.62555), np.float64(85.6256), np.float64(85.62565), np.float64(85.6257), np.float64(85.62575), np.float64(85.6258), np.float64(85.62585), np.float64(85.6259)]",212511,[],2024_06_25_0006.abf,212518,3
"[np.float64(10.474549999999999), np.float64(10.474599999999999), np.float64(10.474649999999999), np.float64(10.474699999999999), np.float64(10.474749999999998), np.float64(10.474799999999998), np.float64(10.474849999999998), np.float64(10.4749)]",209491,[],2024_06_25_0007.abf,209498,0
"[np.float64(10.510549999999999), np.float64(10.510599999999998), np.float64(10.510649999999998), np.float64(10.5107), np.float64(10.51075), np.float64(10.5108), np.float64(10.51085)]",210211,[],2024_06_25_0007.abf,210217,0
"[np.float64(10.76025), np.float64(10.760299999999999), np.float64(10.760349999999999), np.float64(10.760399999999999), np.float64(10.760449999999999), np.float64(10.760499999999999), np.float64(10.760549999999999), np.float64(10.760599999999998), np.float64(10.760649999999998)]",215205,[],2024_06_25_0010.abf,215213,0
"[np.float64(60.50295), np.float64(60.503), np.float64(60.50305), np.float64(60.5031), np.float64(60.50315)]",210059,[],2024_06_25_0011.abf,210063,2
"[np.float64(10.203), np.float64(10.20305), np.float64(10.2031), np.float64(10.203149999999999), np.float64(10.203199999999999), np.float64(10.203249999999999), np.float64(10.203299999999999), np.float64(10.203349999999999)]",204060,[],2024_06_25_0015.abf,204067,0
"[np.float64(10.4277), np.float64(10.42775), np.float64(10.4278), np.float64(10.42785), np.float64(10.4279), np.float64(10.42795), np.float64(10.427999999999999), np.float64(10.428049999999999)]",208554,[],2024_06_25_0019.abf,208561,0
"[np.float64(10.719499999999998), np.float64(10.71955), np.float64(10.7196), np.float64(10.71965)]",214390,[],2024_06_25_0019.abf,214393,0
"[np.float64(11.35385), np.float64(11.3539), np.float64(11.35395), np.float64(11.354), np.float64(11.354049999999999), np.float64(11.354099999999999)]",227077,[],2024_06_25_0019.abf,227082,0
"[np.float64(35.31455), np.float64(35.3146), np.float64(35.31465), np.float64(35.314699999999995), np.float64(35.31475)]",206291,[],2024_06_25_0019.abf,206295,1
"[np.float64(60.3763), np.float64(60.37635), np.float64(60.3764), np.float64(60.37645), np.float64(60.3765), np.float64(60.37655), np.float64(60.376599999999996), np.float64(60.37665), np.float64(60.3767)]",207526,[],2024_06_25_0019.abf,207534,2
"[np.float64(60.7859), np.float64(60.78595), np.float64(60.786), np.float64(60.78605), np.float64(60.7861), np.float64(60.78615), np.float64(60.7862)]",215718,[],2024_06_25_0019.abf,215724,2
"[np.float64(61.0947), np.float64(61.09475), np.float64(61.0948), np.float64(61.09485), np.float64(61.094899999999996), np.float64(61.09495), np.float64(61.095)]",221894,[],2024_06_25_0019.abf,221900,2
"[np.float64(85.26405), np.float64(85.2641), np.float64(85.26415), np.float64(85.2642), np.float64(85.26425), np.float64(85.2643), np.float64(85.26435)]",205281,[],2024_06_25_0019.abf,205287,3
"[np.float64(85.56145), np.float64(85.5615), np.float64(85.56155), np.float64(85.5616), np.float64(85.56165), np.float64(85.5617)]",211229,[],2024_06_25_0019.abf,211234,3
"[np.float64(85.77385), np.float64(85.7739), np.float64(85.77395), np.float64(85.774), np.float64(85.77405)]",215477,[],2024_06_25_0019.abf,215481,3
"[np.float64(35.251599999999996), np.float64(35.25165), np.float64(35.2517), np.float64(35.25175), np.float64(35.251799999999996)]",205032,[],2024_08_27_0003.abf,205036,1
"[np.float64(10.297649999999999), np.float64(10.297699999999999), np.float64(10.297749999999999), np.float64(10.297799999999999), np.float64(10.297849999999999), np.float64(10.297899999999998), np.float64(10.297949999999998)]",205953,"[{'Event.Number': '114', 'Record': '0', 'Event.Time..s.': '10.29785', 'Baseline..pA.': '-150.902148837135', 'Peak..pA.': '-782.470642089844', 'Amplitude..pA.': '-631.568493252709', 'Rise.Time..ms.': '0.450000000000728', 'Half.Width..ms.': '0.349999999999184', 'Decay.Time..ms.': '0.0999999999997669', 'Decay.Fit.b0': '-58.2022410425641', 'Decay.Fit.b1': '-747.875515109041', 'Decay.Fit.Tau..ms.': '0.12068957258163', 'AUC..pA.ms.': '2520.51783164342', 'rise_max_time': '10.29765', 'baseline_time': '10.2972', 'event_index': '205957', 'file_prefix': '2024_08_27_0005', 'event_id': '2024_08_27_0005_ev00114_rec0', 'noise': 'yes', 'event_entry_number': '202434', 'corrected_peak_index': 205969, 'corrected_peak_time': np.float64(10.298449999999999), 'corrected_peak_pA': np.float64(-64.0869140625), 'corrected_peak_amp_pA': np.float64(86.815234774635)}]",2024_08_27_0005.abf,205959,0
"[np.float64(35.153549999999996), np.float64(35.1536), np.float64(35.15365), np.float64(35.1537)]",203071,"[{'Event.Number': '506', 'Record': '1', 'Event.Time..s.': '35.1537', 'Baseline..pA.': '-77.8924833025251', 'Peak..pA.': '-834.350524902344', 'Amplitude..pA.': '-756.458041599819', 'Rise.Time..ms.': '0.350000000004513', 'Half.Width..ms.': '0.900000000001455', 'Decay.Time..ms.': '0.849999999999795', 'Decay.Fit.b0': '-81.0988874799117', 'Decay.Fit.b1': '-744.737044154203', 'Decay.Fit.Tau..ms.': '0.844941484426392', 'AUC..pA.ms.': '-958.35645250593', 'rise_max_time': '35.1537', 'baseline_time': '35.1533', 'event_index': '203074', 'file_prefix': '2024_08_27_0005', 'event_id': '2024_08_27_0005_ev00506_rec1', 'noise': 'yes', 'event_entry_number': '202826', 'corrected_peak_index': 203084, 'corrected_peak_time': np.float64(35.154199999999996), 'corrected_peak_pA': np.float64(-471.8017272949219), 'corrected_peak_amp_pA': np.float64(-393.9092439923968)}]",2024_08_27_0005.abf,203074,1
"[np.float64(60.28525), np.float64(60.2853), np.float64(60.28535), np.float64(60.285399999999996), np.float64(60.28545), np.float64(60.2855), np.float64(60.28555), np.float64(60.2856)]",205705,"[{'Event.Number': '835', 'Record': '2', 'Event.Time..s.': '60.28545', 'Baseline..pA.': '-105.125782921201', 'Peak..pA.': '-4128.41796875', 'Amplitude..pA.': '-4023.2921858288', 'Rise.Time..ms.': '0.199999999992428', 'Half.Width..ms.': '0.199999999999534', 'Decay.Time..ms.': '0.10000000000332', 'Decay.Fit.b0': '-96.5787638428802', 'Decay.Fit.b1': '-4251.15656762539', 'Decay.Fit.Tau..ms.': '0.0897159719733481', 'AUC..pA.ms.': '-783.526413744972', 'rise_max_time': '60.2854', 'baseline_time': '60.2851', 'event_index': '205709', 'file_prefix': '2024_08_27_0005', 'event_id': '2024_08_27_0005_ev00835_rec2', 'noise': 'yes', 'event_entry_number': '203155', 'corrected_peak_index': 205722, 'corrected_peak_time': np.float64(60.2861), 'corrected_peak_pA': np.float64(-115.96678924560547), 'corrected_peak_amp_pA': np.float64(-10.841006324404475)}]",2024_08_27_0005.abf,205712,2
"[np.float64(85.24125), np.float64(85.2413), np.float64(85.24135), np.float64(85.2414), np.float64(85.24145), np.float64(85.2415), np.float64(85.24155), np.float64(85.24159999999999)]",204825,[],2024_08_27_0005.abf,204832,3
"[np.float64(85.38435), np.float64(85.3844), np.float64(85.38445), np.float64(85.3845), np.float64(85.38455), np.float64(85.38459999999999), np.float64(85.38465), np.float64(85.3847)]",207687,[],2024_08_27_0005.abf,207694,3
"[np.float64(85.5988), np.float64(85.59885), np.float64(85.5989), np.float64(85.59895), np.float64(85.599), np.float64(85.59904999999999), np.float64(85.59909999999999)]",211976,[],2024_08_27_0005.abf,211982,3
"[np.float64(35.344649999999994), np.float64(35.344699999999996), np.float64(35.34475), np.float64(35.3448), np.float64(35.344849999999994), np.float64(35.344899999999996), np.float64(35.34495)]",206893,[],2024_08_27_0006.abf,206899,1
"[np.float64(60.5066), np.float64(60.50665), np.float64(60.506699999999995)]",210132,[],2024_08_27_0006.abf,210134,2
"[np.float64(10.470849999999999), np.float64(10.470899999999999), np.float64(10.470949999999998), np.float64(10.470999999999998), np.float64(10.47105), np.float64(10.4711), np.float64(10.47115), np.float64(10.4712), np.float64(10.47125)]",209417,[],2024_08_27_0009.abf,209425,0
"[np.float64(60.43295), np.float64(60.433), np.float64(60.43305), np.float64(60.433099999999996), np.float64(60.43315), np.float64(60.4332), np.float64(60.43325), np.float64(60.4333), np.float64(60.43335)]",208659,[],2024_08_27_0009.abf,208667,2
"[np.float64(85.3704), np.float64(85.37045), np.float64(85.3705), np.float64(85.37055), np.float64(85.3706), np.float64(85.37065)]",207408,[],2024_08_27_0009.abf,207413,3
"[np.float64(10.299449999999998), np.float64(10.299499999999998), np.float64(10.29955), np.float64(10.2996), np.float64(10.29965), np.float64(10.2997), np.float64(10.29975), np.float64(10.2998)]",205989,[],2024_08_27_0010.abf,205996,0
"[np.float64(10.4912), np.float64(10.491249999999999), np.float64(10.491299999999999), np.float64(10.491349999999999)]",209824,[],2024_08_27_0010.abf,209827,0
"[np.float64(35.14045), np.float64(35.140499999999996), np.float64(35.14055), np.float64(35.1406), np.float64(35.140649999999994), np.float64(35.140699999999995), np.float64(35.14075)]",202809,[],2024_08_27_0010.abf,202815,1
"[np.float64(10.3606), np.float64(10.36065), np.float64(10.3607)]",207212,[],2024_08_27_0013.abf,207214,0
"[np.float64(10.36085), np.float64(10.360899999999999), np.float64(10.360949999999999), np.float64(10.360999999999999), np.float64(10.361049999999999), np.float64(10.361099999999999)]",207217,[],2024_08_27_0013.abf,207222,0
"[np.float64(10.4071), np.float64(10.40715), np.float64(10.4072)]",208142,[],2024_08_27_0013.abf,208144,0
"[np.float64(10.40735), np.float64(10.407399999999999), np.float64(10.407449999999999), np.float64(10.407499999999999), np.float64(10.407549999999999), np.float64(10.407599999999999), np.float64(10.407649999999999)]",208147,[],2024_08_27_0013.abf,208153,0
"[np.float64(10.428149999999999), np.float64(10.428199999999999), np.float64(10.428249999999998), np.float64(10.428299999999998), np.float64(10.428349999999998), np.float64(10.4284)]",208563,[],2024_08_27_0013.abf,208568,0
"[np.float64(10.4331), np.float64(10.43315), np.float64(10.4332)]",208662,[],2024_08_27_0013.abf,208664,0
"[np.float64(10.433449999999999), np.float64(10.433499999999999), np.float64(10.433549999999999)]",208669,[],2024_08_27_0013.abf,208671,0
"[np.float64(10.433649999999998), np.float64(10.433699999999998), np.float64(10.43375)]",208673,[],2024_08_27_0013.abf,208675,0
"[np.float64(60.515), np.float64(60.51505), np.float64(60.5151), np.float64(60.51515), np.float64(60.5152), np.float64(60.515249999999995), np.float64(60.515299999999996), np.float64(60.51535)]",210300,[],2024_08_27_0013.abf,210307,2
"[np.float64(60.5168), np.float64(60.51685), np.float64(60.5169), np.float64(60.51695)]",210336,[],2024_08_27_0013.abf,210339,2
"[np.float64(60.69445), np.float64(60.6945), np.float64(60.69455), np.float64(60.6946), np.float64(60.694649999999996), np.float64(60.6947)]",213889,[],2024_08_27_0013.abf,213894,2
"[np.float64(60.70215), np.float64(60.7022), np.float64(60.70225), np.float64(60.7023), np.float64(60.702349999999996), np.float64(60.7024)]",214043,"[{'Event.Number': '368', 'Record': '2', 'Event.Time..s.': '60.70235', 'Baseline..pA.': '-28.6865213484991', 'Peak..pA.': '-841.674743652344', 'Amplitude..pA.': '-812.988222303845', 'Rise.Time..ms.': '0.200000000006639', 'Half.Width..ms.': '0.950000000003115', 'Decay.Time..ms.': '0.849999999999795', 'Decay.Fit.b0': '-10.7736329944751', 'Decay.Fit.b1': '-966.968543393925', 'Decay.Fit.Tau..ms.': '0.749314018353182', 'AUC..pA.ms.': '-485.04637325548', 'rise_max_time': '60.7021', 'baseline_time': '60.7019', 'event_index': '214047', 'file_prefix': '2024_08_27_0013', 'event_id': '2024_08_27_0013_ev00368_rec2', 'noise': 'yes', 'event_entry_number': '207140', 'corrected_peak_index': 214058, 'corrected_peak_time': np.float64(60.7029), 'corrected_peak_pA': np.float64(-546.875), 'corrected_peak_amp_pA': np.float64(-518.1884786515009)}]",2024_08_27_0013.abf,214048,2
"[np.float64(60.7151), np.float64(60.71515), np.float64(60.715199999999996), np.float64(60.71525), np.float64(60.7153), np.float64(60.71535), np.float64(60.7154), np.float64(60.71545)]",214302,[],2024_08_27_0013.abf,214309,2
"[np.float64(60.715599999999995), np.float64(60.71565), np.float64(60.7157), np.float64(60.71575)]",214312,[],2024_08_27_0013.abf,214315,2
"[np.float64(61.013149999999996), np.float64(61.0132), np.float64(61.01325), np.float64(61.0133)]",220263,[],2024_08_27_0013.abf,220266,2
"[np.float64(61.01335), np.float64(61.0134), np.float64(61.01345), np.float64(61.0135)]",220267,[],2024_08_27_0013.abf,220270,2
"[np.float64(61.0137), np.float64(61.01375), np.float64(61.0138), np.float64(61.01385), np.float64(61.0139), np.float64(61.01395), np.float64(61.013999999999996)]",220274,[],2024_08_27_0013.abf,220280,2
"[np.float64(61.01405), np.float64(61.0141), np.float64(61.01415)]",220281,[],2024_08_27_0013.abf,220283,2
"[np.float64(61.0158), np.float64(61.01585), np.float64(61.0159), np.float64(61.01595), np.float64(61.016), np.float64(61.01605), np.float64(61.0161), np.float64(61.016149999999996), np.float64(61.0162)]",220316,[],2024_08_27_0013.abf,220324,2
"[np.float64(61.01745), np.float64(61.0175), np.float64(61.01755), np.float64(61.0176), np.float64(61.01765), np.float64(61.0177), np.float64(61.01775), np.float64(61.0178), np.float64(61.017849999999996)]",220349,[],2024_08_27_0013.abf,220357,2
"[np.float64(61.0181), np.float64(61.01815), np.float64(61.0182), np.float64(61.018249999999995), np.float64(61.018299999999996), np.float64(61.01835), np.float64(61.0184), np.float64(61.01845)]",220362,[],2024_08_27_0013.abf,220369,2
"[np.float64(61.0186), np.float64(61.01865), np.float64(61.018699999999995), np.float64(61.01875), np.float64(61.0188), np.float64(61.01885), np.float64(61.0189)]",220372,[],2024_08_27_0013.abf,220378,2
"[np.float64(61.01945), np.float64(61.0195), np.float64(61.019549999999995), np.float64(61.0196), np.float64(61.01965), np.float64(61.0197)]",220389,[],2024_08_27_0013.abf,220394,2
"[np.float64(61.01985), np.float64(61.0199), np.float64(61.01995), np.float64(61.019999999999996), np.float64(61.02005), np.float64(61.0201)]",220397,[],2024_08_27_0013.abf,220402,2
"[np.float64(61.0242), np.float64(61.024249999999995), np.float64(61.0243), np.float64(61.02435), np.float64(61.0244), np.float64(61.02445), np.float64(61.0245)]",220484,[],2024_08_27_0013.abf,220490,2
"[np.float64(61.02535), np.float64(61.0254), np.float64(61.02545), np.float64(61.0255), np.float64(61.025549999999996)]",220507,[],2024_08_27_0013.abf,220511,2
"[np.float64(61.04145), np.float64(61.0415), np.float64(61.04155), np.float64(61.0416)]",220829,[],2024_08_27_0013.abf,220832,2
"[np.float64(61.04245), np.float64(61.0425), np.float64(61.04255), np.float64(61.0426), np.float64(61.042649999999995)]",220849,[],2024_08_27_0013.abf,220853,2
"[np.float64(85.23285), np.float64(85.2329), np.float64(85.23295), np.float64(85.233)]",204657,[],2024_08_27_0013.abf,204660,3
"[np.float64(85.23335), np.float64(85.2334), np.float64(85.23345), np.float64(85.2335), np.float64(85.23355), np.float64(85.2336), np.float64(85.23365), np.float64(85.2337)]",204667,[],2024_08_27_0013.abf,204674,3
"[np.float64(85.23389999999999), np.float64(85.23395), np.float64(85.234), np.float64(85.23405), np.float64(85.2341)]",204678,[],2024_08_27_0013.abf,204682,3
"[np.float64(85.23434999999999), np.float64(85.2344), np.float64(85.23445)]",204687,[],2024_08_27_0013.abf,204689,3
"[np.float64(85.24655), np.float64(85.2466), np.float64(85.24665), np.float64(85.2467), np.float64(85.24675), np.float64(85.2468), np.float64(85.24685), np.float64(85.2469)]",204931,[],2024_08_27_0013.abf,204938,3
"[np.float64(85.2984), np.float64(85.29845), np.float64(85.2985), np.float64(85.29854999999999), np.float64(85.2986), np.float64(85.29865), np.float64(85.2987), np.float64(85.29875)]",205968,[],2024_08_27_0013.abf,205975,3
"[np.float64(85.35585), np.float64(85.3559), np.float64(85.35594999999999), np.float64(85.356), np.float64(85.35605), np.float64(85.3561)]",207117,[],2024_08_27_0013.abf,207122,3
"[np.float64(85.35715), np.float64(85.35719999999999), np.float64(85.35725), np.float64(85.3573), np.float64(85.35735)]",207143,[],2024_08_27_0013.abf,207147,3
"[np.float64(85.36405), np.float64(85.3641), np.float64(85.36415)]",207281,[],2024_08_27_0013.abf,207283,3
"[np.float64(85.37585), np.float64(85.3759), np.float64(85.37595), np.float64(85.376), np.float64(85.37605)]",207517,[],2024_08_27_0013.abf,207521,3
"[np.float64(85.3795), np.float64(85.37955), np.float64(85.3796), np.float64(85.37965), np.float64(85.3797)]",207590,[],2024_08_27_0013.abf,207594,3
"[np.float64(85.3798), np.float64(85.37985), np.float64(85.3799), np.float64(85.37995), np.float64(85.38)]",207596,[],2024_08_27_0013.abf,207600,3
"[np.float64(85.98225), np.float64(85.9823), np.float64(85.98235), np.float64(85.9824), np.float64(85.98245), np.float64(85.9825)]",219645,[],2024_08_27_0013.abf,219650,3
"[np.float64(85.9841), np.float64(85.98415), np.float64(85.9842), np.float64(85.98425), np.float64(85.9843)]",219682,[],2024_08_27_0013.abf,219686,3
"[np.float64(85.98515), np.float64(85.9852), np.float64(85.98525), np.float64(85.9853), np.float64(85.98535), np.float64(85.9854)]",219703,[],2024_08_27_0013.abf,219708,3
"[np.float64(86.0395), np.float64(86.03955), np.float64(86.0396), np.float64(86.03965), np.float64(86.0397), np.float64(86.03975), np.float64(86.0398), np.float64(86.03985), np.float64(86.0399)]",220790,[],2024_08_27_0013.abf,220798,3
"[np.float64(86.04129999999999), np.float64(86.04135), np.float64(86.0414), np.float64(86.04145)]",220826,[],2024_08_27_0013.abf,220829,3
"[np.float64(10.8744), np.float64(10.87445), np.float64(10.8745), np.float64(10.87455), np.float64(10.8746), np.float64(10.874649999999999), np.float64(10.874699999999999)]",217488,[],2024_08_27_0014.abf,217494,0
"[np.float64(11.21045), np.float64(11.2105), np.float64(11.21055), np.float64(11.2106), np.float64(11.21065), np.float64(11.2107), np.float64(11.210749999999999), np.float64(11.210799999999999), np.float64(11.210849999999999)]",224209,[],2024_08_27_0014.abf,224217,0
"[np.float64(35.623149999999995), np.float64(35.6232), np.float64(35.62325), np.float64(35.6233), np.float64(35.623349999999995), np.float64(35.6234), np.float64(35.62345), np.float64(35.62349999999999)]",212463,[],2024_08_27_0014.abf,212470,1
"[np.float64(35.85655), np.float64(35.8566), np.float64(35.856649999999995), np.float64(35.8567), np.float64(35.85675), np.float64(35.85679999999999)]",217131,[],2024_08_27_0014.abf,217136,1
"[np.float64(36.027049999999996), np.float64(36.0271), np.float64(36.02715), np.float64(36.02719999999999), np.float64(36.027249999999995), np.float64(36.0273), np.float64(36.02735), np.float64(36.0274)]",220541,[],2024_08_27_0014.abf,220548,1
"[np.float64(36.139399999999995), np.float64(36.13945), np.float64(36.1395), np.float64(36.13955), np.float64(36.139599999999994), np.float64(36.139649999999996), np.float64(36.1397), np.float64(36.13975)]",222788,[],2024_08_27_0014.abf,222795,1
"[np.float64(36.258199999999995), np.float64(36.25825), np.float64(36.2583), np.float64(36.25834999999999), np.float64(36.258399999999995), np.float64(36.258449999999996), np.float64(36.2585)]",225164,[],2024_08_27_0014.abf,225170,1
"[np.float64(36.47465), np.float64(36.4747), np.float64(36.47475), np.float64(36.474799999999995), np.float64(36.474849999999996), np.float64(36.4749), np.float64(36.47494999999999), np.float64(36.474999999999994), np.float64(36.475049999999996)]",229493,[],2024_08_27_0014.abf,229501,1
"[np.float64(36.767799999999994), np.float64(36.767849999999996), np.float64(36.7679), np.float64(36.76795), np.float64(36.768), np.float64(36.768049999999995), np.float64(36.7681)]",235356,[],2024_08_27_0014.abf,235362,1
"[np.float64(60.70805), np.float64(60.7081), np.float64(60.70815), np.float64(60.7082), np.float64(60.70825), np.float64(60.7083), np.float64(60.708349999999996), np.float64(60.7084), np.float64(60.70845)]",214161,[],2024_08_27_0014.abf,214169,2
"[np.float64(60.8739), np.float64(60.87395), np.float64(60.873999999999995), np.float64(60.87405), np.float64(60.8741), np.float64(60.87415), np.float64(60.8742)]",217478,[],2024_08_27_0014.abf,217484,2
"[np.float64(61.0994), np.float64(61.09945), np.float64(61.0995), np.float64(61.09955), np.float64(61.099599999999995), np.float64(61.09965), np.float64(61.0997)]",221988,[],2024_08_27_0014.abf,221994,2
"[np.float64(85.2971), np.float64(85.29715), np.float64(85.2972), np.float64(85.29725), np.float64(85.29729999999999), np.float64(85.29735)]",205942,[],2024_08_27_0014.abf,205947,3
"[np.float64(85.43295), np.float64(85.433), np.float64(85.43305), np.float64(85.4331), np.float64(85.43315), np.float64(85.4332)]",208659,[],2024_08_27_0014.abf,208664,3
"[np.float64(10.158349999999999), np.float64(10.158399999999999), np.float64(10.158449999999998), np.float64(10.158499999999998), np.float64(10.15855), np.float64(10.1586), np.float64(10.15865), np.float64(10.1587)]",203167,[],2024_08_27_0015.abf,203174,0
"[np.float64(10.4163), np.float64(10.41635), np.float64(10.4164), np.float64(10.41645), np.float64(10.4165), np.float64(10.416549999999999), np.float64(10.416599999999999)]",208326,[],2024_08_27_0015.abf,208332,0
"[np.float64(10.569299999999998), np.float64(10.569349999999998), np.float64(10.5694), np.float64(10.56945), np.float64(10.5695), np.float64(10.56955), np.float64(10.5696)]",211386,[],2024_08_27_0015.abf,211392,0
"[np.float64(10.628699999999998), np.float64(10.628749999999998), np.float64(10.628799999999998), np.float64(10.62885)]",212574,[],2024_08_27_0015.abf,212577,0
"[np.float64(11.269749999999998), np.float64(11.269799999999998), np.float64(11.269849999999998), np.float64(11.2699), np.float64(11.26995), np.float64(11.27), np.float64(11.27005)]",225395,[],2024_08_27_0015.abf,225401,0
"[np.float64(35.30155), np.float64(35.30159999999999), np.float64(35.301649999999995), np.float64(35.3017), np.float64(35.30175), np.float64(35.3018), np.float64(35.301849999999995), np.float64(35.301899999999996)]",206031,[],2024_08_27_0015.abf,206038,1
"[np.float64(35.573699999999995), np.float64(35.57375), np.float64(35.5738), np.float64(35.57384999999999), np.float64(35.573899999999995), np.float64(35.573949999999996), np.float64(35.574), np.float64(35.57405)]",211474,[],2024_08_27_0015.abf,211481,1
"[np.float64(35.796749999999996), np.float64(35.7968), np.float64(35.79685), np.float64(35.796899999999994), np.float64(35.796949999999995), np.float64(35.797)]",215935,[],2024_08_27_0015.abf,215940,1
"[np.float64(60.5232), np.float64(60.52325), np.float64(60.5233), np.float64(60.52335), np.float64(60.523399999999995), np.float64(60.52345), np.float64(60.5235), np.float64(60.52355), np.float64(60.5236)]",210464,[],2024_08_27_0017.abf,210472,2
"[np.float64(60.89605), np.float64(60.8961), np.float64(60.89615), np.float64(60.8962)]",217921,[],2024_08_27_0017.abf,217924,2
"[np.float64(35.355349999999994), np.float64(35.355399999999996), np.float64(35.35545), np.float64(35.3555), np.float64(35.355549999999994), np.float64(35.355599999999995), np.float64(35.35565)]",207107,[],2024_08_27_0018.abf,207113,1
"[np.float64(35.6682), np.float64(35.66825), np.float64(35.668299999999995), np.float64(35.66835), np.float64(35.6684), np.float64(35.66844999999999), np.float64(35.668499999999995), np.float64(35.668549999999996), np.float64(35.6686)]",213364,[],2024_08_27_0018.abf,213372,1
"[np.float64(35.945699999999995), np.float64(35.94575), np.float64(35.9458), np.float64(35.94584999999999), np.float64(35.945899999999995), np.float64(35.945949999999996)]",218914,[],2024_08_27_0018.abf,218919,1
"[np.float64(60.2439), np.float64(60.24395), np.float64(60.244), np.float64(60.24405), np.float64(60.2441), np.float64(60.24415), np.float64(60.2442), np.float64(60.24425)]",204878,[],2024_08_27_0018.abf,204885,2
"[np.float64(60.434), np.float64(60.43405), np.float64(60.4341)]",208680,[],2024_08_27_0018.abf,208682,2
"[np.float64(60.67995), np.float64(60.68), np.float64(60.68005), np.float64(60.680099999999996), np.float64(60.68015), np.float64(60.6802)]",213599,[],2024_08_27_0018.abf,213604,2
"[np.float64(60.85875), np.float64(60.8588), np.float64(60.85885), np.float64(60.8589), np.float64(60.85895)]",217175,[],2024_08_27_0018.abf,217179,2
"[np.float64(61.3455), np.float64(61.34555), np.float64(61.3456), np.float64(61.34565), np.float64(61.3457), np.float64(61.345749999999995)]",226910,[],2024_08_27_0018.abf,226915,2
"[np.float64(85.45864999999999), np.float64(85.4587), np.float64(85.45875), np.float64(85.4588), np.float64(85.45885), np.float64(85.4589)]",209173,[],2024_08_27_0018.abf,209178,3
"[np.float64(85.5835), np.float64(85.58355), np.float64(85.5836), np.float64(85.58364999999999)]",211670,[],2024_08_27_0018.abf,211673,3
"[np.float64(9.996099999999998), np.float64(9.996149999999998), np.float64(9.9962), np.float64(9.99625), np.float64(9.9963), np.float64(9.99635), np.float64(9.9964), np.float64(9.99645), np.float64(9.9965)]",199922,[],2024_08_27_0019.abf,199930,0
"[np.float64(10.571549999999998), np.float64(10.571599999999998), np.float64(10.571649999999998), np.float64(10.5717), np.float64(10.57175), np.float64(10.5718), np.float64(10.57185)]",211431,[],2024_08_27_0019.abf,211437,0
"[np.float64(10.72205), np.float64(10.7221), np.float64(10.72215), np.float64(10.722199999999999), np.float64(10.722249999999999), np.float64(10.722299999999999), np.float64(10.722349999999999), np.float64(10.722399999999999), np.float64(10.722449999999998)]",214441,[],2024_08_27_0019.abf,214449,0
"[np.float64(10.9492), np.float64(10.94925), np.float64(10.9493), np.float64(10.949349999999999), np.float64(10.949399999999999), np.float64(10.949449999999999), np.float64(10.949499999999999), np.float64(10.949549999999999)]",218984,[],2024_08_27_0019.abf,218991,0
"[np.float64(35.25234999999999), np.float64(35.252399999999994), np.float64(35.252449999999996), np.float64(35.2525), np.float64(35.25255), np.float64(35.2526), np.float64(35.252649999999996), np.float64(35.2527), np.float64(35.25275)]",205047,"[{'Event.Number': '9', 'Record': '1', 'Event.Time..s.': '35.2526', 'Baseline..pA.': '119.657963707334', 'Peak..pA.': '875.244079589844', 'Amplitude..pA.': '755.58611588251', 'Rise.Time..ms.': '0.250000000008299', 'Half.Width..ms.': '0.300000000002854', 'Decay.Time..ms.': '0.0499999999945544', 'Decay.Fit.b0': '112.931948339256', 'Decay.Fit.b1': '763.878713198107', 'Decay.Fit.Tau..ms.': '0.0491498950146903', 'AUC..pA.ms.': '205.479912821452', 'rise_max_time': '35.2526', 'baseline_time': '35.2523', 'event_index': '205052', 'file_prefix': '2024_08_27_0019', 'event_id': '2024_08_27_0019_ev00009_rec1', 'noise': 'yes', 'event_entry_number': '208494', 'corrected_peak_index': 205065, 'corrected_peak_time': np.float64(35.253249999999994), 'corrected_peak_pA': np.float64(122.07030487060547), 'corrected_peak_amp_pA': np.float64(2.4123411632714635)}]",2024_08_27_0019.abf,205055,1
"[np.float64(35.700399999999995), np.float64(35.70045), np.float64(35.7005), np.float64(35.70054999999999), np.float64(35.700599999999994), np.float64(35.700649999999996), np.float64(35.7007), np.float64(35.70075)]",214008,[],2024_08_27_0019.abf,214015,1
"[np.float64(35.847699999999996), np.float64(35.84775), np.float64(35.8478), np.float64(35.847849999999994), np.float64(35.847899999999996), np.float64(35.84795), np.float64(35.848)]",216954,[],2024_08_27_0019.abf,216960,1
"[np.float64(60.34635), np.float64(60.3464), np.float64(60.34645), np.float64(60.3465), np.float64(60.34655), np.float64(60.346599999999995), np.float64(60.34665)]",206927,[],2024_08_27_0019.abf,206933,2
"[np.float64(60.4511), np.float64(60.45115), np.float64(60.4512), np.float64(60.45125), np.float64(60.4513), np.float64(60.45135), np.float64(60.4514)]",209022,[],2024_08_27_0019.abf,209028,2
