Amplitude..pA.,Decay.Fit.b1,corrected_peak_amp_pA,event_index,corrected_peak_pA,corrected_peak_index,AUC..pA.ms.,Baseline..pA.,Rise.Time..ms.,noise,Decay.Time..ms.,event_id,corrected_peak_time,event_entry_number,Event.Time..s.,Decay.Fit.b0,rise_max_time,Half.Width..ms.,Event.Number,baseline_time,file_prefix,Record,Decay.Fit.Tau..ms.,Peak..pA.
-7.53573005934691,-5.62795292687037,,109517,,,38.8157882308033,-13.3237869755074,0.14999999999965,no,0,2026_01_22_0019_ev00001_rec0,,357560,5.47585,-9.91824505335267,5.47585,0.0499999999998835,1,5.4757,2026_01_22_0019,0,12.1711258025026,-20.8595170348543
-2.29608481270926,258.923475035027,,209468,,,-617.466471583503,-16.6248136247907,0.550000000000495,no,6.24999999999964,2026_01_22_0019_ev00002_rec0,,357561,10.4734,-260.627040400015,10.4734,6.55000000000072,2,10.47285,2026_01_22_0019,0,99.3073613421431,-18.9208984375
-567.946661631266,-378.235237314047,,209916,,,-663.663185103734,-17.0753110249837,0.299999999999301,yes,0.299999999999301,2026_01_22_0019_ev00003_rec0,,357562,10.4958,-21.6003152798071,10.4958,0.449999999998951,3,10.4955,2026_01_22_0019,0,0.51951014365731,-585.02197265625
-21.1588516235352,-28.9304636218423,,210897,,,-22.9415880203247,-21.2605781555176,5.34999999999997,no,5.15000000000043,2026_01_22_0019_ev00004_rec0,,357563,10.54485,-10.0933689644722,10.54475,5.64999999999927,4,10.53935,2026_01_22_0019,0,12.2001304639796,-42.4194297790527
-79.8833890642439,-112.550367144115,,223175,,,73.7932961804525,-40.6610369001116,0.600000000000378,no,2.44999999999962,2026_01_22_0019_ev00005_rec0,,357564,11.15875,-26.6540447955781,11.1584,2.4999999999995,5,11.1572,2026_01_22_0019,0,2.59783064275488,-120.544425964355
-100.606283460345,-128.476680599944,,223877,,,178.006507444382,-38.2486970084054,0.599999999998602,no,2.39999999999974,2026_01_22_0019_ev00006_rec0,,357565,11.19385,-17.6870156636863,11.19355,2.25000000000009,6,11.1925,2026_01_22_0019,0,2.97438884719315,-138.85498046875
-92.2066752115885,-117.970300597832,,224659,,,-15.3230379263559,-35.3567937215169,1.00000000000122,no,2.54999999999939,2026_01_22_0019_ev00007_rec0,,357566,11.23295,-23.161645730758,11.2326,2.4500000000014,7,11.23065,2026_01_22_0019,0,2.71104409650064,-127.563468933105
-74.9279158455985,-104.821298359785,,225911,,,24.2541771071299,-41.344049181257,1.00000000000122,no,3.09999999999988,2026_01_22_0019_ev00008_rec0,,357567,11.29555,-26.6129710568238,11.2952,3.09999999999988,8,11.29355,2026_01_22_0019,0,3.43226043380554,-116.271965026855
-59.5964629763649,-80.4383325903283,,226568,,,-229.37876489276,-36.5339004879906,2.59999999999927,no,3.89999999999979,2026_01_22_0019_ev00009_rec0,,357568,11.3284,-29.7270394552095,11.3275,4.89999999999924,9,11.3231,2026_01_22_0019,0,3.79183176937194,-96.1303634643555
-53.1151132129487,-75.1165026284365,,227286,,,-274.431526701791,-40.5738440014067,3.45000000000084,no,3.60000000000049,2026_01_22_0019_ev00010_rec0,,357569,11.3643,-39.1105818923115,11.36385,4.6999999999997,10,11.36,2026_01_22_0019,0,2.85105026089106,-93.6889572143555
-49.61285672869,-68.945783179803,,227953,,,-113.933001402446,-39.4984637669155,5.95000000000034,no,2.80000000000058,2026_01_22_0019_ev00011_rec0,,357570,11.39765,-28.9726899851615,11.3966,6.70000000000037,11,11.3895,2026_01_22_0019,0,3.2116110134236,-89.1113204956055
-45.5438472202846,-72.2880701602359,,229145,,,17.3790233884539,-42.9571217128209,3.05,no,3.70000000000026,2026_01_22_0019_ev00012_rec0,,357571,11.45725,-25.7417077628281,11.45555,5.95000000000034,12,11.4512,2026_01_22_0019,0,4.88966438797744,-88.5009689331055
-53.5510765257336,-75.5273633040492,,229817,,,-345.305611621766,-32.8136619386219,3.29999999999941,no,6.60000000000061,2026_01_22_0019_ev00013_rec0,,357572,11.49085,-23.7482624522332,11.4904,6.85000000000002,13,11.48555,2026_01_22_0019,0,6.87378210472227,-86.3647384643555
-42.7827382768903,-62.9663517568031,,231010,,,-140.29505377497,-37.1733164106097,4.35000000000052,no,4.50000000000017,2026_01_22_0019_ev00014_rec0,,357573,11.5505,-24.0133797810973,11.5478,7.24999999999909,14,11.5431,2026_01_22_0019,0,5.80322654560595,-79.9560546875
-51.0370097387405,-62.3833609620766,,231942,,,-424.679324838093,-31.665619350615,6.64999999999871,no,5.79999999999892,2026_01_22_0019_ev00015_rec0,,357574,11.5971,-28.4016374880935,11.5968,7.50000000000028,15,11.5889,2026_01_22_0019,0,5.61445898449559,-82.7026290893555
-40.1960105895996,-59.7870983512043,,232738,,,-202.455742073059,-37.9289894104004,6.59999999999883,no,5.34999999999997,2026_01_22_0019_ev00016_rec0,,357575,11.6369,-24.6126273850966,11.6341,8.64999999999938,16,11.62665,2026_01_22_0019,0,7.14642848081879,-78.125
-41.2423270997547,-61.0010934135601,,233805,,,-320.300435061682,-34.4412666502453,10.1999999999993,no,6.50000000000084,2026_01_22_0019_ev00017_rec0,,357576,11.69025,-21.9782094700201,11.68945,9.3500000000013,17,11.6785,2026_01_22_0019,0,8.24139891460674,-75.68359375
-27.5820788428897,-36.134423194736,,235260,,,-444.148407581874,-38.6410656883603,6.85000000000002,no,5.60000000000116,2026_01_22_0019_ev00018_rec0,,357577,11.763,-36.9333969951399,11.7539,16.3499999999992,18,11.74655,2026_01_22_0019,0,5.06831702654009,-66.22314453125
-24.8645581744966,-320785.7301446,,236072,,,-806.171189140138,-27.9308481670561,5.44999999999973,no,18.0999999999987,2026_01_22_0019_ev00019_rec0,,357578,11.8036,320727.379191526,11.7901,33.2500000000007,19,11.7842,2026_01_22_0019,0,273622.270244779,-52.7954063415527
-20.3159913562593,-69.6693573587077,,237796,,,-430.546346051352,-43.7709227062407,9.85000000000014,no,17.5000000000001,2026_01_22_0019_ev00020_rec0,,357579,11.8898,8.20176862983999,11.88445,22.1,20,11.8732,2026_01_22_0019,0,110.813384013273,-64.0869140625
-37.6964754377093,-67.0162228422657,,239982,,,-369.495857245581,-37.3767667497907,10.8000000000015,no,7.85000000000124,2026_01_22_0019_ev00021_rec0,,357580,11.9991,-8.84834515687139,11.99635,13.8999999999996,21,11.9849,2026_01_22_0019,0,17.2636044710633,-75.0732421875
-31.9707995823451,-71.458591795623,,242714,,,-35.5446945394789,-44.0179699489049,9.85000000000014,no,5.55000000000128,2026_01_22_0019_ev00022_rec0,,357581,12.1357,-10.024243174051,12.13315,13.9499999999995,22,12.11915,2026_01_22_0019,0,12.4693448338375,-75.98876953125
-3.67664155505953,-18.0701185913873,,243778,,,88.1086042676653,-27.1461104438418,1.50000000000006,no,0,2026_01_22_0019_ev00023_rec0,,357582,12.1889,-8.90815203218166,12.1887,1.59999999999982,23,12.18715,2026_01_22_0019,0,86.8553451179877,-30.8227519989014
-2.61579231988816,-4.06500585003487,,244136,,,58.8792962619236,-23.9344987415132,0.500000000000611,no,0.549999999998718,2026_01_22_0019_ev00024_rec0,,357583,12.2068,-21.4426175945934,12.20665,0.600000000000378,24,12.20595,2026_01_22_0019,0,3.52922447102145,-26.5502910614014
-54.9316337222145,-68.2824128783147,,245187,,,-345.039310977573,-32.043456304641,4.30000000000064,no,6.34999999999941,2026_01_22_0019_ev00025_rec0,,357584,12.25935,-21.1309386433597,12.2587,6.70000000000037,25,12.2533,2026_01_22_0019,0,8.10191914381696,-86.9750900268555
-6.33603050595238,-2.98233557620091,,246041,,,23.4727376279377,-25.097073055449,1.75000000000125,no,0,2026_01_22_0019_ev00026_rec0,,357585,12.30205,-23.9671986911556,12.302,1.59999999999982,26,12.30025,2026_01_22_0019,0,2.51783945019914,-31.4331035614014
-51.502048038301,-69.1136511939204,,247100,,,-619.800390456972,-27.843655086699,9.45000000000107,no,9.10000000000011,2026_01_22_0019_ev00027_rec0,,357586,12.355,-16.4184736940884,12.3531,10.349999999999,27,12.34355,2026_01_22_0019,0,11.0901157170987,-79.345703125
-5.69661458333333,-4.83918512315332,,248568,,,-27.2471134821573,-25.431313196818,0.0499999999998835,no,0.100000000001543,2026_01_22_0019_ev00028_rec0,,357587,12.4284,-26.2866330033081,12.4282,0.300000000001077,28,12.4281,2026_01_22_0019,0,0.0738489151186733,-31.1279277801514
-52.4756945655459,-72.464267375744,,249870,,,-332.604447562354,-36.0252743675595,4.45000000000029,no,6.75000000000026,2026_01_22_0019_ev00029_rec0,,357588,12.4935,-23.2228540899969,12.49265,7.1500000000011,29,12.48785,2026_01_22_0019,0,8.33309574148053,-88.5009689331055
-13.5003971826463,49353.9504935666,,251493,,,-436.985611513683,-26.4776301611037,4.4000000000004,no,0,2026_01_22_0019_ev00030_rec0,,357589,12.57465,-49389.5059833911,12.56685,10.9499999999993,30,12.56225,2026_01_22_0019,0,481544.977280114,-39.97802734375
-9.64936419895717,431578.411213982,,252101,,,-662.923465735572,-33.3804171425956,2.4999999999995,no,4.85000000000113,2026_01_22_0019_ev00031_rec0,,357590,12.60505,-431607.326651284,12.6003,12.4500000000012,31,12.5976,2026_01_22_0019,0,261201.101189751,-43.0297813415527
