"Event.Number","Record","Event.Time..s.","Baseline..pA.","Peak..pA.","Amplitude..pA.","Rise.Time..ms.","Half.Width..ms.","Decay.Time..ms.","Decay.Fit.b0","Decay.Fit.b1","Decay.Fit.Tau..ms.","AUC..pA.ms.","rise_max_time","baseline_time","event_index","file_prefix","event_id","noise","event_entry_number"
1,0,0.02405,660.009499815363,668.037363191871,8.02786337650798,0.399999999999998,30.25,30,702.250820987877,-51.8751822774165,286.47176322148,-207.051551836852,0.02355,0.023,481,"2026_06_04_0048","2026_06_04_0048_ev00001_rec0","no",469757
2,0,0.04755,645.331590353626,653.471497815617,8.13990746199011,4.65,16.5,17.2,-182976.284747521,183632.301253734,411146.66136387,177.38128362275,0.0475,0.04285,951,"2026_06_04_0048","2026_06_04_0048_ev00002_rec0","no",469758
3,0,0.09085,653.336817535363,655.548072955601,2.21125542023844,0.299999999999995,1.75,2,649.575772176737,7.47913816208187,4.06999225392214,-80.690656532984,0.09085,0.09055,1817,"2026_06_04_0048","2026_06_04_0048_ev00003_rec0","no",469759
4,0,0.1546,658.960832126568,749.351462235294,90.390630108726,17.8,16.65,15.3,676.103075274101,81.436252452728,9.50727631244084,2092.25792977401,0.1533,0.13515,3092,"2026_06_04_0048","2026_06_04_0048_ev00004_rec0","no",469760
5,0,0.2251,650.10762153185,659.577359677598,9.46973814574801,0.499999999999973,6.80000000000003,9.10000000000002,652.224457331555,12.5209571232188,4.14142759999292,122.066796295592,0.2251,0.2246,4502,"2026_06_04_0048","2026_06_04_0048_ev00005_rec0","no",469761
6,0,0.24565,645.541320893164,654.890110630885,9.3487897377214,0.249999999999972,30.3,29.9999999999999,651.290144121204,3.46275940162678,2.47425410884816,185.589945801686,0.24545,0.2452,4913,"2026_06_04_0048","2026_06_04_0048_ev00006_rec0","no",469762
7,0,0.2699,639.59330715734,651.258445902231,11.6651387448907,3.24999999999998,3.74999999999998,0,40011.5088329934,-39364.6170619672,227261.949017342,365.772812734427,0.269,0.26575,5398,"2026_06_04_0048","2026_06_04_0048_ev00007_rec0","no",469763
8,0,0.29935,636.73944661092,651.36629276678,14.62684615586,0.450000000000006,18.4,21.6,-28089.5990950082,28744.1169140002,50206.791722355,288.565525741917,0.299,0.29855,5987,"2026_06_04_0048","2026_06_04_0048_ev00008_rec0","no",469764
9,0,0.3663,643.470197905498,650.842517179067,7.37231927356959,0.250000000000028,15,14.65,652.589761487809,5.9469740332993,0.453737148465776,281.255425720359,0.36615,0.3659,7326,"2026_06_04_0048","2026_06_04_0048_ev00009_rec0","no",469765
10,0,0.39095,654.10571582645,665.661980125003,11.5562642985534,0.750000000000028,4.24999999999998,3.14999999999999,641.063497041293,26.3326468432136,7.5062269992894,-173.603785899206,0.38875,0.38785,7819,"2026_06_04_0048","2026_06_04_0048_ev00010_rec0","no",469766
11,0,0.4807,647.260051685695,657.237196776036,9.97714509034142,0.849999999999906,7.24999999999998,2.45000000000006,78855.5010742659,-78205.2686882953,265553.063808995,243.2875360915,0.47985,0.479,9614,"2026_06_04_0048","2026_06_04_0048_ev00011_rec0","no",469767
