Amplitude..pA.,Decay.Fit.b1,corrected_peak_amp_pA,event_index,corrected_peak_pA,corrected_peak_index,AUC..pA.ms.,Baseline..pA.,Rise.Time..ms.,noise,Decay.Time..ms.,event_id,corrected_peak_time,event_entry_number,Event.Time..s.,Decay.Fit.b0,rise_max_time,Half.Width..ms.,Event.Number,baseline_time,file_prefix,Record,Decay.Fit.Tau..ms.,Peak..pA.
-5.60139245916429,-16086.699100024,,717,,,51.1770628592993,-42.0195912385219,0.299999999999995,no,0,2023_02_28_0013_ev00001_rec0,,8235,0.03585,16044.7404557442,0.03585,0.149999999999997,1,0.03555,2023_02_28_0013,0,144934.104430345,-47.6209836976862
-21.591851923511,-18.0044577493982,,2076,,,-108.907788208833,-40.9522305360575,1,no,4.8,2023_02_28_0013_ev00002_rec0,,8236,0.1038,-40.0674223623787,0.10375,3.64999999999999,2,0.1026,2023_02_28_0013,0,6.75041269348606,-62.5440824595685
-10.4342333381911,-5.01135115086584,,7120,,,-80.93101250607,-40.4853057404274,1.84999999999996,no,3.34999999999996,2023_02_28_0013_ev00003_rec0,,8237,0.356,-41.8896705878686,0.35525,2.39999999999996,3,0.3534,2023_02_28_0013,0,4.71115380436398,-50.9195390786185
-2.75290458109004,-3.64881474322107,,7507,,,51.9289647889041,-42.5324018478478,0.150000000000039,no,0.350000000000017,2023_02_28_0013_ev00004_rec0,,8238,0.37535,-40.1467250392161,0.37515,0.249999999999972,4,0.37495,2023_02_28_0013,0,5.15957713509731,-45.2853064289378
-19.6516789524061,-17.7253007660481,,23239,,,-143.51547813953,-38.9498411090167,0.55000000000005,no,4.55000000000005,2023_02_28_0013_ev00005_rec0,,8239,1.16195,-40.8001342585913,1.16125,4.04999999999989,5,1.16065,2023_02_28_0013,0,3.82248319164966,-58.6015200614228
-17.1652993651781,-13.4809814066276,,23929,,,-89.7842246934468,-41.3957462884472,2.95000000000001,no,3.2500000000002,2023_02_28_0013_ev00006_rec0,,8240,1.19645,-40.8159486739944,1.1958,3.74999999999992,6,1.1923,2023_02_28_0013,0,4.91892287288289,-58.5610456536253
-3.17177633501596,-4.15981564965563,,25474,,,88.3060971441479,-43.1234405027712,0.250000000000083,no,0,2023_02_28_0013_ev00007_rec0,,8241,1.2737,-39.7663116732405,1.27365,0.099999999999989,7,1.27335,2023_02_28_0013,0,2.96186057503461,-46.2952168377872
-51.248373978744,-47.6113438405641,,28498,,,-454.790782160718,-39.2983785931025,1.09999999999988,no,7.05,2023_02_28_0013_ev00008_rec0,,8242,1.4249,-42.7717744865809,1.42445,5.80000000000003,8,1.4231,2023_02_28_0013,0,6.29381093506211,-90.5467525718466
-4.41980611479573,-3.48986320409495,,29141,,,-36.4925670891874,-40.2690042670872,0.549999999999828,no,4.54999999999983,2023_02_28_0013_ev00009_rec0,,8243,1.45705,-40.9365724145233,1.45645,3.20000000000009,9,1.4559,2023_02_28_0013,0,3.56000701320022,-44.688810381883
-12.1375427956479,-14.7430874397667,,31391,,,-162.577186309259,-40.8749123239655,0.850000000000017,no,12.9000000000001,2023_02_28_0013_ev00010_rec0,,8244,1.56955,-39.9255947871157,1.5686,11.25,10,1.56745,2023_02_28_0013,0,12.9196060633497,-53.0124551196134
-18.2055839458762,-16.2099774888195,,42353,,,-179.931619584767,-44.931360635576,1.34999999999996,no,6.54999999999983,2023_02_28_0013_ev00011_rec0,,8245,2.11765,-47.4443885418837,2.1171,5.79999999999981,11,2.1152,2023_02_28_0013,0,4.879910716626,-63.1369445814523
-28.8212444511536,-26.7851762010709,,42939,,,-212.440120533775,-42.7561365313062,0.900000000000123,no,6.34999999999986,2023_02_28_0013_ev00012_rec0,,8246,2.14695,-43.3579884945794,2.1466,5.09999999999966,12,2.14565,2023_02_28_0013,0,6.48124791952916,-71.5773809824598
-14.2710854007681,-11.101430094922,,44488,,,-124.106388888686,-41.5888461655488,1.34999999999996,no,7.00000000000012,2023_02_28_0013_ev00013_rec0,,8247,2.2244,-42.5834059616705,2.22425,5.34999999999997,13,2.22235,2023_02_28_0013,0,7.3363951044192,-55.8599315663169
-2.93217950949651,-1.82699458099262,,46365,,,-26.2606350462882,-41.005886875706,0.399999999999956,no,8.24999999999987,2023_02_28_0013_ev00014_rec0,,8248,2.31825,-41.0286919965666,2.31825,3.90000000000024,14,2.31785,2023_02_28_0013,0,15.2265473576087,-43.9380663852026
-4.31866025986773,-10.1101988868805,,53158,,,35.4658587564797,-44.8047756406526,1.45000000000017,no,4.44999999999984,2023_02_28_0013_ev00015_rec0,,8249,2.6579,-40.0105877597679,2.65535,4.75000000000003,15,2.6536,2023_02_28_0013,0,9.75025815165759,-49.1234359005203
-16.1295300685216,-16.5711544784178,,56849,,,-191.384869570024,-40.6403741027504,1.75000000000036,no,12.0499999999999,2023_02_28_0013_ev00016_rec0,,8250,2.84245,-39.2373015306407,2.84205,9.59999999999983,16,2.8402,2023_02_28_0013,0,14.8634528481072,-56.769904171272
-10.919706681153,-7.97382806013718,,59394,,,-60.2099735783192,-41.5027451571021,1.90000000000001,no,3.65000000000038,2023_02_28_0013_ev00017_rec0,,8251,2.9697,-41.0756803214598,2.96805,5.09999999999966,17,2.96545,2023_02_28_0013,0,6.26017641653052,-52.4224518382551
-19.5988467842872,-10.1685422435371,,63895,,,-400.034186907447,-39.3318330793082,3.69999999999981,no,30.0000000000002,2023_02_28_0013_ev00018_rec0,,8252,3.19475,-48.6142856113958,3.1947,23.3500000000002,18,3.19075,2023_02_28_0013,0,6.75070229226363,-58.9306798635953
-4.415744960571,-3.95863605835286,,68548,,,-2.98768250579616,-40.7878745993478,0.750000000000028,no,2.95000000000023,2023_02_28_0013_ev00019_rec0,,8253,3.4274,-39.2744923492916,3.42725,0.900000000000123,19,3.42635,2023_02_28_0013,0,12.813928035898,-45.2036195599188
-4.15629271388005,-4.77137716764337,,90207,,,115.841118977863,-46.9659726967939,0.649999999999373,no,0,2023_02_28_0013_ev00020_rec0,,8254,4.51035,-42.654408757884,4.5102,1.14999999999998,20,4.50795,2023_02_28_0013,0,2.47419447065478,-51.1222654106739
-7.5666758114798,-9.093101601349,,96345,,,-46.0183868685118,-43.5468152937113,1.45000000000017,no,6.45000000000007,2023_02_28_0013_ev00021_rec0,,8255,4.81725,-41.8805230779212,4.81565,7.60000000000005,21,4.8142,2023_02_28_0013,0,9.07966115226776,-51.1134911051911
-27.3091779458411,-26.6776932251082,,105725,,,-303.037143507304,-41.427242487747,1.29999999999963,no,8.5999999999995,2023_02_28_0013_ev00022_rec0,,8256,5.28625,-43.3567767834854,5.28505,8.00000000000001,22,5.28345,2023_02_28_0013,0,7.26104590166643,-68.7364204335881
-5.90762423243475,-2.61266135633944,,107103,,,-30.0090117393393,-41.446588981285,0.549999999999606,no,1.6500000000006,2023_02_28_0013_ev00023_rec0,,8257,5.35515,-42.0417844917322,5.35465,0.59999999999949,23,5.3539,2023_02_28_0013,0,3.29824258968412,-47.3542132137197
